Name,"Sub Category","Plan","AUM","Average YTM","% Away from ATH","% Other Holdings","% Sovereign Debt Holding","% Largecap Holding","% Midcap Holding","% Poorly Rated Bonds","% Corporate Debt Holding","% B Rated Bonds","% Concentration - Top 10 Holdings"
Baroda BNP Paribas Dividend Yield Fund,"Dividend Yield Fund","Growth","644.9634","0","5.64","0","0","60.36716191957557","26.09402331977288","0","0","0","41.602903358547174"
ITI Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","644.8711","0","6.98","0","0","37.79569232459189","41.85603442029206","0","0","0","22.55809505087306"
Tata Nifty Capital Markets Index Fund,"Index Fund","Growth","644.1352375182","0","0","0","0","40.76409497665165","31.48840308465024","0","0","0","84.50655519131097"
HDFC NIFTY Smallcap 250 Index Fund,"Index Fund","Growth","643.8434","0","10.49","0","0","0","10.043606877076007","0","0","0","11.652849124492068"
Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund,"Index Funds - Debt Oriented","Growth","641.6462629121","6.8","0.19","0","58.78480430761458","0","0","0","37.39565144679581","0","68.07147882661866"
Motilal Oswal Nifty Bank Index Fund,"Index Fund","Growth","640.0383999999999","0","12.91","0","0","76.23433219006867","23.851381417114972","0","0","0","86.66600316481015"
HDFC Nifty G-Sec Jul 2031 Index Fund,"Index Funds - Debt Oriented","Growth","638.4673","6.92","0.97","0","97.50115531827835","0","0","0","0","0","99.99999999999999"
Bajaj Finserv Low Duration Fund,"Low Duration Fund","Growth","634.8753","7.13","0.11","0","4.3534510518845","0","0","0","37.8626603545296","0","58.21868927265869"
Baroda BNP Paribas ESG Best-in-class Strategy Fund,"Thematic Fund","Growth","634.6192","0","2.58","0","0","73.07982971219533","14.011320883628066","0","0","0","42.26932103604062"
Franklin India Equity Savings Fund,"Equity Savings","Growth","633.175217257","7.11","0.73","0","13.570551640387976","62.31189032938075","3.607667834656942","0","9.661013060492419","0","43.31810636844191"
Bandhan Overnight Fund,"Overnight Fund","Growth","632.3068","5.3","0","0","0","0","0","0","0","0","102.5886995719647"
Sundaram Overnight Fund,"Overnight Fund","Growth","623.73891117861","5.23","0","0","0","0","0","0","0","0","100.00000000000004"
Edelweiss Technology Fund,"Sectoral Fund - Technology","Growth","622.9055999999999","0","5.77","0","0","39.01313643112524","21.49457553020909","0","0","0","55.935753967576154"
Baroda BNP Paribas Business Conglomerates Fund,"Thematic Fund","Growth","621.8154","0","6.79","0","2.16982679305701","72.28912490448278","11.113368139954085","0","0","0","48.398878284448884"
Nippon India Income Plus Arbitrage Active FoF,"FoFs (Domestic) - Hybrid","Growth","621.7951","6.79","0.21","0","0","0","0","0","0","0","99.99999999999997"
SBI FMP-67-1467D,"Fixed Maturity Plans","Growth","621.6843","0","0","0","90.5802671870594","0","0","0","0","0","88.87586512961644"
Sundaram Corp Bond Fund,"Corporate Bond Fund","Growth","616.1745642014499","7.33","0.46","0","6.01607793532364","0","0","0","76.45312065267034","0","52.557788883066024"
Axis Nifty Smallcap 50 Index Fund,"Index Fund","Growth","615.4585","0","7.04","0","0","0","19.96016189556243","0","0","0","31.93534511262742"
HDFC Nifty G-Sec Sep 2032 Index Fund,"Index Funds - Debt Oriented","Growth","612.8336","7.09","1.05","0","98.03949450924051","0","0","0","0","0","99.99999999999996"
Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund,"Index Funds - Debt Oriented","Growth","612.4336","6.51","0.5","0","97.34847906453757","0","0","0","0","0","100.00000000000003"
HDFC NIFTY200 Momentum 30 Index Fund,"Index Fund","Growth","609.1827","0","21.06","0","0","69.26573916166694","30.49835459871071","0","0","0","49.119024555359175"
WOC Quality Equity Fund,"Thematic Fund","Growth","604.4909","0","8.9","0","0","46.51034448988397","16.75054165414236","0","0","0","45.597592949703625"
WOC Pharma and Healthcare Fund,"Sectoral Fund - Pharma & Health Care","Growth","602.9331","0","0","0","0","18.59838181051925","36.34957178499573","0","0","0","48.01270655069357"
UTI Silver ETF FoF,"FoFs (Domestic) - Silver","Growth","596.5873","0","27.89","0","0","0","0","0","0","0","100.00000000000004"
360 ONE Dynamic Bond Fund,"Dynamic Bond Fund","Growth","594.880683867849","7.63","0.4","0","46.82378244153947","0","0","0","39.943102470893635","0","53.61898326472564"
WOC Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","591.5836","0","7.08","0","0","59.51777567870368","10.618414709265096","0","0","0","55.477061906381394"
HDFC Dynamic Debt Fund,"Dynamic Bond Fund","Growth","587.8441","7.31","0.81","0","74.38662733877904","0","0","0","15.545754393044007","0","65.62835282347815"
WOC Ultra Short Duration Fund,"Ultra Short Duration Fund","Growth","586.0298","6.87","0.04","0","0","0","0","0","45.21700567348725","0","57.73311462333281"
PGIM India Liquid Fund,"Liquid Fund","Growth","584.302","6.17","0","0","0.171982981403452","0","0","0","4.2818953212551","0","57.91138828893277"
Invesco India Manufacturing Fund,"Thematic Fund","Growth","583.9662999999999","0","2.82","0","0","48.496263434169975","17.44624239006263","0","0","0","34.278590493847716"
HDFC NIFTY Midcap 150 Index Fund,"Index Fund","Growth","583.5165000000001","0","1.53","0","0","13.658482665014603","80.773277190962","0","0","0","18.2264083363538"
Union Low Duration Fund,"Low Duration Fund","Growth","575.5417","7.12","0.19","0","0.872604018092868","0","0","0","58.84791666702864","0","50.328429721078415"
Mirae Asset Short Duration Fund,"Short Duration Fund","Growth","574.7904","7.46","0.45","0","13.706057025308706","0","0","0","60.27459748805823","0","47.06814866775783"
Canara Rob Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","569.0791","0","3.81","0","0","59.75710582237161","15.999621142298132","0","0","0","65.31687774160038"
WOC Liquid Fund,"Liquid Fund","Growth","567.8032","6.1","0","0","0","0","0","0","4.05325295806716","0","58.995581567698096"
Aditya Birla SL ESG Integration Strategy Fund,"Thematic Fund","Growth","565.9608999999999","0","8.62","0","0","72.63026474090348","18.484580825283167","0","0","0","39.17115122263746"
The Wealth Company Liquid Fund,"Liquid Fund","Growth","564.307158251","6.17","0","0","5.519547917225941","0","0","0","0","0","48.66653558873462"
Mahindra Manulife Low Duration Fund,"Low Duration Fund","Growth","560.9698999999999","7.4","0.15","0","3.593829187626648","0","0","0","75.68397163555478","0","44.11031679239831"
Baroda BNP Paribas Business Cycle Fund,"Thematic Fund","Growth","560.8941","0","6.94","0","0","66.52211174979377","17.13023902373014","0","0","0","41.245076387860024"
Navi Nifty Bank Index Fund,"Index Fund","Growth","557.326325","0","12.93","0","0","76.32970001084662","23.879516468289452","0","0","0","86.76875880817845"
HSBC Income Plus Arbitrage Active FOF,"FoFs (Domestic) - Hybrid","Growth","552.7366999999999","7.44","0.28","0","0","0","0","0","0","0","99.99999999999999"
Bandhan Nifty Alpha 50 Index Fund,"Index Fund","Growth","549.9907","0","16.62","0","0","40.380267822574595","46.740412236187844","0","0","0","33.511660225426894"
Axis Gold and Silver Passive FoF,"FoFs - Gold","Growth","549.5833","0","17.62","0","0","0","0","0","0","0","99.99999999999999"
Invesco India - Invesco Global Consumer Trends FoF,"FoFs (Overseas)","Growth","549.4872","0","4.72","0","0","0","0","0","0","0","100.00000000000004"
UTI Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","548.3706999999999","6.18","0.32","0","39.66867668166806","0","0","0","0","0","98.66967728217415"
Bajaj Finserv Consumption Fund,"Sectoral Fund - Consumption","Growth","547.578499","0","13.08","0","0","44.89782020426396","14.425565232837078","0","0","0","40.20022245602118"
ICICI Pru Nifty 200 Momentum 30 Index Fund,"Index Fund","Growth","545.5993270317999","0","20.98","0","0","69.4126406020891","30.566038434699163","0","0","0","49.22013035847238"
PGIM India Large Cap Fund,"Large Cap Fund","Growth","544.3855","0","8.65","0","0","87.1611753068368","11.016237574292488","0","0","0","43.438427364432"
Franklin India Multi-Factor Fund,"Thematic Fund","Growth","539.631703445","0","6.99","0","0","77.83857720338911","15.860024025204993","0","0","0","35.08539617507793"
Kotak CRISIL-IBX AAA Financial Services Index - Sep 2027 Fund,"Index Funds - Debt Oriented","Growth","536.9931","7.55","0.29","0","0","0","0","0","93.10795613574925","0","72.52000072254188"
UTI Nifty200 Quality 30 Index Fund,"Index Fund","Growth","534.4245","0","12.81","0","0","73.5768319161869","23.737608372407447","0","0","0","46.60801145586584"
Mahindra Manulife Equity Savings Fund,"Equity Savings","Growth","531.1519999999999","7.14","1.67","0","3.6709077627496414","23.34570894960391","4.671412326415038","0","19.345102720125308","0","47.468850900307224"
Baroda BNP Paribas Health and Wellness Fund,"Sectoral Fund - Pharma & Health Care","Growth","530.2123","0","0.32","0","0","26.69268517535335","47.47607703555726","0","0","0","52.929911282706954"
LIC MF Overnight Fund,"Overnight Fund","Growth","529.759","5.33","0","0","0","0","0","0","0","0","99.99999999999996"
Invesco India Consumption Fund,"Sectoral Fund - Consumption","Growth","529.4935","0","4.69","0","0","33.30433706929356","24.9054048822129","0","0","0","38.38893206432183"
Quantum Liquid Fund,"Liquid Fund","Growth","529.1551000000001","5.77","0","0","10.437506885977289","0","0","0","14.18183439978184","0","70.8941102523627"
HDFC MNC Fund,"Thematic Fund - MNC","Growth","528.1182","0","12.9","0","0","37.57069913515573","31.420806932993393","0","0","0","61.96601442631592"
Franklin India Overnight Fund,"Overnight Fund","Growth","527.068146589","5.35","0","0","0","0","0","0","0","0","99.99999999999997"
Kotak Nifty 200 Momentum 30 Index Fund,"Index Fund","Growth","526.4328","0","20.49","0","0","69.4625600836422","30.588177636347897","0","0","0","49.25570747111506"
Kotak Technology Fund,"Sectoral Fund - Technology","Growth","525.8368","0","24.7","0","0","65.42448151213455","23.49301151992405","0","0","0","73.96260588836687"
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund,"Index Funds - Debt Oriented","Growth","523.5315","7.17","0.26","0","57.80047618911181","0","0","0","38.783072269767914","0","67.50317793676214"
Franklin Asian Equity Fund,"Thematic Fund - Global","Growth","520.567277988","0","2.61","0","0","28.311725626826195","12.200995849082954","0","0","0","39.39642728383853"
Union Corporate Bond Fund,"Corporate Bond Fund","Growth","513.7808","7.6","0.64","0","9.06987960624453","0","0","0","84.97643352962972","0","46.859983868607"
LIC MF Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","508.75199999999995","0","5.01","0","13.850225650218576","40.74258184734408","11.660317797276464","0","6.198992829512227","0","35.121965122495794"
Union Business Cycle Fund,"Thematic Fund","Growth","507.1741","0","5.18","0","0","50.157371995139336","21.646334069503947","0","0","0","34.2044477428954"
Mirae Asset Gold ETF FoF,"FoFs - Gold","Growth","507.0714","0","10.88","0","0","0","0","0","0","0","100.00000000000044"
Kotak Quant Fund,"Thematic Fund","Growth","506.82489999999996","0","9.97","0","0","56.184236409852794","39.0065878767993","0","0","0","30.405866010134858"
Quantum Gold Saving Fund,"FoFs - Gold","Growth","504.9125","0","10.58","0","0","0","0","0","0","0","100.00000000000007"
Mahindra Manulife Consumption Fund,"Sectoral Fund - Consumption","Growth","503.73269999999997","0","15.39","0","0","62.73563340239773","16.237460859698015","0","0","0","45.15994296181288"
Quant PSU Fund,"Thematic Fund","Growth","501.75370000000004","0","14.54","0","0","11.30859622958436","25.92164243133632","0","0","0","103.15469522197844"
HDFC FMP-Sr 46-1861D-Mar 2022,"Fixed Maturity Plans","Growth","498.9097","6.06","0.05","0","98.73245599353938","0","0","0","0","0","88.78574619815956"
Canara Rob Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","497.5473","6.67","0.01","0","1.04464439863305","0","0","0","42.227301806280536","0","54.80303078722363"
Franklin India Retirement Fund,"Solution Oriented, Retirement Fund - Debt Oriented","Growth","496.83305492","7.55","3.78","0","4.11854658830919","26.420664732369037","2.13127928891628","0","50.01326491571916","0","56.84513006194331"
Kotak Healthcare Fund,"Sectoral Fund - Pharma & Health Care","Growth","496","0","0","0","0","27.23941532258069","38.51620967741936","0","0","0","56.969012096774236"
ITI Focused Fund,"Focused Fund","Growth","492.6106","0","1.21","0","0","54.02137937928983","18.44577789602344","0","0","0","45.281145413245135"
DSP Gold ETF FoF,"FoFs - Gold","Growth","485.9965","0","11.67","0","0","0","0","0","0","0","100.00000000000004"
Edelweiss Consumption Fund,"Sectoral Fund - Consumption","Growth","484.6525","0","8.42","0","0","63.28449765553671","25.69286241172798","0","0","0","43.05633417758086"
Qsif Equity Long-Short Fund,"Large Cap Fund","Growth","483.57379999999995","0","1.02","0","0","33.310324091172845","26.438115547202933","0","0","0","70.88905561053969"
Bank of India Money Market Fund,"Money Market Fund","Growth","483.0658","7.03","0.08","0","0","0","0","0","0","0","56.20772573839838"
ICICI Pru FMP-85-10Y-I,"Fixed Maturity Plans","Growth","482.7849751719","0","0.57","0","97.84505327233319","0","0","0","0","0","75.65056004550262"
Invesco India Gold ETF FoF,"FoFs - Gold","Growth","479.26199999999994","0","10.81","0","0","0","0","0","0","0","100.00000000000004"
Edelweiss Multi Asset Omni FoF,"FoFs (Domestic) - Hybrid","Growth","478.76300000000003","0","4.88","0","0","0","0","0","0","0","97.76528261373578"
Edelweiss Low Duration Fund,"Low Duration Fund","Growth","478.74550000000005","7.08","0.11","0","1.04752942847505","0","0","0","39.54681558364516","0","60.226195337606285"
Mirae Asset Nifty SDL Jun 2027 Index Fund,"Index Funds - Debt Oriented","Growth","477.3643","6.36","0.02","0","97.06234839932522","0","0","0","0","0","57.31155429930558"
JioBlackRock Arbitrage Fund,"Arbitrage Fund","Growth","476.875345606","6.56","0.05","0","0","51.79584691070938","13.230025116904729","0","0","0","55.614254415895125"
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund,"Index Fund","Growth","476.4768","0","12.17","0","0","62.826191591387165","23.15995484365128","0","0","0","50.86773165575785"
HSBC Credit Risk Fund,"Credit Risk Fund","Growth","475.03860000000003","7.86","0.3","0","11.6247605984019","0","0","0","73.31833665727373","0","59.4298231764745"
Axis Nifty Next 50 Index Fund,"Index Fund","Growth","474.7179","0","9.78","0","0","81.00781874877691","15.606133242500464","0","0","0","31.407005297251278"
Franklin India Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","472.913289642","7.3","0.02","0","15.7036386051276","0","0","0","47.17261685601559","0","55.46384413040297"
LIC MF Consumption Fund,"Sectoral Fund - Consumption","Growth","472.3179","0","6.01","0","0","40.30700509127437","23.383001152401796","0","0","0","28.51018350140868"
Bank of India Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","468.3011","0","2.88","0","0","42.05520764311677","37.38519939415046","0","0","0","41.947200209437895"
UTI BSE Low Volatility Index Fund,"Index Fund","Growth","467.4088","0","11.25","0","0","87.30469158863453","9.29489295577331","0","0","0","36.45600679543643"
Edelweiss Banking and PSU Debt Fund,"Banking & PSU Fund","Growth","465.9653","7.47","0.31","0","9.86021718893177","0","0","0","82.35176477899044","0","47.29910509610029"
Motilal Oswal Nifty Capital Market Index Fund,"Index Fund","Growth","461.3641","0","0","0","0","40.672171935354335","31.49833287852259","0","0","0","84.39989153902525"
HDFC Nifty500 Multicap 50:25:25 Index Fund,"Index Fund","Growth","459.9565","0","6.42","0","0","49.92263398821413","24.65685341983425","0","0","0","21.23679087044103"
HSBC Global Emerging Markets Fund,"FoFs (Overseas)","Growth","456.398","0","3.7","0","0","0","0","0","0","0","99.99999999999996"
Abakkus Small Cap Fund,"Small Cap Fund","Growth","453.37655700000005","0","3.28","0","0","4.6591430136852185","4.3071780791728305","0","0","0","37.40799441694747"
Motilal Oswal Nifty Next 50 Index Fund,"Index Fund","Growth","451.25809999999996","0","9.96","0","0","81.0521074303154","15.611553565465087","0","0","0","31.43196764778294"
WOC ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","450.4508","0","7.06","0","0","55.01748470643186","13.805325687067269","0","0","0","37.27736747276283"
Kotak Transportation & Logistics Fund,"Thematic Fund","Growth","448.2087","0","9.66","0","0","39.83329299001269","21.01688793426382","0","0","0","57.50284655663253"
Aditya Birla SL Nifty Midcap 150 Index Fund,"Index Fund","Growth","445.403","0","1.52","0","0","13.643688973805745","80.6719532647961","0","0","0","18.20232463634056"
Invesco India - Invesco EQQQ NASDAQ-100 ETF FoF,"FoFs (Overseas)","Growth","445.0145","0","0","0","0","0","0","0","0","0","100.00000000000001"
Sundaram Arbitrage Fund,"Arbitrage Fund","Growth","441.514481","0","0.06","0","2.29914090014351","54.438629007585384","14.088842088962334","0","0","0","52.88502029018741"
ICICI Pru CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,"Index Funds - Debt Oriented","Growth","441.135505532","6.92","0","0","0","0","0","0","48.72582172699488","0","78.525780776191"
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,"Index Funds - Debt Oriented","Growth","440.8629","6.77","0.01","0","0","0","0","0","57.59972698348776","0","60.836538587372175"
Motilal Oswal Innovation Opportunities Fund,"Thematic Fund","Growth","439.6797","0","5.5","0","0","13.88754366476883","9.183565231351139","0","0","0","43.67149125504872"
Union Largecap Fund,"Large Cap Fund","Growth","439.1411","0","7.87","0","0","88.93285096749085","10.073277131199976","0","0","0","44.661545002278324"
Axis Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","438.39289900000006","7.25","0.8","0","81.96862654481852","0","0","0","0","0","89.13732863830592"
SBI FMP-81-1157D,"Fixed Maturity Plans","Growth","435.7918","0","0","0","10.95892579897097","0","0","0","10.8163806661805","0","100"
Nippon India Nifty 500 Equal Weight Index Fund,"Index Fund","Growth","434.79110000000003","0","8.03","0","0","19.492370786773726","28.245746147527072","0","0","0","2.823263640458751"
ITI ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","434.0978","0","8.59","0","0","32.49569567042266","7.638301783607296","0","0","0","26.714325665783146"
360 ONE Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","430.567156656402","7.56","3.33","0","12.40276613634412","17.93571459739246","2.419270250636547","0","17.5846212442117","0","50.46010270225507"
Franklin India Low Duration Fund,"Low Duration Fund","Growth","428.66585554700004","7.4","0.03","0","1.807135145885359","0","0","0","61.264040458712444","0","61.2232642716805"
Bandhan CRISIL IBX Gilt April 2032 Index Fund,"Index Funds - Debt Oriented","Growth","428.30400000000003","6.97","1.06","0","97.3347858579886","0","0","0","0","0","99.99999999999993"
Motilal Oswal Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","427.7335","6.15","0.01","0","0","0","0","0","0","0","77.66172160936652"
Mahindra Manulife Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","427.19589999999994","0","7.88","0","0","60.23882719848202","18.8751109268605","0","0","0","61.59832058313294"
Bandhan Medium to Long Duration Fund,"Medium to Long Duration Fund","Growth","426.2323","7.53","0.45","0","48.015414424990304","0","0","0","48.31140326309901","0","93.21501683658809"
Capitalmind Flexi Cap Fund,"Flexi Cap Fund","Growth","424.7792","0","4.11","0","0","45.17958977275724","26.932721752854185","0","0.706108020355046","0","33.46592771020803"
HDFC NIFTY 100 Index Fund,"Index Fund","Growth","424.4045","0","8.88","0","0","95.88161765485525","3.40269719100528","0","0","0","43.808654243769794"
JM Large Cap Fund,"Large Cap Fund","Growth","421.647195875","0","10.45","0","0","86.5034791274005","10.50892159452097","0","0","0","38.299046583218306"
Aditya Birla SL US Equity Passive FOF,"FoFs (Overseas)","Growth","421.1426","0","0.22","0","0","0","0","0","0","0","100.00000000000001"
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - April 2032 Index Fund,"Index Funds - Debt Oriented","Growth","420.77209999999997","7.45","1.21","0","95.94710664739308","0","0","0","0","0","66.05917297801679"
JM Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","419.159447763","0","5.55","0","0","53.6180147911338","38.577850705259415","0","0","0","27.28142846839921"
Tata Housing Opportunities Fund,"Thematic Fund","Growth","419.089283803","0","14.07","0","0","48.55747880202687","18.03230258566864","0","0","0","64.73158469120044"
Nippon India MNC Fund,"Thematic Fund - MNC","Growth","418.01019999999994","0","4.05","0","0","58.87554826998813","20.498279463381632","0","0","0","59.28522726338185"
PGIM India Multi Cap Fund,"Multi Cap Fund","Growth","417.9372","0","3.07","0","0","39.358807974020976","29.014502657337033","0","0","0","25.61927964297029"
Union Focused Fund,"Focused Fund","Growth","417.6929","0","1.65","0","0","61.710529434424174","15.692462093562032","0","0","0","48.56117975670641"
360 ONE Overnight Fund,"Overnight Fund","Growth","415.97056369946006","7.61","0","0","0","0","0","0","0","0","100.00000000000004"
UTI Dynamic Bond Fund,"Dynamic Bond Fund","Growth","415.86629999999997","7.19","0.31","0","14.47549368631215","0","0","0","54.124943521511604","0","70.5917021889007"
Diviniti Equity Long Short Fund,"Large Cap Fund","Growth","415.671","0","8.07","0","0","62.155021639710256","6.367704266114299","0","0","0","62.24475606910276"
SBI FMP-49-1823D,"Fixed Maturity Plans","Growth","415.23269999999997","0","0","0","85.61147390596321","0","0","0","0","0","91.7388509562826"
Bajaj Finserv Banking and Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","414.71089800000004","0","8.26","0","0","64.5157998017414","8.039899120085817","0","0","0","68.87132409589427"
ICICI Pru Nifty IT Index Fund,"Index Fund","Growth","414.50522158300004","0","34.78","0","0","82.40909512640631","17.54873030132092","0","0","0","99.95782542772726"
Union Overnight Fund,"Overnight Fund","Growth","411.06370000000004","5.37","0","0","0","0","0","0","0","0","99.99999999999996"
Bank of India Business Cycle Fund,"Thematic Fund","Growth","410.56239999999997","0","11.65","0","0","49.826321842085754","16.473707604334404","0","0","0","38.09912427975215"
SBI FMP-44-1855D,"Fixed Maturity Plans","Growth","406.8549","0","0","0","86.29821991844157","0","0","0","0","0","90.4862399323738"
Groww Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","403.998223338","5.98","5.46","0","0","38.46535097259252","19.16582899727741","0","0.621757065970674","0","47.702360345720145"
Nippon India Active Momentum Fund,"Thematic Fund","Growth","402.8588","0","2.59","0","0","52.72936988395063","28.44632006250638","0","0","0","36.97625687756021"
DSP Nifty Midcap 150 Quality 50 Index Fund,"Index Fund","Growth","401.75300000000004","0","8.83","0","0","16.95182787859137","71.25721430845871","0","0","0","34.619275745458026"
Samco Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","401.7092","5.66","6.01","0","11.3713352843301","26.674992755953813","31.749633814709757","0","0","0","48.392842384491125"
Aditya Birla SL CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,"Index Funds - Debt Oriented","Growth","401.656","6.59","0.08","0","96.99504053219675","0","0","0","0","0","86.50352540482403"
Aditya Birla SL Nifty 50 Equal Weight Index Fund,"Index Fund","Growth","400.4652","0","4.31","0","0","97.97563656410142","1.90992807655145","0","0","0","22.104950449210783"
Mirae Asset Infrastructure Fund,"Sectoral Fund - Infrastructure","Growth","398.3958","0","2.38","0","0","60.0762106427829","18.7558202169802","0","0","0","46.74569862433288"
HSBC Brazil Fund,"FoFs (Overseas)","Growth","396.23650000000004","0","8.72","0","0","0","0","0","0","0","99.99999999999996"
Motilal Oswal Active Momentum Fund,"Thematic Fund","Growth","395.56809999999996","0","2.95","0","0","35.70067960485184","22.15004192704113","0","0","0","47.71825635080281"
Edelweiss ELSS Tax saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","395.10089999999997","0","3.94","0","0","64.59562414355273","18.482098477823683","0","0","0","32.1239938889596"
TRUSTMF Multi Cap Fund,"Multi Cap Fund","Growth","394.140335","0","1.46","0","0","41.93056953862185","27.043883059601967","0","0","0","29.72490452094102"
Kotak NIFTY Midcap 150 Momentum 50 Index Fund,"Index Fund","Growth","393.2357","0","8.36","0","0","32.75699535927181","66.58637555033788","0","0","0","42.625046505187605"
Aditya Birla SL Multi-Asset Omni FOF,"FoFs (Domestic) - Hybrid","Growth","390.4127","0","8.09","0","0","0","0","0","0","0","88.71056192587994"
ICICI Pru Global Advantage Fund,"FoFs (Overseas)","Growth","390.1346269388","0","0.24","0","0","0","0","0","0","0","100.00000000000007"
Union Active Momentum Fund,"Thematic Fund","Growth","389.5994","0","12.27","0","0","25.684774923108833","25.325582245787825","0","0","0","38.40483835761681"
Baroda BNP Paribas Banking and Fin Serv Fund,"Sectoral Fund - Banks & Financial Services","Growth","389.404","0","9.07","0","0","61.3281579028464","18.498859795995934","0","0","0","64.64846277901613"
Bandhan Equity Savings Fund,"Equity Savings","Growth","389.38980000000004","7.16","0.32","0","11.154247521693877","59.127951276071705","7.682096823665729","0","12.803109487987989","0","39.86709656075893"
IL&FS Infra Debt Fund - Series 2-B,"Sectoral Fund - Infrastructure (Debt)","Growth","389.20887999999997","0","0","0","0","0","0","0","34.69052862976819","0","99.99999999999999"
Baroda BNP Paribas Retirement Fund,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","385.2681","7.33","3.64","0","22.543652069818375","47.84987389301113","16.911106837031156","0","2.38776581814067","0","44.493847271549335"
Tata BSE Sensex Index Fund,"Index Fund","Growth","384.625449812","0","12.2","0","0","99.99387720911042","0","0","0","0","64.35291791559388"
Axis FMP-129-108D,"Fixed Maturity Plans","Growth","383.4106","0","0","0","0","0","0","0","6.52378285837689","0","88.38948818838081"
Aditya Birla SL Retirement Fund-30,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","382.2701","0","2.4","0","0.235362968744195","35.72562479418145","31.908216980703184","0","0","0","23.95955329267001"
HDFC Nifty LargeMidcap 250 Index Fund,"Index Fund","Growth","381.05980000000005","0","4.53","0","0","53.901880702027846","42.880235491817224","0","0","0","22.372983549731916"
HDFC NIFTY 100 Equal Weight Index Fund,"Index Fund","Growth","376.41769999999997","0","5.62","0","0","87.19710369223965","12.016798400766444","0","0","0","11.991188554794022"
Groww Multicap Fund,"Multi Cap Fund","Growth","376.054775409","0","2.9","0","0","28.604447299165006","28.30526997301506","0","0","0","35.484209982337134"
Invesco India ESG Integration Strategy Fund,"Thematic Fund","Growth","375.93370000000004","0","14.89","0","0","77.35536877912247","5.26701915789938","0","0","0","45.031397823605616"
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund,"Index Funds - Debt Oriented","Growth","375.6561","6.16","0","0","48.18076769482761","0","0","0","46.70793129416273","0","62.16408859162609"
Bank of India Consumption Fund,"Sectoral Fund - Consumption","Growth","375.33160000000004","0","6.88","0","0","44.31718512376788","27.391858292773644","0","0","0","50.579487578450625"
Union Value Fund,"Value Fund","Growth","373.1411","0","6.03","0","0","52.539079720781196","19.170978485082447","0","0","0","33.53650937942778"
HSBC Nifty 50 Index Fund,"Index Fund","Growth","372.53430000000003","0","10.02","0","0","99.36679656074622","0.671616009586231","0","0","0","53.705068231301084"
ITI Large Cap Fund,"Large Cap Fund","Growth","369.6193","0","9.38","0","0","85.82901379879245","6.93867987954092","0","0","0","48.63920796343698"
Sundaram Low Duration Fund,"Low Duration Fund","Growth","368.74982004335","7.31","0.15","0","1.35391388107337","0","0","0","53.7475878569108","0","51.561757297041645"
Navi Nifty Midcap 150 Index Fund,"Index Fund","Growth","367.533116","0","1.53","0","0","13.650358516264985","80.70685336556174","0","0","0","18.207584592186798"
JM Arbitrage Fund,"Arbitrage Fund","Growth","366.71709525600005","5.12","0.08","0","0","56.089458385192245","19.711992564605502","0","1.37735738675449","0","37.382482757532976"
Bandhan FTP-179-3652D,"Fixed Maturity Plans","Growth","365.6211","0","0.6","0","98.11625423941182","0","0","0","0","0","86.52657551847912"
Titanium Hybrid Long-Short Fund,"Balanced Hybrid Fund","Growth","364.83837633919995","6.22","2.14","0","2.80152820066747","33.932491214932085","10.341141351019182","0","12.34224602461642","0","60.1156107690513"
Nippon India Medium to Long Duration Fund,"Medium to Long Duration Fund","Growth","364.3967","7.21","0.5","0","79.47523664047868","0","0","0","8.248621382594836","0","80.29129792944697"
