Name,"Sub Category","Plan","AUM","Average YTM","% Away from ATH","% Other Holdings","% Sovereign Debt Holding","% Largecap Holding","% Midcap Holding","% Poorly Rated Bonds","% Corporate Debt Holding","% B Rated Bonds","% Concentration - Top 10 Holdings"
Axis Greater China Equity FoF,"FoFs (Overseas)","Growth","3858.8551","0","3.51","0","0","0","0","0","0","0","100.00000000000003"
SBI Silver ETF FOF,"FoFs (Domestic) - Silver","Growth","3849.9663","0","27.46","0","0","0","0","0","0","0","99.99999999999986"
SBI Dynamic Bond Fund,"Dynamic Bond Fund","Growth","3825.5546000000004","7.41","0.35","0","25.97614473990253","0","0","0","23.33352136707186","0","67.72424840048026"
Baroda BNP Paribas Money Market Fund,"Money Market Fund","Growth","3813.2778999999996","7.22","0.05","0","1.31332940617834","0","0","0","0","0","35.88563791797079"
UTI Transportation & Logistics Fund,"Thematic Fund","Growth","3810.9251","0","10.23","0","0.133371815678036","67.89173054070255","14.373977069242319","0","0","0","68.87566223749705"
Aditya Birla SL Digital India Fund,"Sectoral Fund - Technology","Growth","3798.7853999999998","0","25.25","0","0","57.42955103491762","14.145660873604488","0","0","0","68.28761371990107"
ICICI Pru Commodities Fund,"Thematic Fund","Growth","3789.0617706188","0","1.95","0","0","32.044175405504426","31.410379984531968","0","0","0","49.85991029888824"
Axis Balanced Advantage Fund,"Balanced Advantage Fund","Growth","3763.9754","7.15","3.85","0","5.098213553680502","45.278556921493156","5.527212956811568","0","15.813923810447864","0","42.978930999389725"
Altiva Hybrid Long-Short Fund,"Balanced Hybrid Fund","Growth","3761.2089","8.24","0","0","0","18.64638786747526","11.105692640469924","0","30.138724812652637","0","42.530744943015506"
UTI Dividend Yield Fund,"Dividend Yield Fund","Growth","3750.4971","0","7.68","0","0.542080141856396","62.94510399701418","9.896416131077672","0","0","0","35.468524958998096"
SBI Banking and PSU Fund,"Banking & PSU Fund","Growth","3747.8907","7.38","0.31","0","10.652591869874964","0","0","0","47.73096771472017","0","47.1163793543926"
HDFC Medium Term Debt Fund,"Medium Duration Fund","Growth","3746.2909999999997","8.32","0.35","0","17.197041020038217","0","0","0","65.79555619144374","0","36.858805148879256"
Tata Ethical Fund,"Thematic Fund","Growth","3703.8356954901997","0","15.85","0","0","53.2382471069367","24.871197745667853","0","0","0","39.65287923755542"
Nippon India Index Fund-Nifty 50 Plan,"Index Fund","Growth","3663.3602","0","9.98","0","0","99.45874002378639","0.672240747245764","0","0","0","53.753960602164085"
DSP Dynamic Asset Allocation Fund,"Dynamic Asset Allocation Fund","Growth","3661.2606","7.2","1.73","0","8.095973829341727","52.54727292561476","5.90305972757033","0","19.631129234559257","0","36.669042351150864"
Franklin India Liquid Fund-Super,"Liquid Fund","Growth","3635.4415933220002","6.13","0","0","0","0","0","0","0.731783591761411","0","52.4541906260822"
Tata Flexi Cap Fund,"Flexi Cap Fund","Growth","3633.286898017","0","7.04","0","0","57.889326085092414","17.32927560286086","0","0","0","36.98415059791715"
Bandhan CRISIL IBX Gilt April 2028 Index Fund,"Index Funds - Debt Oriented","Growth","3630.24","6.11","0.02","0","97.88304585220911","0","0","0","0","0","100.00000000000003"
Tata Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","3608.2292566970996","7.72","7.24","0","11.586101345589949","55.92114330785629","7.41330091885597","0","6.42409022140442","0","34.023696163252"
ICICI Pru US Bluechip Equity Fund,"Thematic Fund - Global","Growth","3607.424506023","0","2.29","0","0","0","0","0","0","0","25.795580709903504"
Sundaram Small Cap Fund,"Small Cap Fund","Growth","3562.9142000751904","0","2.36","0","0","7.50392344336775","5.865481188130072","0","0","0","30.53913159349686"
DSP Equity Savings Fund,"Equity Savings","Growth","3541.4099","6.74","0.93","0","9.949811231961595","57.068849895065796","4.54671739636804","0","10.291121623622272","0","35.096276203440894"
Aditya Birla SL Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","3541.0872","0","8.49","0","0","64.64959970485907","14.702645560380434","0","0","0","63.0292470628795"
Kotak Pioneer Fund,"Thematic Fund","Growth","3495.2981","0","0.45","0","0","30.06104400651835","27.362910762890287","0","0","0","47.42065633829627"
Magnum Hybrid Long Short Fund,"Balanced Hybrid Fund","Growth","3461.982","7.07","0","0","6.029459425265645","59.45584061384489","6.37813541491551","0","14.463180340047964","0","33.661417072647986"
Mirae Asset Arbitrage Fund,"Arbitrage Fund","Growth","3460.7540000000004","5.34","0.08","0","0","43.08849458817355","27.14803190287433","0","0","0","28.146984732228873"
UTI ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","3437.8678000000004","0","10.96","0","0","65.90052415628082","18.893289032230957","0","0","0","40.06996429589294"
HDFC Long Duration Debt Fund,"Long Duration Fund","Growth","3435.9258","7.71","3.66","0","97.47577096079712","0","0","0","0","0","98.42905712172224"
NJ Balanced Advantage Fund,"Balanced Advantage Fund","Growth","3435.232504","5.26","6.45","0","0.731332594540448","58.79507930389564","18.29897732593184","0","0","0","37.56396920724991"
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,"Index Funds - Debt Oriented","Growth","3427.7308000000003","7.57","1.35","0","96.26917318011081","0","0","0","0","0","78.20506207780372"
WOC Multi Cap Fund,"Multi Cap Fund","Growth","3421.3639000000003","0","4.06","0","0","33.998026342652395","26.661671387834552","0","0","0","26.10697739576899"
Motilal Oswal Nifty Midcap 150 Index Fund,"Index Fund","Growth","3408.0978999999998","0","1.52","0","0","13.676804882864426","80.87871243370093","0","0","0","18.246664803848507"
Franklin India Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","3399.218213682","0","7.62","0","0","40.83880639826048","38.53142893116217","0","0","0","29.38124139815611"
DSP Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","3387.7908","7.52","0.7","0","15.427357557025069","0","0","0","70.81517253072415","0","33.77082787992693"
Aditya Birla SL MNC Fund,"Thematic Fund - MNC","Growth","3352.8921","0","13.99","0","0","23.63389803089697","29.82796553459029","0","0","0","34.60267629847081"
Parag Parikh Conservative Hybrid Fund,"Conservative Hybrid Fund","Growth","3344.4903000000004","7.44","1.28","0","61.43704468211492","6.936892596160316","2.9979874661319816","0","11.121225258150693","0","35.08335186381016"
Mirae Asset Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","3341.5981","6.38","2.37","0","2.420988328907657","47.830632295367934","10.977238705037564","0","10.511389744924747","0","39.169590741627516"
Kotak Floating Rate Fund,"Floating Rate Fund","Growth","3329.3034000000002","7.81","0.37","0","14.99198901487921","0","0","0","74.8265718288096","0","43.919028226745574"
Edelweiss Flexi Cap Fund,"Flexi Cap Fund","Growth","3320.4741999999997","0","5.87","0","0","64.61902941453361","26.47941369338152","0","0","0","33.86703923192659"
Edelweiss Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","3308.903","6.85","3","0","0.561065602006428","53.35236773014419","12.2190395302147","0","11.395199892457676","0","35.895734447419834"
Aditya Birla SL Nifty SDL Apr 2027 Index Fund,"Index Funds - Debt Oriented","Growth","3289.0602000000003","5.86","0.03","0","96.82109497418136","0","0","0","0","0","35.91926350268687"
ICICI Pru Regular Savings Fund,"Conservative Hybrid Fund","Growth","3288.9413907945","8.03","0.57","0","14.986472589009326","13.505190492090264","3.227959619382389","0","48.05765175457209","0","27.097855656199698"
Sundaram Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","3276.66795","6.5","5.79","0","10.11808292328755","52.02989601509255","8.689256255830545","0","0","0","44.763225499249195"
HDFC Hybrid Debt Fund,"Conservative Hybrid Fund","Growth","3261.0712","7.49","2.32","0","36.31182600367632","16.97668545231394","1.5925472587044411","0","36.90066625960205","0","27.377500988018912"
Quant Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","3249.4649","0","7.21","0","0","48.29088013844984","42.442926526148966","0","0","0","80.65693216135367"
DSP Short Term Fund,"Short Duration Fund","Growth","3245.4344","7.63","0.46","0","18.876419132058256","0","0","0","74.7596500486961","0","37.65615475080932"
Bandhan Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","3240.2929","6.16","1.35","0","0.507515853816979","38.877717307756846","13.388786695345546","0","4.771102688576539","0","40.89340856534019"
Aditya Birla SL CRISIL-IBX Financial Services 3 to 6 Months Debt Index Fund,"Index Funds - Debt Oriented","Growth","3232.2718","6.81","0","0","0","0","0","0","58.73858132846382","0","62.45987729126001"
Franklin Build India Fund,"Sectoral Fund - Infrastructure","Growth","3213.952361822","0","4.03","0","0","59.973915074063996","13.697074422112438","0","0","0","52.98381187911062"
Motilal Oswal Large Cap Fund,"Large Cap Fund","Growth","3170.7534","0","8.54","0","0","78.12686095361437","2.76013265490782","0","0","0","46.21206745374774"
SBI Quant Fund,"Thematic Fund","Growth","3146.2065999999995","0","9.81","0","0","76.5043687849361","22.285195765592764","0","0","0","54.36314322142735"
Edelweiss Greater China Equity Off-shore Fund,"FoFs (Overseas)","Growth","3143.4411","0","2.82","0","0","0","0","0","0","0","100"
DSP Healthcare Fund,"Sectoral Fund - Pharma & Health Care","Growth","3142.3571","0","0.79","0","0","21.12764013994463","21.810977498388077","0","0","0","65.38050369895898"
Tata ST Bond Fund,"Short Duration Fund","Growth","3141.8457967230997","7.67","0.36","0","13.159083123405033","0","0","0","60.70186518985555","0","45.76322305504667"
HSBC Ultra Short Duration Fund,"Ultra Short Duration Fund","Growth","3117.8071","6.76","0.03","0","0","0","0","0","17.7308724455724","0","34.2404987146254"
Tata Corp Bond Fund,"Corporate Bond Fund","Growth","3115.6172254489","7.86","0.54","0","16.694677242598136","0","0","0","69.92001866398701","0","32.21332707504968"
Quant Large Cap Fund,"Large Cap Fund","Growth","3112.325","0","6.57","0","0","82.08384407155424","4.61188661209867","0","0","0","91.22124135493566"
UTI Low Duration Fund,"Low Duration Fund","Growth","3108.335","7.31","0.12","0","0","0","0","0","63.493989547458675","0","45.59900075120607"
Aditya Birla SL Medium Term Plan,"Medium Duration Fund","Growth","3097.7547999999997","8.41","0.44","0","21.191554605935888","0","0","0","70.2582367074373","0","36.00371469039448"
Quant Infrastructure Fund,"Sectoral Fund - Infrastructure","Growth","3072.9257000000002","0","9.04","0","0","62.42031169188374","3.85323667279036","0","0","0","70.13576670597665"
ICICI Pru Bharat Consumption Fund,"Sectoral Fund - Consumption","Growth","3064.8798716902","0","13.6","0","0","59.310931459037135","12.40223160167049","0","0","0","49.1871839390768"
Kotak Business Cycle Fund,"Thematic Fund","Growth","3064.2785","0","4.55","0","0","44.700747663764915","24.67380820640162","0","0","0","38.16079706854322"
Nippon India Retirement Fund-Wealth Creation,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","3055.8208","0","8.15","0","0","69.20247396036164","18.899720762297658","0","0","0","41.04620585351569"
Tata Banking & Financial Services Fund,"Sectoral Fund - Banks & Financial Services","Growth","3043.1782723971996","0","8.9","0","0","63.52825325862697","19.538142257161674","0","0","0","64.88542646055923"
Nippon India Nifty Smallcap 250 Index Fund,"Index Fund","Growth","3031.6202000000003","0","10.93","0","0","0","10.043395262050634","0","0","0","11.652488641383803"
JioBlackRock Flexi Cap Fund,"Flexi Cap Fund","Growth","3030.8168437229997","0","6.87","0","0","65.1719764224237","13.487519943925736","0","0","0","38.398816841911575"
SBI Retirement Benefit Fund-Aggressive Plan,"Solution Oriented, Retirement Fund - Equity Oriented","Growth","3013.3531","5.67","9.17","0","0.8329126779068803","57.663756696817245","20.604774130187394","0","0.170358395768488","0","42.082877708556644"
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund,"Index Funds - Debt Oriented","Growth","2989.3083","6.66","0.04","0","37.868616986874095","0","0","0","59.16036551635905","0","37.96934168681604"
ICICI Pru Equity Minimum Variance Fund,"Thematic Fund","Growth","2984.562971887","0","6.96","0","0","90.49652915489774","1.127337580641736","0","0","0","56.38410433457978"
Motilal Oswal Nifty 500 Index Fund,"Index Fund","Growth","2970.7431","0","6.73","0","0","69.48457441506808","19.742851544450282","0","0","0","30.48599187186533"
LIC MF Large & Midcap Fund,"Large & Mid Cap Fund","Growth","2958.4924","0","7.53","0","0","56.07152480770276","32.9972015476531","0","0","0","35.46493139546345"
Edelweiss Gold and Silver ETF FoF,"FoFs - Gold","Growth","2945.8628999999996","0","19.17","0","0","0","0","0","0","0","100.00000000000001"
Axis Gold Fund,"FoFs - Gold","Growth","2941.9494","0","11.77","0","0","0","0","0","0","0","100.00000000000024"
Mirae Asset Healthcare Fund,"Sectoral Fund - Pharma & Health Care","Growth","2939.2311","0","0","0","0","33.987841241881256","49.58437259322686","0","0","0","60.42967836043924"
ITI Small Cap Fund,"Small Cap Fund","Growth","2936.5071000000003","0","2.41","0","0","6.247640266219686","29.99451286870717","0","0","0","23.87520874715405"
SBI Consumption Opp Fund,"Sectoral Fund - Consumption","Growth","2932.5099","0","19.21","0","0","49.369217815769375","24.352818041637303","0","0","0","42.97193676993215"
ICICI Pru Bharat 22 FOF,"FoFs (Domestic) - Equity Oriented","Growth","2923.66058297","0","6.01","0","0","0","0","0","0","0","100.00000000000004"
JioBlackRock Money Market Fund,"Money Market Fund","Growth","2923.212867196","6.97","0.1","0","13.3495430448868","0","0","0","0","0","61.7407941875684"
Old Bridge Focused Fund,"Focused Fund","Growth","2905.6984","0","1.97","0","0","37.95872620503212","17.24341383813268","0","0","0","57.004353927441315"
Kotak Debt Hybrid Fund,"Conservative Hybrid Fund","Growth","2902.1334","7.12","2.11","0","25.562184701778342","15.21069637942901","5.308529235768413","0","18.35892519620222","0","47.74432491628403"
DSP Corp Bond Fund,"Corporate Bond Fund","Growth","2894.5908","7.19","0.11","0","12.382202693382425","0","0","0","79.48333837031471","0","46.4388092437798"
ICICI Pru Income plus Arbitrage Omni FOF,"FoFs (Domestic) - Hybrid","Growth","2890.0186229532997","0","0.23","0","0","0","0","0","0","0","100.00000000000006"
Sundaram Large Cap Fund,"Large Cap Fund","Growth","2889.3237664641997","0","9.66","0","0","80.95061076609164","9.030056539928673","0","0","0","52.631975462999996"
UTI Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","2877.6501000000003","6.85","6.52","0","5.5156206313011","57.45379433820419","5.802623984448467","0","15.623466545942666","0","42.37303788431717"
Baroda BNP Paribas Multi Cap Fund,"Multi Cap Fund","Growth","2860.9176","0","4.89","0","0","43.32569507318242","27.424303124999234","0","0","0","27.002236491519152"
Tata Multicap Fund,"Multi Cap Fund","Growth","2853.9455948340997","0","3.52","0","0","46.77287844105264","24.68670514485701","0","0","0","27.16691836171598"
Edelweiss Multi Cap Fund,"Multi Cap Fund","Growth","2846.758","0","3.31","0","0","47.27309098995863","27.026290100176272","0","0","0","25.646576903712084"
HSBC Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","2844.3259000000003","0","2.33","0","3.238412307112903","50.41220135850112","14.485840036825584","0","5.433688171949634","0","38.441881782956024"
JM Liquid Fund,"Liquid Fund","Growth","2835.050253765","6.23","0","0","0","0","0","0","0.813275319172215","0","35.039686639796116"
Sundaram Multi Cap Fund,"Multi Cap Fund","Growth","2806.7063460574504","0","8.02","0","0","46.4534891559738","23.612170165741844","0","0","0","33.196761114639735"
Franklin India Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","2788.55494864","7.6","4.05","0","7.567666028059458","54.52808528092954","4.244838078508369","0","19.48867782089236","0","40.386858557126935"
ICICI Pru NASDAQ 100 Index Fund,"Index Fund","Growth","2773.1963012779997","0","0","0","0","0","0","0","0","0","46.65459726738917"
Franklin India Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","2764.5771861420003","7.08","4.57","0","0.444189442839787","50.006885665553305","4.50091074699365","0","11.40109899528088","0","40.19263653693218"
DSP Multicap Fund,"Multi Cap Fund","Growth","2730.9008000000003","0","7.26","0","0","28.0757982860454","29.100134285361065","0","0","0","34.81219090784989"
Canara Rob Focused Fund,"Focused Fund","Growth","2725.4082","0","8.74","0","0","75.31639113729827","14.29719775555089","0","0","0","49.773043172028345"
Parag Parikh Dynamic Asset Allocation Fund,"Dynamic Asset Allocation Fund","Growth","2709.3059000000003","7.37","0.84","0","45.92594730628238","20.31564615867113","3.8886638825095368","0","8.77133881412209","0","34.91504226230047"
ICICI Pru Bond Fund,"Medium to Long Duration Fund","Growth","2700.1880733228","7.56","0.67","0","57.083568186538415","0","0","0","24.949439879977685","0","51.89730722258747"
UTI Short Duration Fund,"Short Duration Fund","Growth","2696.9234","7.6","0.36","0","13.923091030319958","0","0","0","69.8633116535679","0","39.41512020697364"
Mahindra Manulife Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","2688.1293","0","5.98","0","0","53.26865787296764","33.01851588761001","0","0","0","27.968688113328483"
Tata Large Cap Fund,"Large Cap Fund","Growth","2687.5774197392","0","7.33","0","0","86.11246630523412","5.408673957906137","0","0","0","46.87587753740885"
UTI MNC Fund,"Thematic Fund - MNC","Growth","2662.1304","0","9.96","0","0.379162493317382","36.97466134641639","24.7403395415942","0","0","0","46.902015017746656"
Motilal Oswal Gold and Silver Passive FoF,"FoFs - Gold","Growth","2652.4195","0","19.6","0","0","0","0","0","0","0","100.00000000000003"
Bandhan Nifty 50 Index Fund,"Index Fund","Growth","2652.0794","0","10.01","0","0","99.38517498031766","0.671744581917218","0","0","0","53.71418269843626"
Axis Consumption Fund,"Sectoral Fund - Consumption","Growth","2639.452899","0","13.14","0","0","77.44271510084867","13.252600895262292","0","0","0","49.2458479717131"
HDFC Innovation Fund,"Thematic Fund","Growth","2621.1952","0","1.82","0","0","50.72471519862389","30.543814516370244","0","0","0","44.55480080232102"
SBI CRISIL IBX Gilt Index - June 2036 Fund,"Index Funds - Debt Oriented","Growth","2616.4105","7.2","1.31","0","96.641631731718","0","0","0","0","0","100.00000000000006"
HDFC Business Cycle Fund,"Thematic Fund","Growth","2603.9575","0","8.21","0","1.08628885072049","42.04583984185611","23.422360003955518","0","0","0","46.693323527745754"
ICICI Pru Transportation and Logistics Fund,"Thematic Fund","Growth","2593.5342673222","0","9.1","0","0","66.51426906582533","10.416217138017194","0","0","0","62.28211649952656"
Edelweiss Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","2591.8997","7.43","0.26","0","7.25049275633621","15.832124985391996","5.569918465594945","0","46.92660753809263","0","45.314904967676824"
Tata India Consumer Fund,"Sectoral Fund - Consumption","Growth","2590.643963953","0","8.49","0","0","54.651531422311876","19.589839710185938","0","0","0","53.433242205956546"
Baroda BNP Paribas Large Cap Fund,"Large Cap Fund","Growth","2578.6728","0","7.46","0","0","82.65237838627685","9.585659723870357","0","0","0","43.23121568583651"
Bandhan Multi Cap Fund,"Multi Cap Fund","Growth","2551.6677","0","4.88","0","0","43.63698847299902","27.063277190311833","0","0","0","28.762026245018422"
NJ Flexi Cap Fund,"Flexi Cap Fund","Growth","2536.008467","0","19.18","0","0","59.56016033285586","22.450704538598064","0","0","0","39.498059727889704"
HSBC Arbitrage Fund,"Arbitrage Fund","Growth","2532.4467999999997","0","0.09","0","0","39.43219261308864","21.464371926786363","0","0","0","49.78701230762277"
DSP Nifty 50 Equal Weight Index Fund,"Index Fund","Growth","2522.5117999999998","0","4.32","0","0","98.04128963836762","1.91121008829374","0","0","0","22.119722096047273"
DSP Focused Fund,"Focused Fund","Growth","2489.7638","0","8.26","0","0","57.45953893297025","18.30698156989831","0","0","0","52.91374627585153"
Tata Treasury Advantage Fund,"Low Duration Fund","Growth","2460.2902987951","7.47","0.13","0","8.600057628869058","0","0","0","34.93400182223697","0","39.16145252561646"
Kotak Multi Asset Omni FOF,"FoFs (Domestic) - Hybrid","Growth","2451.3195","0","8.65","0","0","0","0","0","0","0","76.57329450526547"
Nippon India Innovation Fund,"Thematic Fund","Growth","2445.9545000000003","0","7.53","0","0","46.882819839590496","24.424130459606697","0","0","0","37.12960844899312"
Nippon India Consumption Fund,"Sectoral Fund - Consumption","Growth","2442.8641000000002","0","16.28","0","0","63.22485602316811","20.11946563885489","0","0","0","47.25270667015724"
Kotak Gilt Fund-PF&Trust,"Gilt - Short & Mid Term Fund","Growth","2441.6095","7.36","2.84","0","82.65732501450374","0","0","0","0","0","79.04947535631715"
Kotak Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","2441.6095","7.36","2.84","0","82.65732501450374","0","0","0","0","0","79.04947535631715"
Motilal Oswal Arbitrage Fund,"Arbitrage Fund","Growth","2432.9865","6.06","0.07","0","1.02816435685114","-0.12208452451338024","-0.05325553594317485","0","0","0","94.36977147222143"
Kotak Dynamic Bond Fund,"Dynamic Bond Fund","Growth","2432.3675","7.72","0.41","0","42.64858825814767","0","0","0","39.9116704198687","0","60.903843683160545"
ICICI Pru Housing Opp Fund,"Thematic Fund","Growth","2423.5338616079","0","5.17","0","0","55.59724338011495","21.70400047932664","0","0","0","54.00021812924802"
HDFC Infrastructure Fund,"Sectoral Fund - Infrastructure","Growth","2416.4764","0","6.65","0","0","52.3152636624136","6.926154958517287","0","0","0","37.59207000738761"
HSBC Infrastructure Fund,"Sectoral Fund - Infrastructure","Growth","2412.9341","0","3.48","0","0","62.16248922836309","7.975750353066005","0","0","0","52.14485965447626"
Kotak Manufacture in India Fund,"Thematic Fund","Growth","2400.8889","0","3.12","0","0","50.837118739956175","23.47319352209408","0","0","0","37.46215186515175"
HDFC Income Plus Arbitrage Active FOF,"FoFs (Domestic) - Hybrid","Growth","2389.9431","0","0.25","0","0","0","0","0","0","0","99.99999999999996"
Baroda BNP Paribas Mid Cap Fund,"Mid Cap Fund","Growth","2389.1825","0","1.76","0","0","18.787957805651114","54.79680602046935","0","0","0","30.166665794680824"
Kotak Infra & Eco Reform Fund,"Sectoral Fund - Infrastructure","Growth","2373.0153","0","7.69","0","0","44.529354699061614","14.88243670405327","0","0","0","42.870532693152086"
Mirae Asset NYSE FANG+ETF FoF,"FoFs (Overseas)","Growth","2370.4853","0","1.99","0","0","0","0","0","0","0","99.99999999999997"
Tata Business Cycle Fund,"Thematic Fund","Growth","2366.3371213190003","0","8.56","0","0","49.88612786489979","21.161120963131278","0","0","0","35.905973249801164"
Motilal Oswal Nifty Microcap 250 Index Fund,"Index Fund","Growth","2344.6372","0","14.13","0","0","0","0","0","0","0","12.901961975183179"
DSP Natural Res & New Energy Fund,"Sectoral Fund - Energy & Power","Growth","2342.6034","0","0.95","0","0","47.3479932625386","21.065426610411315","0","0","0","68.62183329879916"
Nippon India Nifty Midcap 150 Index Fund,"Index Fund","Growth","2336.7986","0","1.53","0","0","13.73098208362113","80.72777358427457","0","0","0","18.31692282452244"
SBI Dynamic Asset Allocation Active FoF,"FoFs (Domestic) - Hybrid","Growth","2322.3683","0","2.71","0","0","0","0","0","0","0","83.4500453696341"
Mirae Asset Low Duration Fund,"Low Duration Fund","Growth","2313.7443","7.18","0.17","0","4.2533913535735195","0","0","0","50.209882742876985","0","29.373820607575343"
HDFC Diversified Equity All Cap Active FOF,"FoFs (Domestic) - Equity Oriented","Growth","2311.3048","0","6.77","0","0","0","0","0","0","0","99.99999999999991"
SBI Quality Fund,"Thematic Fund","Growth","2306.4283","0","2.04","0","0","64.99642759326188","16.35967179209516","0","0","0","43.371528176271525"
Franklin India Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","2305.633418427","7.58","6.17","0","6.582990622835031","54.5608251487889","4.807269248188565","0","16.84543747561478","0","40.444352013217696"
Bajaj Finserv Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","2303.998904","0","6.39","0","0","44.27303606785576","33.43699691002456","0","0","0","31.663729483551403"
Union Flexi Cap Fund,"Flexi Cap Fund","Growth","2294.0675","0","6.06","0","0","56.016808572546346","20.125044271801052","0","0","0","32.79196885008833"
Invesco India ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","2292.7197","0","11.16","0","0","46.61968276126082","24.811487653396878","0","0","0","24.26541729478543"
HDFC Gilt Fund,"Gilt - Short & Mid Term Fund","Growth","2271.8568","7.36","1.26","0","95.67287427623076","0","0","0","0","0","70.12526053578726"
Mahindra Manulife Aggressive Hybrid Fund,"Aggressive Hybrid Fund","Growth","2264.2928","7.35","6.59","0","4.594896031113992","57.336696914815974","12.760739247150376","0","10.98583628407068","0","29.726782684642192"
ICICI Pru Constant Maturity Gilt Fund,"Gilt - Long Term Fund","Growth","2256.2997385738","7.19","1.39","0","96.316387528089","0","0","0","0","0","99.41258691062131"
Edelweiss Money Market Fund,"Money Market Fund","Growth","2251.0575","7.06","0.06","0","0","0","0","0","0","0","49.0496710990279"
Nippon India Multi-Asset Omni FoF,"FoFs (Domestic) - Hybrid","Growth","2236.4241","0","1.82","0","0","0","0","0","0","0","100.2735237799367"
Axis Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","2228.778","7.15","5.89","0","2.021218353734647","50.39999430181021","8.286300878777519","0","8.564511180566209","0","42.38479835138353"
UTI Focused Fund,"Focused Fund","Growth","2213.674","0","11.9","0","0","78.01026927609207","18.15265815265815","0","0","0","52.33409651131171"
Bandhan Balanced Advantage Fund,"Balanced Advantage Fund","Growth","2208.746","6.89","2.15","0","6.5690260308841815","45.91398458111489","11.304436973606293","0","3.6376070327562378","0","31.79225218876555"
Mahindra Manulife Focused Fund,"Focused Fund","Growth","2207.7885","0","4.32","0","0","86.14057913609025","6.95422591430293","0","0","0","47.927928784845115"
WOC Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","2180.3175","0","3.57","0","0","49.34135510080526","36.920306331531975","0","0","0","28.777547306756926"
Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund,"Index Funds - Debt Oriented","Growth","2172.4209","6.68","0.09","0","46.605876421093164","0","0","0","50.699967948200104","0","61.78791135732489"
ICICI Pru Quality Fund,"Thematic Fund","Growth","2169.9339751591997","0","5.76","0","0","64.87454070563227","13.866569372366474","0","0","0","39.75587782281297"
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,"Index Funds - Debt Oriented","Growth","2162.5","6.93","0","0","0","0","0","0","71.9926520231214","0","66.6814196531792"
UTI Infrastructure Fund,"Sectoral Fund - Infrastructure","Growth","2162.3879","0","6.56","0","0","67.74980104170946","8.943959592078745","0","0","0","57.6005442871744"
WOC Balanced Advantage Fund,"Balanced Advantage Fund","Growth","2152.3658","6.98","3.94","0","4.115954639308987","46.869853628040346","7.474774966225536","0","15.741343780875898","0","34.20677377423485"
Templeton India Value Fund,"Value Fund","Growth","2150.007447028","0","9.43","0","0","61.608102884992014","7.71856057286665","0","0","0","47.048029099539534"
BHARAT Bond ETF FOF - April 2033,"FoFs (Domestic) - Debt Oriented","Growth","2147.8927","7.52","1","0","0","0","0","0","0","0","100"
Franklin India Dividend Yield Fund,"Dividend Yield Fund","Growth","2141.435079105","0","9.33","0","0","55.211490976406125","12.66271688462578","0","0","0","39.17457855227078"
SBI Credit Risk Fund,"Credit Risk Fund","Growth","2134.1606","8.58","0.27","0","10.977051117896192","0","0","0","75.32483262974685","0","44.95786305866579"
Axis Income Plus Arbitrage Active FOF,"FoFs (Domestic) - Hybrid","Growth","2117.734999","0","0.22","0","0","0","0","0","0","0","99.9999999999999"
DSP Overnight Fund,"Overnight Fund","Growth","2115.5108","5.1","0","0","0","0","0","0","0","0","99.99999999999997"
Bandhan Midcap Fund,"Mid Cap Fund","Growth","2108.5492","0","1.84","0","0","23.704706172028036","59.109613421906595","0","0","0","30.21488378134148"
ICICI Pru Rural Opportunities Fund,"Thematic Fund","Growth","2104.389012432","0","8.07","0","0","72.42508352762313","13.896579875316633","0","0","0","51.026250073366505"
Motilal Oswal BSE Enhanced Value Index Fund,"Index Fund","Growth","2101.8668","0","9.67","0","0","74.02948654976616","21.62353960774298","0","0","0","67.18675036876742"
