Name,"Sub Category","Plan","AUM","Returns vs sub-category - 5Y","Returns vs sub-category - 10Y","PE Ratio","Category YTM","Returns vs sub-category - 1Y","Average Maturity","Category PE Ratio","Sortino Ratio","Sharpe Ratio","Returns vs sub-category - 3Y"
Parag Parikh Flexi Cap Fund,"Flexi Cap Fund","Growth","128966.4832","1.5102378917919952","1.6965506457131747","15.9811","0","-4.75092956226581","0","26.007497777777786","-0.0381","-0.36670113171355223","1.344723917795505"
HDFC Balanced Advantage Fund,"Balanced Advantage Fund","Growth","105377.6508","2.3432295449712797","2.5451611856881473","18.0993","6.9594690265486765","0.26127505206115975","7.37","23.530426400000017","-0.0514","-0.523858759590789","1.9065340210723671"
HDFC Mid Cap Fund,"Mid Cap Fund","Growth","94744.7175","1.4442085091021943","1.467213090851946","25.5093","0","1.4793928784596742","0","33.032014285714304","0.0265","0.26986663372858827","1.2920579951794253"
HDFC Flexi Cap Fund,"Flexi Cap Fund","Growth","91334.9081","1.7473252359383455","1.616798524578105","22.819","0","-1.6776035468849997","0","26.007497777777786","-0.0308","-0.30796545260791836","1.4943916435180022"
ICICI Pru Multi-Asset Fund,"Multi Asset Allocation Fund","Growth","83547.3520274154","1.4241160033088072","1.6187561719231807","19.9442","6.745476190476196","0.671541435137371","4.28","22.43889587628866","0.0451","0.45242347419204504","1.1556662975990157"
SBI Equity Hybrid Fund,"Aggressive Hybrid Fund","Growth","83353.4758","1.4122497302132393","1.653093746015675","25.9192","7.129446808510636","-2.606201795434182","3.99","25.0177225680934","0.0041","0.04127372045260761","1.5010366590089064"
ICICI Pru Large Cap Fund,"Large Cap Fund","Growth","75650.4301701308","1.6604930379962202","1.8159779179238","21.5877","5.6000000000000005","0.49811405063123626","0","23.647500778210134","-0.0505","-0.5016344485778464","1.5288348808304009"
SBI Liquid Fund,"Liquid Fund","Growth","74571.1212","5.42038985349425","1.6751160752191694","0","6.138900414937778","3.2086339346631836","0.12","0","-0.1936","-2.312915796132665","2.984357971515921"
HDFC Liquid Fund,"Liquid Fund","Growth","72872.5607","5.429628505412191","1.6751067665602357","0","6.138900414937778","3.2228707496544664","0.12556164383561644","0","-0.1813","-2.1621079714019835","2.9954215401599122"
Nippon India Small Cap Fund,"Small Cap Fund","Growth","72672.99160000001","1.4492734805180927","1.5915930234459024","28.7615","0","1.4767446689097308","0","31.598579411764693","0.0159","0.15557017709059792","1.332372426341969"
Kotak Arbitrage Fund,"Arbitrage Fund","Growth","69951.2131","1.5660797734687657","2.105729685212203","18.4805","6.30893617021276","1.4470194803613399","0.63","19.176108127208487","0.3883","2.7542271148182387","1.5332393368770518"
ICICI Pru Balanced Advantage Fund,"Balanced Advantage Fund","Growth","66397.797033849","1.6530047302939772","1.953512619663716","27.4618","6.9594690265486765","-5.593767492131964","5.34","23.530426400000017","0.0016","0.015874507866387545","1.5423734162488867"
ICICI Pru Value Fund,"Value Fund","Growth","59588.2980408276","1.4440939439971483","1.4502144302421833","15.8679","0","0.38436069266821665","0","19.60508513513515","-0.0389","-0.3889254427264949","1.2236955400396605"
Kotak Midcap Fund,"Mid Cap Fund","Growth","55675.9831","1.3320113208262712","1.486578492453593","28.4973","0","1.9804456183081798","0","33.032014285714304","0.0467","0.4635356296985163","1.2241701664955211"
Kotak Flexicap Fund,"Flexi Cap Fund","Growth","54838.6325","1.2494636997719062","1.3981361126948153","24.2172","0","-5.263524679489919","0","26.007497777777786","-0.0152","-0.1523952755173204","1.203683122442432"
ICICI Pru Liquid Fund,"Liquid Fund","Growth","54639.4076070732","5.433927510607957","1.6885500595015905","0","6.138900414937778","3.210798830299512","0.1013972602739726","0","-0.1913","-2.476423227156457","2.9994777913142783"
Nippon India Multi Cap Fund,"Multi Cap Fund","Growth","52634.0393","1.649858145558641","1.416887389098772","31.8246","0","1.5180692639863118","0","28.07517499999999","-0.0051","-0.0523858759590789","1.2391435759884537"
Nippon India Large Cap Fund,"Large Cap Fund","Growth","51690.282300000006","1.93466048310703","1.92833530891663","25.2966","5.6000000000000005","-0.13535742735225526","0","23.647500778210134","-0.0301","-0.30320310024800207","1.5935984807608998"
Axis Liquid Fund,"Liquid Fund","Growth","51643.210500999994","5.487123567716964","1.7006505806267744","0","6.138900414937778","3.2610821723823604","0.0958904109589041","0","-0.1502","-1.8747793790203688","3.0247936351847207"
ICICI Pru Equity & Debt Fund,"Aggressive Hybrid Fund","Growth","50367.7287578124","2.0540690626235407","2.085014103638786","23.4503","7.129446808510636","-1.7428301633059802","7.07","25.0177225680934","-0.0108","-0.1047717519181578","1.7865631895462328"
SBI Large Cap Fund,"Large Cap Fund","Growth","48925.6946","1.3967340324290722","1.5867336556792753","26.6608","5.6000000000000005","-0.14318408774222416","0","23.647500778210134","-0.0292","-0.29367839552816954","1.2117732364601332"
SBI Contra Fund,"Contra Fund","Growth","47352.1726","1.2075765027388135","1.26478676130793","17.1509","0","0.3290641255929007","0","22.287599999999998","-0.0411","-0.42702426160582496","1.0183417594210564"
SBI Focused Fund,"Focused Fund","Growth","46041.951100000006","1.5636790515786079","1.6329116491641786","27.8671","0","-12.36709131095814","0","27.065241666666697","0.0779","0.7667387299465185","1.6555500279739959"
Nippon India Growth Mid Cap Fund,"Mid Cap Fund","Growth","45820.331900000005","1.5362141581391349","1.5320746669464027","28.8831","0","2.0409708096868284","0","33.032014285714304","0.0452","0.4428987694722125","1.4010944203679108"
Aditya Birla SL Liquid Fund,"Liquid Fund","Growth","43022.1784","5.498320183737339","1.7055728727886152","0","6.138900414937778","3.2539839962246058","0.1","0","-0.155","-1.952564467565668","3.026474139787883"
SBI Arbitrage Opportunities Fund,"Arbitrage Fund","Growth","42847.284100000004","1.5494634613577072","2.038161087046338","18.3969","6.30893617021276","1.4467372968143424","0.47","19.176108127208487","0.3504","2.4319746051305717","1.5033908794736976"
Kotak Liquid Fund,"Liquid Fund","Growth","42388.801799999994","5.438473776477453","1.6777865526409543","0","6.138900414937778","3.220889697750108","0.11","0","-0.1768","-2.198619339494675","3.003036975963854"
SBI Balanced Advantage Fund,"Balanced Advantage Fund","Growth","38487.8691","0","0","14.2035","6.9594690265486765","-4.333749712406826","4.17","23.530426400000017","-0.0155","-0.15557017709059792","1.5583333147532603"
SBI Large & Midcap Fund,"Large & Mid Cap Fund","Growth","38425.6375","1.3299611928656","1.3896990138131864","26.0606","0","8.294405081044243","0","28.4546280193237","0.0163","0.16509488181043044","1.204740130292043"
Mirae Asset Large Cap Fund,"Large Cap Fund","Growth","38239.206","1.2689615040513855","1.7069803295725856","23.346","5.6000000000000005","0.31350190262993227","0","23.647500778210134","-0.0411","-0.41273720452607615","1.1407221405751875"
Mirae Asset Large & Midcap Fund,"Large & Mid Cap Fund","Growth","38138.081600000005","1.1376374600412429","1.57337273115116","22.5049","0","8.075270879978836","0","28.4546280193237","0.0111","0.11112155506471282","1.2102244822063768"
HDFC Large Cap Fund,"Large Cap Fund","Growth","38121.2733","1.5231025905335769","1.6893586652246846","24.06","5.6000000000000005","0.7739694202161028","0","23.647500778210134","-0.0539","-0.542908169030454","1.2610361092642335"
Nippon India Liquid Fund,"Liquid Fund","Growth","37902.756499999996","5.466935338818816","1.7007830277627527","0","6.138900414937778","3.2432478176644426","0.11506849315068493","0","-0.1634","-2.033524457684244","3.0144813185329977"
Tata Money Market Fund,"Money Market Fund","Growth","37476.465182824104","2.4081295519090595","2.240504526266682","0","7.0568421052631605","2.5056762850535383","0.7666666666666666","0","0.579","4.167058314926731","2.202261936859433"
SBI Small Cap Fund,"Small Cap Fund","Growth","37140.7769","0.9722515849882122","1.3614890149859098","34.4495","0","-0.0368244248330246","0","31.598579411764693","-0.0282","-0.2746289860885045","0.8520326731468999"
SBI Savings Fund,"Money Market Fund","Growth","36291.4092","2.335752646277413","2.539302116139106","0","7.0568421052631605","2.4190996747376805","0.73","0","0.4531","3.498741533751815","2.142086927652558"
ICICI Pru India Opp Fund,"Thematic Fund","Growth","36082.9508233983","1.6810424516842994","0","19.2919","0","0.7545178007925012","0","28.99236167664669","-0.0128","-0.1285835137177391","1.3882994835870288"
Motilal Oswal Midcap Fund,"Mid Cap Fund","Growth","35734.975099999996","1.6215412742385493","1.3733426620747868","44.5332","0","-0.9931085952719163","0","33.032014285714304","-0.053","-0.5127466040843177","1.1474709573001134"
HDFC Small Cap Fund,"Small Cap Fund","Growth","33724.283599999995","1.2090811444803842","1.354891984787777","21.5607","0","0.19103231144446842","0","31.598579411764693","-0.0221","-0.21748075776950937","1.0133185167893988"
Kotak Money Market Fund,"Money Market Fund","Growth","33699.9326","2.3503095984525086","2.464982837421318","0","7.0568421052631605","2.4596760092491228","0.68","0","0.5968","4.267067714484972","2.1561866329527604"
ICICI Pru Corp Bond Fund,"Corporate Bond Fund","Growth","32682.460154389","3.3622447191357656","3.358991838429363","0","7.506023166023162","175.03008031286208","5.44","0","0.0093","0.08095999011857648","2.604723682608331"
ICICI Pru Equity-Arbitrage Fund,"Arbitrage Fund","Growth","32298.858054113203","1.5198691864848852","2.0684511458591084","18.2826","6.30893617021276","1.4306730016887945","0.66","19.176108127208487","0.3301","2.37006402445166","1.4974760758804326"
Axis Midcap Fund,"Mid Cap Fund","Growth","32276.3203","1.1346611333489907","1.419460976864354","37.5084","0","1.6789272730271485","0","33.032014285714304","0.0326","0.32066505890102837","1.0897077811973805"
ICICI Pru Money Market Fund,"Money Market Fund","Growth","31749.7191023403","2.3437007087053603","2.4844009784532046","0","7.0568421052631605","2.446003027554988","0.6975616438356165","0","0.4956","3.7257469962411567","2.154630330795215"
HDFC Corp Bond Fund,"Corporate Bond Fund","Growth","31610.591200000003","3.108227212807213","3.317039851171031","0","7.506023166023162","106.747906787207","7.15","0","-0.121","-1.1794759344725947","2.439726126703546"
Axis ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","31566.108799999998","0.7166391653548795","1.1602605212567723","28.1523","0","4.022222307224919","0","25.46424319248826","-0.0408","-0.41273720452607615","0.9533791024956004"
UTI Liquid Fund,"Liquid Fund","Growth","31183.9245","5.467770557676106","1.6925919049469424","0","6.138900414937778","3.246090966895888","0.10410958904109589","0","-0.1677","-2.0128875974579405","3.010070702609261"
SBI ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","31093.895800000002","1.454977446919709","1.3988410128725217","21.3098","0","1.3669454532601626","0","25.46424319248826","-0.0364","-0.3714634840734685","1.533925682937485"
Axis Large Cap Fund,"Large Cap Fund","Growth","30498.171299999998","0.9818546994228868","1.5825848276739307","26.287","5.6000000000000005","0.8999830790621197","0","23.647500778210134","-0.0611","-0.6111685528559204","1.0447787831094177"
Quant Small Cap Fund,"Small Cap Fund","Growth","30373.692400000004","1.4175092398941074","1.4449927557484472","27.603","0","1.3334075817449789","0","31.598579411764693","0.016","0.14922037394404292","1.3559296686188234"
Kotak Large & Midcap Fund,"Large & Mid Cap Fund","Growth","30251.049300000002","1.3219263157995609","1.4649780418337","24.5944","0","5.199826411540871","0","28.4546280193237","0.0019","0.01904940943966505","1.2711045096713762"
Aditya Birla SL Money Manager Fund,"Money Market Fund","Growth","30074.137799999997","2.366973501961579","2.534410294494317","0","7.0568421052631605","2.4475858577378897","0.75","0","0.5141","3.835281100519231","2.164008124154948"
HDFC Money Market Fund,"Money Market Fund","Growth","29823.8789","2.3576783018961556","2.5066410446725658","0","7.0568421052631605","2.4594325268723476","0.7025479452054795","0","0.5403","3.9591022618770535","2.1610056897560743"
ICICI Pru Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","29757.2282438275","1.558248723457047","1.470677029359056","24.4095","0","2.4218174566643182","0","28.4546280193237","-0.0188","-0.18573174203673426","1.3984812005062692"
Aditya Birla SL Large Cap Fund,"Large Cap Fund","Growth","28969.9007","1.402846157362926","1.5698210487400426","23.6146","5.6000000000000005","0.7084576848719082","0","23.647500778210134","-0.0546","-0.5524328737502865","1.2848013485805736"
ICICI Pru Dynamic Asset Allocation Active FOF,"FoFs (Domestic) - Hybrid","Growth","28311.0398913611","1.6016739875978154","1.70204319973259","0","7.2953333333333354","0.8704571146198832","7.45","0","-0.0132","-0.13017096450437787","1.431351140635469"
HDFC Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","28255.3055","1.4324963052920097","1.3631583077478813","21.9698","0","2.966017597398596","0","28.4546280193237","-0.0144","-0.1460454723707654","1.3143744527179022"
UTI Nifty 50 Index Fund,"Index Fund","Growth","27848.7398","0.9255023998679004","1.1180568120103793","19.8033","0","-2.8147648207030276","0","24.005141312056736","-0.0599","-0.5937065942028942","0.659365122173592"
ICICI Pru Savings Fund,"Low Duration Fund","Growth","27700.344816914803","2.4796935128115916","3.008776591035066","0","7.253582554517132","2.737070617842367","1.31","0","0.4141","2.9701204218011092","2.5440061548469792"
Tata Liquid Fund,"Liquid Fund","Growth","27400.4015335589","5.453022155222196","1.6951835340766586","0","6.138900414937778","3.241509575894663","0.1643835616438356","0","-0.1664","-2.3557769673719116","3.0139894938131433"
Axis Small Cap Fund,"Small Cap Fund","Growth","27363.969399999998","1.20192467365938","1.4244338128838923","30.7439","0","1.2412019079714178","0","31.598579411764693","0.0091","0.090484694838409","1.1346391401700417"
Invesco India Arbitrage Fund,"Arbitrage Fund","Growth","27320.6963","1.5870302267452592","2.10191755000319","19.5099","6.30893617021276","1.4726989136619846","0.5205479452054794","19.176108127208487","0.4345","2.987582380454136","1.5280673183089746"
SBI Overnight Fund,"Overnight Fund","Growth","27043.1983","1.9680243884513706","0.3227226434825123","0","5.451812297734607","2.8839312604285205","0.0027397260273972603","0","-0.5213","-75.69282840850909","2.7899067408632705"
HDFC Focused Fund,"Focused Fund","Growth","26182.1506","2.0502686571522286","1.5866120849152636","22.6374","0","1.2341137358496665","0","27.065241666666697","-0.0448","-0.4492485726187675","1.6055436221931758"
Aditya Birla SL Arbitrage Fund,"Arbitrage Fund","Growth","25678.5031","1.5348982091064027","2.079829344682117","18.6913","6.30893617021276","1.4508359450069932","0.71","19.176108127208487","0.3726","2.6685047723397464","1.5181479279733758"
Bandhan Small Cap Fund,"Small Cap Fund","Growth","25345.789399999998","1.5406167980671386","0","18.5269","0","2.1254801238183245","0","31.598579411764693","0.0339","0.32542741126094465","1.9695283151562575"
Mirae Asset ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","25266.6735","1.1301274840613642","1.6651243431881102","22.6136","0","-13.211362325494353","0","25.46424319248826","-0.003","-0.030161564946136334","1.2222662619872633"
Aditya Birla SL Corp Bond Fund,"Corporate Bond Fund","Growth","25167.8769","3.1465370691755727","3.323879674705113","0","7.506023166023162","110.62303714274879","6.72","0","-0.103","-0.9826320369293889","2.4596045020362873"
Canara Rob Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","24674.945099999997","1.1348805168847562","1.4305004682950064","36.491","0","-1.6380089088281529","0","28.4546280193237","-0.0384","-0.38257563957993984","1.08868520791048"
HDFC Arbitrage-WP,"Arbitrage Fund","Growth","24438.906899999998","1.5027249489252343","2.0013689431209674","20.1244","6.30893617021276","1.4274318512962128","0.6203013698630137","19.176108127208487","0.3296","2.4129251956909066","1.4899198023473856"
HDFC Arbitrage Fund,"Arbitrage Fund","Growth","24438.906899999998","1.5027530472525554","2.000880207592735","20.1244","6.30893617021276","1.4278149898970103","0.6203013698630137","19.176108127208487","0.3354","2.4145126464775455","1.4901622741502982"
HDFC Nifty 50 Index Fund,"Index Fund","Growth","23339.5619","0.9217473991730328","1.1130915339016896","19.8033","0","-2.854131726436015","0","24.005141312056736","-0.0603","-0.5968814957761717","0.6564968164219783"
SBI Midcap Fund,"Mid Cap Fund","Growth","23247.3731","1.1511108190923485","1.1781569955376552","39.6035","0","0.4299994263663425","0","33.032014285714304","-0.0133","-0.13652076765093288","0.8533245372764113"
SBI Multicap Fund,"Multi Cap Fund","Growth","23118.938199999997","0","0","28.4809","0","0.24362582601356575","0","28.07517499999999","-0.0269","-0.27304153530186576","1.0176844387895714"
Aditya Birla SL Flexi Cap Fund,"Flexi Cap Fund","Growth","23018.34","1.311888986065521","1.43448254708191","27.6113","0","-22.347018496175867","0","26.007497777777786","0.0126","0.1254086121444616","1.4169818498455637"
DSP Liquidity Fund,"Liquid Fund","Growth","22480.432099999998","5.459306519493947","1.689958464148216","0","6.138900414937778","3.2454074031584956","0.12","0","-0.1587","-2.1017848415097107","3.015860181096869"
SBI Flexicap Fund,"Flexi Cap Fund","Growth","22402.6797","1.0229587735661654","1.236984086460895","19.3592","0","-0.3713045229605001","0","26.007497777777786","-0.0314","-0.3174901573277509","0.8690960142064992"
HDFC Hybrid Equity Fund,"Aggressive Hybrid Fund","Growth","22297.0989","1.1838849566984397","1.4910805699609526","20.0529","7.129446808510636","2.871102488789302","10.01","25.0177225680934","-0.1109","-1.1397896648066257","0.8368163683969335"
UTI Flexi Cap Fund,"Flexi Cap Fund","Growth","22167.580299999998","0.6705425019995511","1.1446269716368032","35.8707","0","23.095664927500724","0","26.007497777777786","-0.0777","-0.769913631519796","0.7015817179626282"
Kotak Multicap Fund,"Multi Cap Fund","Growth","22095.325699999998","0","0","18.4053","0","3.01608802186659","0","28.07517499999999","0.0266","0.26986663372858827","1.4421772038030498"
HDFC Low Duration Fund,"Low Duration Fund","Growth","21926.366800000003","2.4919436774945503","3.0195047787885505","0","7.253582554517132","2.709351076612762","1.95","0","0.3577","2.6431055597535265","2.531552712999073"
SBI Corp Bond Fund,"Corporate Bond Fund","Growth","21910.5252","3.103268046203624","0","0","7.506023166023162","140.90789893679826","4.11","0","-0.087","-0.8064249996124873","2.4865466214813248"
ICICI Pru Short Term Fund,"Short Duration Fund","Growth","21449.576588868098","2.3325616448569804","2.663594505967169","0","7.4664102564102635","3.7052329414749496","4.31","0","0.0899","0.7461018697202146","2.232968784963818"
ICICI Pru Flexicap Fund,"Flexi Cap Fund","Growth","20936.0667981872","0","0","32.6851","0","-14.333752643195446","0","26.007497777777786","-0.002","-0.01904940943966505","1.3623138270960224"
Tata Arbitrage Fund,"Arbitrage Fund","Growth","20686.3980218775","1.5493253666011806","0","18.7317","6.30893617021276","1.4728015713185827","0.52","19.176108127208487","0.4139","2.871698473029507","1.529578859077803"
Axis Money Market Fund,"Money Market Fund","Growth","20120.586201","2.372250007052823","0","0","7.0568421052631605","2.4843152444316337","0.6465753424657534","0","0.5425","3.878142271758477","2.1777022462439355"
HDFC Multi Cap Fund,"Multi Cap Fund","Growth","19557.5716","0","0","25.361","0","-0.05553331448627533","0","28.07517499999999","-0.0315","-0.3190776081143896","1.0787279841843835"
DSP Midcap Fund,"Mid Cap Fund","Growth","19458.9686","0.9635633950132837","1.244860051580249","28.4356","0","1.3475528626210038","0","33.032014285714304","0.0231","0.22541801170270315","1.1199901414078606"
Nippon India Money Market Fund,"Money Market Fund","Growth","19419.682099999998","2.3740838238494892","2.5038104119552487","0","7.0568421052631605","2.457949437012975","0.6958904109589041","0","0.5231","3.819406592652843","2.1679993640028785"
Invesco India Contra Fund,"Contra Fund","Growth","19405.5947","0.9985940100347641","1.2680709880997154","27.4756","0","0.5198328606119412","0","22.287599999999998","-0.0348","-0.34923917306052593","1.1021777835500919"
Aditya Birla SL Savings Fund,"Ultra Short Duration Fund","Growth","19347.8329","2.758088514030839","3.279330019412091","0","6.87384868421054","3.1055426062702445","0.59","0","0.6131","4.53693434821356","2.8947255363132935"
UTI Money Market Fund,"Money Market Fund","Growth","19328.064","2.3593257133310597","2.4946784074113806","0","7.0568421052631605","2.4492188199961342","0.673972602739726","0","0.5159","3.8860795256916707","2.161523570084775"
Franklin India Flexi Cap Fund,"Flexi Cap Fund","Growth","19049.253716609","1.3971947425824036","1.3326631291356001","24.4088","0","14.020381438649546","0","26.007497777777786","-0.0618","-0.6254556099356692","1.2525174098151404"
Mirae Asset Midcap Fund,"Mid Cap Fund","Growth","18387.6558","1.2578275091834699","0","36.9799","0","2.5487382087481207","0","33.032014285714304","0.0598","0.5968814957761717","1.2087578918551525"
DSP Small Cap Fund,"Small Cap Fund","Growth","17905.8173","1.2562081716531537","1.263735676087428","29.5436","0","2.451797860040947","0","31.598579411764693","0.0397","0.37940073800666235","1.3135321425967121"
HSBC Liquid Fund,"Liquid Fund","Growth","17559.1049","5.461187464138538","1.6887136446918252","0","6.138900414937778","3.222001248504565","0.11863013698630136","0","-0.1775","-2.2176687489343396","3.0102711317095223"
Kotak Small Cap Fund,"Small Cap Fund","Growth","17416.4813","1.0440324131999015","1.325005705949981","33.5723","0","0.5543167818691594","0","31.598579411764693","-0.0064","-0.06191058067891142","0.9861425116746062"
Bandhan Liquid Fund,"Liquid Fund","Growth","17384.5008","5.44203507261585","1.6711607175512797","0","6.138900414937778","3.2192126561134873","0.09863013698630137","0","-0.18","-2.263704821746864","3.0020151292141333"
DSP Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","17330.953700000002","1.2203664910657799","1.415279072977475","20.4263","0","0.25979069832684715","0","28.4546280193237","-0.0311","-0.3127278049678346","1.3448087108233104"
ICICI Pru Multicap Fund,"Multi Cap Fund","Growth","16997.4162742692","1.3886585848084252","1.3691091801720157","28.6916","0","3.1305316492837854","0","28.07517499999999","0.0243","0.23970506878245193","1.2971260613519358"
Kotak Corporate Bond Fund,"Corporate Bond Fund","Growth","16877.1674","3.219319764450321","3.296147151178832","0","7.506023166023162","147.04923017344353","4.25","0","-0.046","-0.40956230295279866","2.542260288550769"
ICICI Pru Equity Savings Fund,"Equity Savings","Growth","16868.0810432676","1.5339903578262395","1.7614679709194905","20.6927","6.893919597989943","4.826384584810109","2.61","21.863507555555596","-0.0399","-0.3905128935131336","1.3622916920479855"
Motilal Oswal Large & Midcap Fund,"Large & Mid Cap Fund","Growth","16776.5719","1.7831738428403863","0","49.5883","0","10.587543962953454","0","28.4546280193237","0.0246","0.2365301672091744","1.840604345079242"
HDFC Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","16753.1193","2.6665735939081836","0","0","6.87384868421054","2.9948497476492397","0.8211780821917809","0","0.6085","4.319453590444051","2.7957627150734483"
ICICI Pru Nifty 50 Index Fund,"Index Fund","Growth","16563.0422910249","0.9224625638629801","1.104331007571775","19.803","0","-2.8311000405017306","0","24.005141312056736","-0.0601","-0.5952940449895329","0.6563758827474475"
Invesco India Liquid Fund,"Liquid Fund","Growth","16549.148","5.4361564309247","1.6814424256091136","0","6.138900414937778","3.219399021329324","0.09863013698630137","0","-0.1785","-2.2525926662403926","3.000224627412816"
Canara Rob Large Cap Fund,"Large Cap Fund","Growth","16542.1891","1.386286536721461","1.8249239329566227","25.3294","5.6000000000000005","0.7891164212436071","0","23.647500778210134","-0.0567","-0.568307381616674","1.30007793953979"
Kotak Bond Short Term Fund,"Short Duration Fund","Growth","16486.945200000002","2.1240167970927852","2.487512400596841","0","7.4664102564102635","2.942488267291686","3.41","0","-0.0204","-0.17303213574362422","2.1027832229394305"
HDFC Floating Rate Debt Fund,"Floating Rate Fund","Growth","16431.784","2.0094295457050397","2.93283128882899","0","7.305103448275873","2.12642339976188","3.93","0","0.1372","1.1715386805394008","1.7508410414178122"
HSBC Small Cap Fund,"Small Cap Fund","Growth","16393.5632","1.3323585188755438","1.4279437269339803","32.2538","0","1.241817930407507","0","31.598579411764693","0.0115","0.11112155506471282","1.135823421441248"
DSP ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","16336.5703","1.2250699758403023","1.492905214351182","19.4435","0","3.8936781012808814","0","25.46424319248826","-0.0403","-0.4047999505928824","1.3429190784819196"
Nippon India Arbitrage Fund,"Arbitrage Fund","Growth","16332.446100000001","1.5321127951515892","2.110884600193021","20.2287","6.30893617021276","1.4355720617975134","0","19.176108127208487","0.3414","2.5065847921025934","1.4965368012729314"
Kotak Low Duration Fund,"Low Duration Fund","Growth","16258.953500000001","2.4845641904507687","3.115074426838157","0","7.253582554517132","2.7276085203567497","1.25","0","0.4407","3.0463180595597694","2.5346028840183537"
Kotak Balanced Advantage Fund,"Balanced Advantage Fund","Growth","16203.693200000002","1.4751608699751206","0","21.8205","6.9594690265486765","-2.1269816776578154","11.18","23.530426400000017","-0.0326","-0.3238399604743059","1.3598109186793192"
SBI Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","16149.8256","1.1323117328578662","1.2041774329383392","18.4121","6.745476190476196","1.2890063645408583","2.18","22.43889587628866","0.1184","1.2223371057118408","1.1904161551199424"
ICICI Pru Focused Equity Fund,"Focused Fund","Growth","16008.9493307253","1.842200328528911","1.6691541775967624","19.6826","0","-2.025393790137303","0","27.065241666666697","-0.0132","-0.13175841529101662","1.8174663691413178"
ICICI Pru Ultra Short Term Fund Fund,"Ultra Short Duration Fund","Growth","15929.153257282","2.7708783435381186","3.416205642403136","0","6.87384868421054","3.1397908346699066","0.54","0","0.6865","4.9195099877935","2.8637672928545634"
Edelweiss Mid Cap Fund,"Mid Cap Fund","Growth","15910.6865","1.490466975719331","1.574675319000062","28.3778","0","1.9969034095147993","0","33.032014285714304","0.0459","0.45718582655196127","1.4275188583362988"
ICICI Pru Business Cycle Fund,"Thematic Fund","Growth","15813.4420730681","1.4527256733843428","0","24.7478","0","0.8646311573486725","0","28.99236167664669","-0.0062","-0.06032312989227267","1.3341264599210076"
SBI Gold,"FoFs - Gold","Growth","15691.063","1.0377250164717498","1.0426537164067464","0","7.579999999999999","0.9282040465289793","0","0","0.1568","1.649361367317666","0.9659137644205171"
LIC MF Liquid Fund,"Liquid Fund","Growth","15638.278","5.4416109542884605","1.6937395476565693","0","6.138900414937778","3.227581709640697","0.0949041095890411","0","-0.1745","-2.1160718985894595","3.0005019148232925"
Axis Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","15581.5084","1.2841678444451716","0","30.9759","0","9.492286623843698","0","28.4546280193237","0.0191","0.1889066436100118","1.2988111697955311"
HDFC ELSS Tax saver,"Equity Linked Savings Scheme (ELSS)","Growth","15559.489399999999","1.4269335307169204","1.3387906344927833","22.5442","0","13.365053047946855","0","25.46424319248826","-0.0652","-0.6603795272417218","1.3048262716429013"
HDFC Short Term Debt Fund,"Short Duration Fund","Growth","15462.916000000001","2.156510558290213","2.490621905266161","0","7.4664102564102635","3.195291902144642","3.21","0","-0.005","-0.04444862202588512","2.1267087730532768"
Edelweiss Liquid Fund,"Liquid Fund","Growth","15091.276899999999","5.489153122992855","1.6916151061641254","0","6.138900414937778","3.2536547728848557","0.08161643835616438","0","-0.1511","-1.9112907471130602","3.029236212184931"
Kotak Savings Fund,"Ultra Short Duration Fund","Growth","14989.4186","2.675855053650715","3.1415106718456687","0","6.87384868421054","3.0654910789866774","0.52","0","0.6939","4.835375096101646","2.8012005218384304"
Nippon India Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","14737.5844","1.3336304632128704","0","25.2791","6.745476190476196","1.4984757072013237","2.84","22.43889587628866","0.12","1.2382116135782284","1.386212946897625"
Edelweiss Arbitrage Fund,"Arbitrage Fund","Growth","14413.9423","1.558336245173943","2.129230831550879","18.0481","6.30893617021276","1.4400773053611056","0.5","19.176108127208487","0.4068","2.8320122033635378","1.5215864511241177"
Bandhan Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","14108.573600000002","1.61077373960778","1.541611189483806","22.065","0","12.175949714479724","0","28.4546280193237","0.0311","0.3095529033945571","1.7421955087150853"
ICICI Pru All Seasons Bond Fund,"Dynamic Bond Fund","Growth","14001.8805840436","2.498170500225806","2.9518989387282506","0","7.315404411764704","-4.1772666520219675","13.34","0","-0.0556","-0.5048093501511239","2.540491125313609"
ICICI Pru ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13911.4119346127","1.0736091347045662","1.2539192651990312","25.6416","0","2.5620015680326857","0","25.46424319248826","-0.0403","-0.39527524587304985","1.0870285603388536"
