Name,"Sub Category","Plan","AUM","Average YTM","% Away from ATH","% A Rated Bonds","% Equity Holding","% Smallcap Holding","% Debt Holding","% Concentration - Top 3 Holdings","% Concentration - Top 5 Holdings","% Cash Holding"
Parag Parikh Flexi Cap Fund,"Flexi Cap Fund","Growth","128966.4832","0","5.21","9.920988171324321","80.81952212384806","3.304500065117077","10.380229839209303","20.87629538825412","31.225827668932872","4.2527553118377135"
HDFC Balanced Advantage Fund,"Balanced Advantage Fund","Growth","105377.6508","7.34","5.86","16.874020596405238","69.72155010310767","8.204937891820979","26.268737526268676","12.68920866852347","19.33970044433747","2.4607918095665067"
HDFC Mid Cap Fund,"Mid Cap Fund","Growth","94744.7175","0","2.99","0","93.44038943384894","18.359976533784064","0","15.22877705556513","22.505541060904","6.559610566151088"
HDFC Flexi Cap Fund,"Flexi Cap Fund","Growth","91334.9081","0","7.58","0","92.85713291905499","7.3189592928293","0.5068415591413941","22.32910684264515","31.537082089207257","4.386428284640097"
ICICI Pru Multi-Asset Fund,"Multi Asset Allocation Fund","Growth","83547.3520274154","6.75","3.89","7.4771946068980135","69.0032230836981","8.102200292091545","13.23327206872104","20.2186640151767","26.151242462873718","5.520862260125076"
SBI Equity Hybrid Fund,"Aggressive Hybrid Fund","Growth","83353.4758","7.35","2.04","16.311329275125438","72.98572832879994","1.349208043463498","19.81051724780023","14.85332060981673","21.80652915256115","7.185737538253928"
ICICI Pru Large Cap Fund,"Large Cap Fund","Growth","75650.4301701308","0","9.24","0.131916368189275","93.96914378428457","1.301792994151189","0.9942242209443073","23.370750516869712","34.65356434992322","5.035184018867263"
SBI Liquid Fund,"Liquid Fund","Growth","74571.1212","6.26","0","88.04593996100462","0","0","0","12.300569647328828","18.834292248780066","-5.8181653033802"
HDFC Liquid Fund,"Liquid Fund","Growth","72872.5607","6.24","0","86.52058867474382","0","0","0","13.457407432644262","18.923297421604122","-6.6657322774716254"
Nippon India Small Cap Fund,"Small Cap Fund","Growth","72672.99160000001","0","5.26","0.206202189649077","97.05381356894503","67.5472554617911","0.206202189649077","6.3445410699895","9.553402777864179","2.739984241405915"
Kotak Arbitrage Fund,"Arbitrage Fund","Growth","69951.2131","7.09","0.07","7.383176175396453","68.82521312557483","2.3142725168836282","7.383176175396453","21.43612360026396","27.81781106809717","0.176357770698904"
ICICI Pru Balanced Advantage Fund,"Balanced Advantage Fund","Growth","66397.797033849","6.78","3.73","9.621991029368104","68.12069944632266","3.254562074755072","18.855119406000643","17.173011847493388","24.08624667308802","8.614242083665319"
ICICI Pru Value Fund,"Value Fund","Growth","59588.2980408276","0","8.49","0.167474660765817","84.55430051967332","5.864384811940284","1.1586452754984768","23.59539936912877","34.17228578344071","5.109580472900029"
Kotak Midcap Fund,"Mid Cap Fund","Growth","55675.9831","0","2.42","0","99.20047207174801","15.81649469855708","0","11.95027174752131","17.59696669916824","0.6214218514236203"
Kotak Flexicap Fund,"Flexi Cap Fund","Growth","54838.6325","0","7.31","0","97.29534867595403","4.307694944800087","0","16.40768485610943","25.282452110745112","2.524960118215928"
ICICI Pru Liquid Fund,"Liquid Fund","Growth","54639.4076070732","6.15","0","81.51191557617562","0","0","0","16.85832845451198","24.05724160577903","2.103096935707684"
Nippon India Multi Cap Fund,"Multi Cap Fund","Growth","52634.0393","0","3.61","0","99.55490324165586","28.627882069504697","0","13.67184505565365","18.81521052002529","0.44509675834413215"
Nippon India Large Cap Fund,"Large Cap Fund","Growth","51690.282300000006","0","7.29","0","96.43502989306837","2.614082646768089","0","21.52624903981299","28.989396903211485","3.564970106931693"
Axis Liquid Fund,"Liquid Fund","Growth","51643.210500999994","6.23","0","86.93026296070414","0","0","0","9.72307997776397","15.11664221572747","1.0147047287077642"
ICICI Pru Equity & Debt Fund,"Aggressive Hybrid Fund","Growth","50367.7287578124","7.46","4.47","11.739572035165185","71.35920456692247","7.040323015260007","20.68550867182782","15.55792983574736","24.2288778965582","2.994845102239068"
SBI Large Cap Fund,"Large Cap Fund","Growth","48925.6946","0","6.83","0","97.24431501607471","2.011718546097207","0.778523897826534","23.05011552313143","32.54373577945829","1.9771610860987348"
SBI Contra Fund,"Contra Fund","Growth","47352.1726","0","7.47","2.9689541636786436","83.31080293452048","10.693449786926989","5.315364136005873","22.47866933142578","28.504855973598982","10.457396204033945"
SBI Focused Fund,"Focused Fund","Growth","46041.951100000006","0","1.9","0","91.16662043455412","6.091442549662061","0.9024363435371441","25.79773492700663","38.32653998887552","7.9309432219087705"
Nippon India Growth Mid Cap Fund,"Mid Cap Fund","Growth","45820.331900000005","0","1.7","0","98.51368184518196","11.961356392069694","0","9.53550229275953","14.210041543419699","1.486318154818011"
Aditya Birla SL Liquid Fund,"Liquid Fund","Growth","43022.1784","6.38","0","93.27332137651477","0","0","0","11.80909886924607","17.62621644699938","-6.70267990394922"
SBI Arbitrage Opportunities Fund,"Arbitrage Fund","Growth","42847.284100000004","6.62","0.07","7.11285362425106","70.90824340019248","3.3591870062074727","7.157744217445042","18.91295719254234","27.24713116647689","3.9620011761725613"
Kotak Liquid Fund,"Liquid Fund","Growth","42388.801799999994","6.31","0","90.22226879741622","0","0","0","10.86808521207127","16.742214449666278","-9.95805571461092"
SBI Balanced Advantage Fund,"Balanced Advantage Fund","Growth","38487.8691","7.1","3.33","15.215209293576992","68.62003304046532","4.643067116389775","23.593668440166375","14.950383019693682","20.773736742191364","5.597354739801585"
SBI Large & Midcap Fund,"Large & Mid Cap Fund","Growth","38425.6375","0","4.96","0","93.50197039671754","14.643525692969963","0.7359008682679626","16.54946908818364","22.929994329957438","5.762128735014479"
Mirae Asset Large Cap Fund,"Large Cap Fund","Growth","38239.206","0","8.92","0","99.63028154925601","3.6532073913877814","0","23.03423873393188","32.11625419209804","0.2044911706587218"
Mirae Asset Large & Midcap Fund,"Large & Mid Cap Fund","Growth","38138.081600000005","0","4.79","0","99.18632836056494","12.734106571274426","0","13.23518143822307","19.02227426346198","0.63364464071142"
HDFC Large Cap Fund,"Large Cap Fund","Growth","38121.2733","0","10.23","0","96.4286192927349","0","0.494674977186557","22.89766774395754","33.974786723611345","3.076705730078542"
Nippon India Liquid Fund,"Liquid Fund","Growth","37902.756499999996","6.34","0","89.79098763870334","0","0","0","8.30429391154415","12.213963647988301","-3.6779343586955617"
Tata Money Market Fund,"Money Market Fund","Growth","37476.465182824104","7.38","0.07","83.97811065282644","0","0","0","10.77276786992792","16.38167812799404","-0.043805938195636385"
SBI Small Cap Fund,"Small Cap Fund","Growth","37140.7769","0","11.56","0","87.00420453509685","78.11540743510943","2.018860569392131","18.97936712250088","24.60870117124556","10.97693489551103"
SBI Savings Fund,"Money Market Fund","Growth","36291.4092","6.99","0.06","85.47386498290068","0","0","0","11.71366059822224","19.368372997761693","1.73854119723739"
ICICI Pru India Opp Fund,"Thematic Fund","Growth","36082.9508233983","0","6.74","0","92.8827982058136","9.44652120244466","0.8269501057726896","17.12013668237515","27.079924111039603","6.290251688413805"
Motilal Oswal Midcap Fund,"Mid Cap Fund","Growth","35734.975099999996","0","18.61","0","95.99684232045257","0","0","20.2146781403522","31.27691447586878","4.0031576795473995"
HDFC Small Cap Fund,"Small Cap Fund","Growth","33724.283599999995","0","8.83","0","90.44460114740706","71.02136044815087","0","17.39273982542096","23.187371063077133","9.555398852592877"
Kotak Money Market Fund,"Money Market Fund","Growth","33699.9326","7.11","0.07","86.33639492798272","0","0","0","9.86276750001571","14.577044881092721","-2.347281845899004"
ICICI Pru Corp Bond Fund,"Corporate Bond Fund","Growth","32682.460154389","7.55","0.48","75.00446044820785","0","0","0","11.808092419510661","17.559987139552252","4.73177890245606"
ICICI Pru Equity-Arbitrage Fund,"Arbitrage Fund","Growth","32298.858054113203","6.18","0.09","15.952691551408684","63.12097835113312","3.264877656768143","15.983610910796772","25.364336678016706","31.341090087582426","1.263859401559251"
Axis Midcap Fund,"Mid Cap Fund","Growth","32276.3203","0","1.36","0","89.61473617238832","3.9716220098361092","0","18.29305080666212","25.28206110595575","3.6684745937410597"
ICICI Pru Money Market Fund,"Money Market Fund","Growth","31749.7191023403","7.11","0.09","85.3574177732461","0","0","0","13.152646858044882","19.036924905926522","1.07379116599251"
HDFC Corp Bond Fund,"Corporate Bond Fund","Growth","31610.591200000003","7.58","0.7","75.85478977058801","0","0","0","12.53712458247222","17.715117267404988","2.8662266841754"
Axis ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","31566.108799999998","0","7.99","0","97.55617886611347","2.3382039537290082","0","16.99484439463124","24.27495758679004","2.443821133886484"
UTI Liquid Fund,"Liquid Fund","Growth","31183.9245","6.26","0","86.84049340871127","0","0","0","12.561663622550181","17.821986132630652","6.20853767138903"
SBI ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","31093.895800000002","0","7.24","0","96.04137639131085","14.456021622095996","0.124840580446018","19.034445017983238","27.270188189155757","3.8337830282431162"
Axis Large Cap Fund,"Large Cap Fund","Growth","30498.171299999998","0","9.9","0","86.91861085126767","0","0","25.914783579171498","35.888813546666626","7.298379083469789"
Quant Small Cap Fund,"Small Cap Fund","Growth","30373.692400000004","0","6.73","0","94.87851467146612","64.58225507018041","1.2647721420922806","22.134553519084147","29.9489192166837","3.52673190303329"
Kotak Large & Midcap Fund,"Large & Mid Cap Fund","Growth","30251.049300000002","0","6.76","0","98.43381300495915","9.524656719924089","0","13.38141186395144","19.244639887582338","1.2728054362068049"
Aditya Birla SL Money Manager Fund,"Money Market Fund","Growth","30074.137799999997","7.3","0.1","93.01083670634773","0","0","0","10.71214882841962","16.34917793054736","-6.92772312827535"
HDFC Money Market Fund,"Money Market Fund","Growth","29823.8789","7.23","0.07","90.75290203113055","0","0","0","9.49707785998286","14.66604365805683","-0.55584687879081"
ICICI Pru Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","29757.2282438275","0","6.62","0","94.12680196721607","14.318755648499705","1.0739649451937472","15.240058525748918","22.49376738032859","4.790029273385516"
Aditya Birla SL Large Cap Fund,"Large Cap Fund","Growth","28969.9007","0","9.67","0","97.9995713274916","7.174539262400716","0.46619213989918895","19.55043566994346","27.66170855394061","1.3677972323874683"
ICICI Pru Dynamic Asset Allocation Active FOF,"FoFs (Domestic) - Hybrid","Growth","28311.0398913611","7.54","2.79","0","0","0","0","30.88259962739091","41.4716140595834","3.33299198822096"
HDFC Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","28255.3055","0","5.84","0","98.20618573740077","15.298987299924962","0","9.03161071820653","12.53132407292499","1.3159309142844011"
UTI Nifty 50 Index Fund,"Index Fund","Growth","27848.7398","0","10.03","0","100.07908939563585","0","0","27.74021429867362","37.29180987931099","-0.0790893956358282"
ICICI Pru Savings Fund,"Low Duration Fund","Growth","27700.344816914803","7.46","0.13","86.42264115565017","0","0","0","8.551257811612409","12.85603924260693","3.464220836445478"
Tata Liquid Fund,"Liquid Fund","Growth","27400.4015335589","7.58","0","90.87296611147849","0","0","0","13.945747821687801","21.17892284495388","-3.1767595280493093"
Axis Small Cap Fund,"Small Cap Fund","Growth","27363.969399999998","0","2.92","0","88.34953996111402","66.90572445604329","0.545554622641845","15.890423927312291","20.58759573821192","6.608033924347261"
Invesco India Arbitrage Fund,"Arbitrage Fund","Growth","27320.6963","6.55","0.06","14.872200749876203","-0.2583572513120613","-0.009101524985657031","15.107020899756497","77.94493327024024","84.95675712335338","69.26150707220442"
SBI Overnight Fund,"Overnight Fund","Growth","27043.1983","5.24","0","0","0","0","0","97.07624634028586","98.91900360025093","96.08953279760553"
HDFC Focused Fund,"Focused Fund","Growth","26182.1506","0","9.39","0","90.72947812010531","12.336575590547572","0.193854205391363","24.739709884641798","37.768460089752914","7.297325682635105"
Aditya Birla SL Arbitrage Fund,"Arbitrage Fund","Growth","25678.5031","6.95","0.08","10.73505565828719","67.35244703574635","3.2299483999127645","10.73505565828719","20.489237552168632","28.212089979653","2.7356816605092495"
Bandhan Small Cap Fund,"Small Cap Fund","Growth","25345.789399999998","0","3.16","0","86.74208258540502","68.38579538945913","0","20.7467146144874","24.550751583356888","13.25261081326128"
Mirae Asset ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","25266.6735","0","5.48","0","99.10524113908387","19.78022433384435","0","18.56127717010313","25.367299735756657","0.894742238229342"
Aditya Birla SL Corp Bond Fund,"Corporate Bond Fund","Growth","25167.8769","7.61","0.7","74.76487100904404","0","0","0","17.21795611611562","23.17608800764597","2.765957584606592"
Canara Rob Large and Mid Cap Fund,"Large & Mid Cap Fund","Growth","24674.945099999997","0","7.65","0.0503567483114684","96.01006974479552","13.78206551713868","0","15.03663649488728","21.37251280044388","3.9395735068930224"
HDFC Arbitrage-WP,"Arbitrage Fund","Growth","24438.906899999998","6.91","0.07","14.447550843609958","66.37179955049464","1.5725719712938555","14.447550843609958","19.555690929859068","27.8199693129483","2.1952111123267994"
HDFC Arbitrage Fund,"Arbitrage Fund","Growth","24438.906899999998","6.91","0.07","14.447550843609958","66.37179955049464","1.5725719712938555","14.447550843609958","19.555690929859068","27.8199693129483","2.1952111123267994"
HDFC Nifty 50 Index Fund,"Index Fund","Growth","23339.5619","0","10.04","0","100.12885246145086","0","0","27.754023951923465","37.310348571709916","-0.128852461450873"
SBI Midcap Fund,"Mid Cap Fund","Growth","23247.3731","0","5.23","0","93.08259521158544","21.752813869537817","1.192021132056421","13.3899597456024","19.95745016025058","5.725383656358148"
SBI Multicap Fund,"Multi Cap Fund","Growth","23118.938199999997","0","5.84","0","93.31629858329738","35.35605497660789","0.523031373473718","16.112689812026048","23.24379023600659","6.1606700432288894"
Aditya Birla SL Flexi Cap Fund,"Flexi Cap Fund","Growth","23018.34","0","3.67","0","98.61434848384562","13.78528252501086","0","12.9073572510429","18.93364142287445","1.3856515161543652"
DSP Liquidity Fund,"Liquid Fund","Growth","22480.432099999998","6.31","0","92.17741993491316","0","0","0","9.038932574610069","13.353098315223209","-6.651565207236382"
SBI Flexicap Fund,"Flexi Cap Fund","Growth","22402.6797","0","7.93","0","96.52953481274832","13.11332411720371","1.2414130975590392","14.95836723496965","23.3274589021598","2.2290520896926487"
HDFC Hybrid Equity Fund,"Aggressive Hybrid Fund","Growth","22297.0989","7.64","9.2","17.34263554798154","69.88880602758596","15.22504481513512","24.470843155294983","17.91237334467759","24.63478376552387","1.8904248570203"
UTI Flexi Cap Fund,"Flexi Cap Fund","Growth","22167.580299999998","0","11.95","0","96.82970540542036","12.679927903542998","0.227669413246695","18.2192063605607","27.65904946332821","2.92417481397372"
Kotak Multicap Fund,"Multi Cap Fund","Growth","22095.325699999998","0","4.48","0","98.93817638535009","31.440707584529157","0","11.60447159124726","17.80043094038811","0.7633535500833221"
HDFC Low Duration Fund,"Low Duration Fund","Growth","21926.366800000003","7.41","0.15","86.75479560070116","0","0","0","13.408700706402492","19.144522383890802","-0.2186536439771679"
SBI Corp Bond Fund,"Corporate Bond Fund","Growth","21910.5252","7.67","0.43","86.38228215542729","0","0","0","10.48152510739451","16.18205847480097","4.52111115985481"
ICICI Pru Short Term Fund,"Short Duration Fund","Growth","21449.576588868098","7.8","0.4","80.1704948755236","0","0","0","10.42650138446401","15.595284066054951","2.0367581012989477"
ICICI Pru Flexicap Fund,"Flexi Cap Fund","Growth","20936.0667981872","0","7.47","0","96.09541130114286","25.499234175457673","0.20938890013379127","21.58175670509054","30.53522498578168","3.587783729521887"
Tata Arbitrage Fund,"Arbitrage Fund","Growth","20686.3980218775","6.95","0.07","19.064600361344983","64.99093760066637","3.133910373554861","19.064600361344986","23.24094123233135","28.4311618307624","1.962016953139755"
Axis Money Market Fund,"Money Market Fund","Growth","20120.586201","7.02","0.06","84.71927186693993","0","0","0","12.541090378370791","18.647320026888682","3.9408933970323603"
HDFC Multi Cap Fund,"Multi Cap Fund","Growth","19557.5716","0","8.68","0","96.62693399010746","26.121538524752214","0","10.10454027942814","15.09541041383686","2.8906237009506888"
DSP Midcap Fund,"Mid Cap Fund","Growth","19458.9686","0","1.53","0","95.12416809182787","13.830488425784283","0","11.09113717363211","16.47656751961664","4.875831908172156"
Nippon India Money Market Fund,"Money Market Fund","Growth","19419.682099999998","7.14","0.07","84.92683335242205","0","0","0","10.166220404918871","14.662832309613322","1.2734604915989947"
Invesco India Contra Fund,"Contra Fund","Growth","19405.5947","0","8.91","0","99.27621233890862","18.682862628270808","0","14.070862254997012","21.319038472961623","0.70546614064861"
Aditya Birla SL Savings Fund,"Ultra Short Duration Fund","Growth","19347.8329","7.37","0.06","91.53995019931038","0","0","0","12.20589991209527","19.04045045234778","-4.43351709310752"
UTI Money Market Fund,"Money Market Fund","Growth","19328.064","7.11","0.07","88.3532737681333","0","0","0","10.64717397458949","15.282662557408752","-2.40438618166829"
Franklin India Flexi Cap Fund,"Flexi Cap Fund","Growth","19049.253716609","0","9","0","94.54856874102335","8.433143474798385","0.261227031464297","18.7652343261263","27.85161540676594","5.1902042275124"
Mirae Asset Midcap Fund,"Mid Cap Fund","Growth","18387.6558","0","1.42","0","97.85383082926757","17.124938242535514","0","10.69228030687849","16.965215870529843","1.888199364706401"
DSP Small Cap Fund,"Small Cap Fund","Growth","17905.8173","0","3.41","0","91.61600571005489","81.07021565555681","0","17.333374109653167","23.625192467478136","8.383994289945086"
HSBC Liquid Fund,"Liquid Fund","Growth","17559.1049","6.28","0","91.78141478043115","0","0","0","11.31556426888253","17.00018774875023","-11.4882968778209"
Kotak Small Cap Fund,"Small Cap Fund","Growth","17416.4813","0","11.42","0","98.45799736827439","73.66102474441838","0","11.49980507256653","17.18779900736896","1.542002631725616"
Bandhan Liquid Fund,"Liquid Fund","Growth","17384.5008","6.21","0","91.84599356228365","0","0","0","11.45591248846379","17.17920595860401","-9.185117831426213"
DSP Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","17330.953700000002","0","7.47","0","94.52515472359727","10.395410611477198","0","19.63853668364482","27.72821036386474","5.474845276402758"
ICICI Pru Multicap Fund,"Multi Cap Fund","Growth","16997.4162742692","0","2.19","0","97.97076938810203","27.583706395997996","0","8.89092715983962","13.07629620958708","2.0292306118979413"
Kotak Corporate Bond Fund,"Corporate Bond Fund","Growth","16877.1674","7.66","0.51","82.06583410436518","0","0","0","8.99986392266276","14.26891813610855","4.34154489692388"
ICICI Pru Equity Savings Fund,"Equity Savings","Growth","16868.0810432676","6.01","1.59","5.718658201402245","69.80258969469084","0.45912513581922987","9.847593782239853","25.17554895015708","36.93464765801911","3.000487381874402"
Motilal Oswal Large & Midcap Fund,"Large & Mid Cap Fund","Growth","16776.5719","0","4.05","0","97.37646223183415","21.926172533495947","0","15.50408817429502","25.165933929565202","2.623537768165852"
HDFC Ultra Short Term Fund,"Ultra Short Duration Fund","Growth","16753.1193","7","0.03","88.36493094154714","0","0","0","15.377397211037591","21.05593076030922","0.96021222746262"
ICICI Pru Nifty 50 Index Fund,"Index Fund","Growth","16563.0422910249","0","10.02","0","99.95236750056984","0","0","27.695326857226533","37.231465642888374","0.04763249943022449"
Invesco India Liquid Fund,"Liquid Fund","Growth","16549.148","6.15","0","83.48269771954428","0","0","0","12.44409561144779","16.79297931228846","4.126167703618339"
Canara Rob Large Cap Fund,"Large Cap Fund","Growth","16542.1891","0","8.54","0.00678265732072909","96.23750885546339","0.0102519684048346","0","21.58179052614022","30.744507085824573","3.755708487215877"
Kotak Bond Short Term Fund,"Short Duration Fund","Growth","16486.945200000002","7.62","0.44","79.95656345118434","0","0","0","9.78687125132192","15.62739227155313","2.849559419897875"
HDFC Floating Rate Debt Fund,"Floating Rate Fund","Growth","16431.784","7.3","0.28","68.78864887707867","0","0","0","24.925374505896627","31.978101099673655","4.08534216369933"
HSBC Small Cap Fund,"Small Cap Fund","Growth","16393.5632","0","10.16","0","98.39471872716484","69.60998265465558","0","7.37790183405643","11.49599679464437","1.6052812728351475"
DSP ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","16336.5703","0","8.16","0","94.15933465545092","12.16955862516626","0","23.346869201793233","33.62441931890686","5.8406653445490955"
Nippon India Arbitrage Fund,"Arbitrage Fund","Growth","16332.446100000001","0","0.08","7.509775300051668","69.51147708857619","3.1062579247528235","7.509775300051668","25.60303450571251","34.00392127478825","3.2216476128156977"
Kotak Low Duration Fund,"Low Duration Fund","Growth","16258.953500000001","7.6","0.14","86.08505092286539","0","0","0","12.5808644449349","18.41076918019354","0.981864546202188"
Kotak Balanced Advantage Fund,"Balanced Advantage Fund","Growth","16203.693200000002","7.2","3.3","13.492470482442242","65.79930925034994","7.5308577717343175","25.619718601158365","15.257826730225831","22.25563956854911","6.059938325483489"
SBI Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","16149.8256","7.69","2.32","28.460440846501328","45.42727704187934","15.220127880938803","32.33057217926953","18.77640595705371","23.89164973602278","7.834709087540317"
ICICI Pru Focused Equity Fund,"Focused Fund","Growth","16008.9493307253","0","9.26","0","97.01811517505959","1.50733064996882","1.2694318396646","19.09670982674972","27.43243362992788","1.682904512716704"
ICICI Pru Ultra Short Term Fund Fund,"Ultra Short Duration Fund","Growth","15929.153257282","7.12","0.03","80.53947873302747","0","0","0","18.00291110068281","23.436437830073338","9.345949739051093"
Edelweiss Mid Cap Fund,"Mid Cap Fund","Growth","15910.6865","0","1.24","0","93.331989163384","7.987668539632154","0","10.181236994393679","15.052916792748078","4.229879710092959"
ICICI Pru Business Cycle Fund,"Thematic Fund","Growth","15813.4420730681","0","7.12","0","93.49849597375717","8.146269446257659","1.0329509492319409","23.59838346867879","33.41382082145781","2.483570441232233"
SBI Gold,"FoFs - Gold","Growth","15691.063","0","11.08","0","0","0","0","100.00000000000026","100.00000000000026","-0.120623440234737"
LIC MF Liquid Fund,"Liquid Fund","Growth","15638.278","6.03","0","78.70404081574708","0","0","0","11.554994737911679","16.58158781932384","4.8169434000342"
Axis Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","15581.5084","0","1.61","0","95.60936629216206","4.549972806227151","0.443956054986307","11.42496391427675","16.12610411325774","1.0091948543313491"
HDFC ELSS Tax saver,"Equity Linked Savings Scheme (ELSS)","Growth","15559.489399999999","0","10.22","0","96.57097680853207","11.023953009666252","0.326200935616821","24.389658956289402","33.90272819620931","3.1028222558511453"
HDFC Short Term Debt Fund,"Short Duration Fund","Growth","15462.916000000001","7.62","0.43","83.58052970086624","0","0","0","8.25239689590242","12.95608926543997","4.0815910789400895"
Edelweiss Liquid Fund,"Liquid Fund","Growth","15091.276899999999","6.08","0","76.57262852290515","0","0","0","17.15728176719094","23.43482412677749","13.736504960690228"
Kotak Savings Fund,"Ultra Short Duration Fund","Growth","14989.4186","7.34","0.05","84.20652505629032","0","0","0","10.764307264521001","16.50763519457314","2.100829324897071"
Nippon India Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","14737.5844","7.02","3.11","12.5735775617785","55.126920413704056","5.7135476177030515","20.960132440560336","19.25985243597438","26.09101265556437","7.300269379097086"
Edelweiss Arbitrage Fund,"Arbitrage Fund","Growth","14413.9423","6.67","0.08","19.504243511124812","66.0577360653166","4.604209162748685","20.45881540555381","16.39181873211169","21.90449868602105","0.837440751904925"
Bandhan Large & Mid Cap Fund,"Large & Mid Cap Fund","Growth","14108.573600000002","0","1.93","0","94.83299341234522","21.81044418490591","0.28765218433571","10.872975695494668","15.332515458151558","4.879354403319087"
ICICI Pru All Seasons Bond Fund,"Dynamic Bond Fund","Growth","14001.8805840436","8.02","0.63","45.29853030688656","0","0","0","22.90337203497051","28.635066580582098","2.29435242989173"
ICICI Pru ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13911.4119346127","0","7.92","0","96.80109296810146","17.115598410797023","0.021353691587616","20.264533271320197","31.809282341715058","3.13158460593625"
Franklin India Small Cap Fund,"Small Cap Fund","Growth","13850.248106426001","0","9.38","0","94.61013369031528","81.86316735213917","0.363243708873763","9.88803174544287","14.47996953177698","5.02662260081097"
SBI Short Term Debt Fund,"Short Duration Fund","Growth","13746.2789","7.77","0.39","81.25176697818927","0","0","0","11.48870549978438","17.03205294343329","3.518876661232298"
Mirae Asset Liquid Fund,"Liquid Fund","Growth","13590.292","6.11","0","76.53911777613023","0","0","0","10.615923484204759","14.999752028874738","3.15690641525583"
Bandhan Corp Bond Fund,"Corporate Bond Fund","Growth","13499.013500000001","7.43","0.48","82.740847616684","0","0","0","19.64889506611368","27.14925573376196","3.230052417833746"
SBI Low Duration Fund,"Low Duration Fund","Growth","13458.4254","7.16","0.14","82.9116829670134","0","0","0","24.194255295274","35.44922573186014","3.32360871874358"
Kotak Multi Asset Allocation Fund,"Multi Asset Allocation Fund","Growth","13447.427099999999","7.08","5.7","7.2495622601293","72.50287603343843","12.767465383768469","11.78152733767191","16.36803072909018","23.33747397671337","2.8300350481171304"
Aditya Birla SL Floating Rate Fund,"Floating Rate Fund","Growth","13441.024099999999","7.2","0.13","84.60243963106949","0","0","0","13.08627591851428","17.3005820293113","2.4247847305027888"
Bandhan Money Market Fund,"Money Market Fund","Growth","13437.1124","6.96","0.08","85.00963098013996","0","0","0","13.672539168690081","20.0556075652287","1.3130341578807285"
Nippon India ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13421.5445","0","4.6","0","98.26179937638378","13.731039747010628","0","17.714554554597818","25.056271748265456","1.7382006236162189"
HSBC Midcap Fund,"Mid Cap Fund","Growth","13386.5777","0","0.88","0","98.59638882908808","20.358434852247555","0","14.917017214937612","23.521533065168704","1.4036111709119"
Sundaram Mid Cap Fund,"Mid Cap Fund","Growth","13378.006402","0","2.35","0","96.77679402592763","15.389977685209487","0","9.35506816642481","14.35946258098873","2.785246283849102"
HSBC Value Fund,"Value Fund","Growth","13371.206299999998","0","4.21","0","97.78198069965676","32.16800731959988","0","11.024193503869249","17.37255065203289","2.2180193003432938"
SBI Nifty Index Fund,"Index Fund","Growth","13367.6103","0","10.04","0","100.04455470997691","0","0","27.73064980806633","37.278952543971194","-0.044554709976846504"
Canara Rob Small Cap Fund,"Small Cap Fund","Growth","13275.996299999999","0","8.03","0","97.07286676480916","66.71711862408398","0","9.58342689504968","14.89365208696239","2.927133235190748"
Aditya Birla SL Low Duration Fund,"Low Duration Fund","Growth","13267.308700000001","7.21","0.14","84.60898252861189","0","0","0","14.65693792140377","20.55360104796537","4.37602164182703"
Aditya Birla SL ELSS Tax Saver Fund,"Equity Linked Savings Scheme (ELSS)","Growth","13117.287900000001","0","5.71","0","98.00165315205669","19.015676178827505","0","17.51524111483628","25.78081291885329","1.9983468479433186"
Canara Rob Flexi Cap Fund,"Flexi Cap Fund","Growth","13082.7301","0","6.22","0.0218111967317892","94.44474972391274","3.384251579110387","0","18.28490752094625","26.038857898627736","5.533439079355463"
ICICI Pru Technology Fund,"Sectoral Fund - Technology","Growth","13067.5861384383","0","23.67","0","92.68521187990015","24.013455635617625","0","34.32414106539829","44.09121194198279","7.314788120099892"
Edelweiss Balanced Advantage Fund,"Dynamic Asset Allocation Fund","Growth","12906.312","6.6","3","9.791495045215084","79.71645191903","4.274639416744303","11.643856122492622","14.634636912543261","21.177124030474392","6.113994454806296"
Motilal Oswal Flexi Cap Fund,"Flexi Cap Fund","Growth","12770.0816","0","14.42","0","98.29159353218232","9.24175065568885","0","19.1162372838714","29.56173122652562","1.7084064678177109"
Axis Flexi Cap Fund,"Flexi Cap Fund","Growth","12545.5796","0","5.9","0","88.94864250034331","11.958099289410272","0","19.77277441211245","27.740514348177264","7.685843402563894"
Axis Banking & PSU Debt Fund,"Banking & PSU Fund","Growth","12530.683903000001","7.33","0.43","85.94155521710988","0","0","0","12.16501397022711","18.172225755371578","6.54037198241027"
