Name,Ticker,"Sub-Sector","Market Cap","5Y Avg EBITDA Margin","Return on Equity","5Y Avg Net Profit Margin","EBITDA Margin","Return on Investment","5Y Avg Return on Equity","Return on Assets","5Y Avg Return on Assets","Net Profit Margin","5Y Avg Return on Investment","5Y Avg Cash Flow Margin","Cost of Goods Sold","Cash Flow Margin","ROCE"
Infosys Ltd,INFY,"IT Services & Consulting","483047.29062591","25.80450211687728","31.071240105540898","16.529730813522974","24.764991364798984","29.135479589745593","30.547936165077374","19.491331852504114","19.58890520868378","16.089893535622938","27.8311712190333","18.044270153082167","223","18.57442668823645","39.63183806366828"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","451146.9544091","23.378970156376425","15.65631695122816","14.977565083597161","30.256129244800892","14.91072456843952","11.711371136159395","12.332758938890105","8.833849512889053","19.969372733035012","10.82284178342318","20.350017692229976","11347.449999999999","25.712305046263396","18.96994231619452"
Adani Power Ltd,ADANIPOWER,"Power Generation","424726.11618292","40.93045838340957","25.585441251409144","23.824019957578354","40.49210511035287","16.752930967393414","33.94516669378284","12.627715277874689","11.32236242443155","22.17962135498177","18.08336303355224","27.36132350440222",,"36.500818340052255","19.55535737274269"
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","408817.6669722","13.032455928647394","15.945158209526376","7.470095031358413","13.88544398317291","15.254721163039601","12.814253525674166","11.72798091843382","9.470042861717099","7.809960379594038","12.036549975336706","8.700370944521632",,"10.201221273859822","19.089809044710755"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","408399.78971147997","57.739872770964","18.517618582608744","28.57753397631068","60.85797862326262","11.701810413584283","15.318963712260544","8.858192031403703","6.785662048445881","31.149582189911563","9.748302801996365","53.011707800197236",,"52.96378376517003","17.33494239904445"
Axis Bank Ltd,AXISBANK,"Private Banks","388638.42215172003","24.861710649808728","16.245299058540695","15.993901913784219","19.908194186679832",,"12.711458309162648","1.76603375079016","1.2983450503142273","16.23231827248239",,"18.836345297652052",,"28.46624797343918","6.626423625141244"
ITC Ltd,ITC,"FMCG - Tobacco","385343.795444405","39.78559857829382","47.831412813357964","28.423214428795887","46.92899915744832","49.22250888763382","30.135218189854676","38.65962804050609","24.572684794851174","37.37022133705659","30.00346159384653","23.659510008192992","33679.72","18.95799351813831","56.99581056186903"
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","381150.2237304","27.17784575982737","15.394079141994343","20.051032832410137","24.08261018169952",,"14.222006322153845","2.683754139990713","2.4774945007148386","17.77110646763053",,"10.684229174406315",,"15.795063898384088","6.729289019772821"
NTPC Ltd,NTPC,"Power Generation","380545.66242883","31.332327594754666","13.149637260833101","11.434062543821781","31.944228399762373","8.318829003739479","12.409365566616362","4.67152967303973","4.190995648231867","11.89880635299044","7.722205248665543","26.32050364408947","117037.69","25.621886099030956","10.773521836345667"
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","375991.59436953","13.928916698560036","14.13111531329148","4.291495234126642","22.895362201796186","8.82730699559416","7.59744056523231","3.9684052456452172","2.206232464304924","8.327020101265518","6.874158550623446","8.1022006070241",,"4.32658897002142","12.989375961262189"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","375269.72871497995","16.72856964480538","9.872627096488188","6.70815248918008","16.329284025404938","9.031283950347568","12.235441579121716","4.864857830796039","5.853909999696336","5.791513383953777","9.682962497802468","14.852219670871428","226813.65","14.527415379197395","11.445349859635783"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","374901.99406607996","19.932309305944603","14.972524720571585","7.871699134910083","20.63111234175083","10.091797923901321","12.573305804685782","5.0629396972871845","4.13026434740595","8.379766159395343","8.986823343412848","5.108835015355096",,"1.9491952613308507","18.72766149598406"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","364256.2655664","11.247712476742972","31.755245753437695","6.687631609042977","9.992398198259528","13.240332088515787","26.947356266905313","9.244791666666666","10.540887789477438","5.755811974539637","13.957669574397878","4.442680030672332",,"-0.8877147498482187","53.73687045515756"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","335618.1365715","19.20542427858547","9.001721460300363","9.712288241871118","19.579692406608043","7.846938748436922","11.907088653372039","5.152183066637998","6.694133401006684","9.1657065784972","10.387377010440783","17.642101363071507",,"13.915941866483788","12.638755591772217"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","319303.1106288","18.610145513795754","4.338190687251613","6.870158171425276","23.49750339332703","6.604662505958386","15.670609210140935","1.4963392214680267","5.050094249086426","10.935088226502742","10.597945592429827","14.82995916905174",,"12.328484290753785","21.328113269454285"
