Name,Ticker,"Sub-Sector","Market Cap","Expense Ratio","Tracking Error","EBITDA","Net Income","Payout Ratio","Earnings Per Share","Taxes & Other Items","Dividend Per Share","PBIT","Interest & Other Items","Total Revenue","Depreciation & Amortization","PBT","Power & Fuel Cost","Raw Materials"
Aplab Ltd,APLAB,"Electronic Equipments","257.14449",,,"-2.8699999999999903","0.27000000000000934","0","0.14015801102701422","-6.83","0","-3.3599999999999905","3.2","68.76","0.49","-6.559999999999991","0.6","21.17"
Regency Fincorp Ltd,REGENCY,"Specialized Finance","256.7880333",,,"19.099999999999998","13.419999999999998","0","1.67","4.81","0","18.229999999999997",,"40.05","0.87","18.229999999999997",,
Aaron Industries Ltd,AARON,"Heavy Electrical Equipments","256.61530197800005",,,"17.89","6.790000000000002","0.1529051987767584","3.27","4.63","0.5","14.010000000000002","2.59","92.21","3.88","11.420000000000002",,
Nova Agritech Ltd,NOVAAGRI,"Fertilizers & Agro Chemicals","256.286407611",,,"45.15","27.419999999999998","0","3.0459961075457906","10.66","0","43.33","5.25","296.6","1.82","38.08","0.5","210.83"
K M Sugar Mills Ltd,KMSUGAR,"Sugar","256.03647311",,,"106.26999999999998","53.41999999999997","0","5.81","19.14","0","84.25999999999998","11.7","677.89","22.01","72.55999999999997",,
Madhusudan Masala Ltd,MADHUSUDAN,"Packaged Foods & Meats","255.9558",,,"28.70000000000001","15.010000000000009","0","10.373185901865934","5.03","0","26.33000000000001","6.29","235.38","2.37","20.04000000000001","1","209.57"
Tulive Developers Ltd,TULIVE,"Real Estate","255.519646875",,,"-0.26","-1.28","0","-5.942432683379758","0.03","0","-1.25","0","0.18","0.99","-1.25","0","0"
Diamines and Chemicals Ltd,DIAMINESQ,"Commodity Chemicals","255.30588984000002",,,"-9.86","-12.78","0","-13.06","-1.17","0","-13.639999999999999","0.31","42.42","3.78","-13.95",,
Owais Metal and Mineral Processing Ltd,OWAIS,"Metals - Diversified","255.09904394",,,"63.570000000000014","47.03000000000001","0","25.865675143619676","12.71","0","61.55000000000001","1.81","214.5","2.02","59.74000000000001","1.62","132.32"
Supershakti Metaliks Ltd,SUPERSHAKT,"Iron & Steel","254.7086438",,,"24.76999999999996","12.90999999999996","0","11.201465162055056","4.630000000000001","0","19.72999999999996","2.19","744.66","5.04","17.53999999999996","95.98","582.26"
A2z Infra Engineering Ltd,A2ZINFRA,"Construction & Engineering","254.56706137199998",,,"22.929999999999893","8.969999999999892","0","0.5093122434836334","1.0699999999999994","0","17.999999999999893","7.96","519.8299999999999","4.93","10.039999999999893","0.79","10.48"
CASHurDRIVE Marketing Ltd,CUDML,"Advertising","254.275978",,,"23.529999999999973","17.689999999999973","0","14.052619872263332","5.52","0","23.33999999999997","0.13","142.18","0.19","23.209999999999972","0.08","0"
Voler Car Ltd,VOLERCAR,"Logistics","254.0724156",,,"4.82","3.45","0","3.11","1.2","0","4.66","0.01","55.44","0.16","4.65",,
Geekay Wires Ltd,GEEKAYWIRE,"Iron & Steel","253.77456",,,"57.31","30.11","0","5.76","10.680000000000001","0","47.99","7.2","458.26","9.32","40.79",,
HCP Plastene Bulkpack Ltd,HPBL,"Packaging","253.63412712",,,"40.07999999999999","9.61999999999999","0","9.011862824646611","8.36","0","32.78999999999999","14.81","468.12","7.29","17.97999999999999","11.99","350.29"
Apex Ecotech Ltd,APEXECO,"Environmental Services","253.419544",,,"23.040000000000006","17.020000000000007","0","12.91","5.73","0","22.840000000000007","0.09","149.93","0.2","22.750000000000007",,
Univastu India Ltd,UNIVASTU,"Construction & Engineering","253.31087403",,,"29.140000000000015","10.470000000000015","0","2.98795951603904","13.01","0","27.760000000000016","4.28","172.03","1.38","23.480000000000015","0.47","55.59"
Cords Cable Industries Ltd,CORDSCABLE,"Cables","253.28106576",,,"53.36000000000004","14.68000000000004","0.08806389645776541","11.35539125820523","4.970000000000001","1","44.87000000000004","25.22","798.49","8.49","19.65000000000004","9.17","640.42"
PG Foils Ltd,PGFOILQ,"Packaging","252.6489",,,"42.87999999999997","24.109999999999967","0","20.430298870444254","7.55","0","36.75999999999997","5.1","521.56","6.12","31.659999999999968","6.02","438.4"
RRP Electronics India Ltd,INLCM,"Commodities Trading","252.613625",,,"0.14999999999999997","0.09999999999999995","0","1.999999999999999","0.04","0","0.13999999999999996","0","0.29","0.01","0.13999999999999996","0","0"
International Travel House Ltd,ITHL,"Hotels, Resorts & Cruise Lines","252.1865025",,,"34.04999999999998","18.48999999999998","0.23788927335640137","23.12","6.63","5.5","25.23999999999998","0.12","237.64","8.81","25.11999999999998",,
Kartik Investments Trust Ltd,KARTKIN,"Diversified Financials","251.72382",,,"5.96","5.09","0","208.99","0.87","0","5.96",,"6.06","0","5.96",,
Shree Tirupati Balajee Agro Trading Company Ltd,BALAJEE,"Agro Products","251.64607841999998",,,"73.41999999999997","25.359999999999975","0","3.417980832675117","19.529999999999998","0","65.63999999999997","20.75","595.15","7.78","44.88999999999997","0","451.48"
Sayaji Hotels (Pune) Ltd,SHPLPUNE,"Hotels, Resorts & Cruise Lines","251.31444645",,,"25.49000000000001","16.940000000000012","0","55.60287598819017","6.06","0","23.09000000000001","0.09","77.27000000000001","2.4","23.00000000000001","7.73","0"
Dynamic Services & Security Ltd,DYNAMIC,"Employment Services","251.19125096",,,"39.42000000000005","16.86000000000005","0","9.04885479926358","13.759999999999998","0","38.65000000000005","8.03","276.84000000000003","0.77","30.620000000000047","0.63","146.1"
Naga Dhunseri Group Ltd,NDGL,"Investment Banking & Brokerage","251.06",,,"15.580000000000002","34.480000000000004","0.007250580046403712","344.8","-20.43","2.5","14.050000000000002",,"71.67","1.53","14.050000000000002",,
Pavna Industries Ltd,PAVNAIND,"Auto Parts","251.01447",,,"35.16","7.369999999999996","0","0.5640205404495324","3.78","0","22.109999999999996","10.96","310.02","13.05","11.149999999999995","5.93","212"
Multibase India Ltd,MULTIBASE,"Specialty Chemicals","250.9487",,,"20.870000000000005","14.660000000000007","4.562482946793995","11.616481774960386","5.04","53","19.740000000000006","0.04","76.81","1.13","19.700000000000006","0.79","46.47"
Aveer Foods Ltd,AVEER,"FMCG - Foods","250.903856",,,"7.949999999999988","3.939999999999988","0.025559974619289418","9.780917380541208","0.42000000000000004","0.25","4.609999999999988","0.25","108.66","3.34","4.359999999999988","1.47","61.74"
Suraj Products Ltd,SURAJ,"Iron & Steel","250.8",,,"37.719999999999956","21.44999999999996","0.11160839160839181","18.815789473684177","6.18","2.1","29.889999999999958","2.26","326.9","7.83","27.62999999999996","15.23","227.19"
Taurian MPS Ltd,TAURIAN,"Industrial Machinery","250.150912",,,"15.250000000000004","9.500000000000004","0","15.327525008067127","3.2399999999999998","0","13.900000000000004","1.16","73.7","1.35","12.740000000000004","0.14","44.03"
Marble City India Ltd,MARBLE,"Building Products - Others","250.11673832399998",,,"19.16999999999999","2.3899999999999912","0","1.3547825069575683","0.77","0","15.919999999999991","12.76","64.88","3.25","3.1599999999999913","0.64","35.71"
Paradeep Parivahan Ltd,PPARIVAH,"Logistics","250.07178",,,"43.650000000000034","24.17000000000003","0","17.734243157971992","5.470000000000001","0","35.95000000000003","6.31","336.69","7.7","29.640000000000033","45.05","4.59"
Surana Telecom and Power Ltd,SURANAT&P,"Cables","249.93409188299998",,,"35.96","24.800000000000004","0","1.59","2.1100000000000003","0","29.150000000000002","2.24","99.5","6.81","26.910000000000004",,
Reliance Communications Ltd,RCOM,"Telecom Services","249.72711855",,,"-9222","-9389","0","-33.950055306697564","4","0","-9339","46","391","117","-9385","12","0"
SAB Industries Ltd,SAB,"Conglomerates","249.36922880999998",,,"-14.61","-21.11","0","-13.878955781817817","0.36","0","-14.94","5.81","49.739999999999995","0.33","-20.75","0.02","0"
Super Sales India Ltd,SUPER,"Conglomerates","249.252225",,,"40.299999999999955","3.5599999999999543","0.2153316106804479","11.61","4.4","2.5","16.639999999999954","8.68","419.53","23.66","7.959999999999955",,
Indo National Ltd,NIPPOBATRY,"Batteries","248.475",,,"-10.549999999999955","-26.359999999999953",,"-35.12","0.08000000000000002","3.75","-23.689999999999955","2.59","460.1","13.14","-26.279999999999955",,
S V Global Mill Ltd,SVGLOBAL,"Real Estate","247.736689",,,"1.2100000000000009","0.34000000000000075","0","0.188022210953179","0.52","0","0.8700000000000008","0.01","7.260000000000001","0.34","0.8600000000000008","0.07","0"
Ambalal Sarabhai Enterprises Ltd,AMBALALSA,"Pharmaceuticals","247.678812672",,,"13.630000000000006","4.920000000000006","0","0.6420185815836508","-0.09000000000000008","0","9.620000000000006","4.79","208.21","4.01","4.830000000000006","6.08","121.48"
ACS Technologies Ltd,ACSTECH,"Software Services","247.5234381",,,"10.61","4.839999999999999","0","0.796813431139877","0.8300000000000001","0","8.04","2.37","126.94","2.57","5.669999999999999","0.05","0"
Syschem (India) Ltd,SYSCHEM,"Pharmaceuticals","247.466637",,,"4.020000000000062","0.45000000000006146","0","0.10794473229707864","0.55","0","1.0700000000000616","0.07","386.27000000000004","2.95","1.0000000000000615","2.9","310.87"
Ahmedabad Steel Craft Ltd,AHMDSTE,"Commodities Trading","247.35788",,,"12.5","10.71","0","15.59633027522936","1.77","0","12.5","0.02","172.29","0","12.48","0.01","157.42"
Integrated Proteins Ltd,INTEGFD,"Packaged Foods & Meats","246.832384",,,"0.3299999999999983","0.24999999999999828","0","0.7803720814084102","0.07","0","0.3199999999999983","0","21.74","0.01","0.3199999999999983","0","21.03"
Madhav Infra Projects Ltd,MADHAVIPL,"Construction & Engineering","246.12796428000001",,,"72.76999999999992","25.849999999999923","0","0.9588934792127445","4.010000000000001","0","57.479999999999926","27.62","616.18","15.29","29.859999999999925","0.37","417.61"
Candour Techtex Ltd,CANDOUR,"Textiles","245.57906628",,,"8.189999999999998","0.669999999999998","0","0.38402016438298264","0.65","0","4.249999999999998","2.93","189.98","3.94","1.319999999999998","1.7","172.6"
Ravinder Heights Ltd,RVHL,"Real Estate","245.180332508",,,"-0.9300000000000015","-2.530000000000001","0","-0.4128017491046446","-0.79","0","-3.0800000000000014","0.24","7.2","2.15","-3.320000000000001","0.29","0"
B A G Convergence Ltd,BAGDIGITAL,"TV Channels & Broadcasters","244.758858",,,"19.400000000000002","10.770000000000003","0","5.09","4","0","16.340000000000003","1.57","44.35","3.06","14.770000000000003",,
Kaka Industries Ltd,KAKA,"Building Products - Glass","244.7189",,,"35.99999999999997","18.78999999999997","0","13.74","6.12","0","31.279999999999973","6.37","263.83","4.72","24.90999999999997",,
Narmada Gelatines Ltd,SHAWGELTIN,"Specialty Chemicals","243.7983561",,,"27.049999999999997","18.03","0.33552895174708813","29.80368742527383","5.58","10","24.83","1.22","191.39","2.22","23.61","24.56","114.07"
Everest Organics Ltd,EVERESTO,"Pharmaceuticals","243.58854470999998",,,"7.91999999999998","-1.28000000000002","0","-1.4454680792654266","-1.95","0","1.9599999999999804","5.19","160.17","5.96","-3.23000000000002","14.83","98.53"
Saraswati Saree Depot Ltd,SSDL,"Retail - Apparel","243.2615714",,,"47.780000000000015","30.570000000000014","0.269919113509977","8.40992684986754","10.24","2.27","43.09000000000002","2.28","618.01","4.69","40.81000000000002","1.09","549.98"
Starteck Finance Ltd,STARTECK,"Diversified Financials","242.9021883",,,"27.48","23.61","0","23.83","3.32","0","26.93",,"53.14","0.55","26.93",,
Jay Shree Tea and Industries Ltd,JAYSREETEA,"Tea & Coffee","242.59977668800002",,,"31.409999999999968","-25.060000000000038","0","-8.88","1.33","0","9.219999999999967","32.95","943.26","22.19","-23.730000000000036",,
Hitech Corporation Ltd,HITECHCORP,"Packaging","241.9712616",,,"64.4399999999999","8.939999999999898","0.19212192393736238","5.2050280337918675","2.8899999999999997","1","27.979999999999897","16.15","565.6899999999999","36.46","11.829999999999899","29.59","343.87"
Peria Karamalai Tea and Produce Company Ltd,PKTEA,"Tea & Coffee","241.81910869",,,"5.600000000000005","0.2300000000000049","1.3460389130434496","0.7429205725850516","0.24999999999999997","1","3.000000000000005","2.52","51.13","2.6","0.48000000000000487","5.74","3.98"
MK Exim (India) Ltd,MKEXIM,"Textiles","241.396155",,,"26.18999999999999","17.789999999999992","0","4.407037883432731","6.83","0","25.56999999999999","0.95","94.94999999999999","0.62","24.61999999999999","0.07","64.53"
Sundaram Brake Linings Ltd,SUNDRMBRAK,"Auto Parts","241.38617625",,,"17.36999999999995","5.169999999999953","0.11415594777562968","13.1399198134486","0.9700000000000001","1.5","11.399999999999952","5.26","355.02","5.97","6.139999999999953","32.83","177.59"
Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,"Pharmaceuticals","241.181701318",,,"12.699999999999978","4.019999999999978","0","1.4227921318745602","2.08","0","10.759999999999978","4.66","483.75","1.94","6.099999999999978","0.05","472.87"
Visaman Global Sales Ltd,VISAMAN,"Iron & Steel","240.895196175",,,"8.189999999999971","2.1399999999999704","0","1.7913946090741424","0.34","0","7.709999999999971","5.23","266.71999999999997","0.48","2.4799999999999702","0.05","240.19"
Osiajee Texfab Ltd,OSIAJEE,"Textiles","240.84",,,"5.32","5","0","9.25925925925926","0","0","5.28","0.28","7.12","0.04","5","0","0.01"
Pratham EPC Projects Ltd,PRATHAM,"Construction & Engineering","240.76910458000003",,,"21.349999999999994","13.709999999999996","0","7.719594594594592","4.85","0","19.779999999999994","1.22","122.77999999999999","1.57","18.559999999999995","5.29","72.98"
Team India Guaranty Ltd,TEAMGTY,"Specialized Finance","240.74659873000002",,,"2.82","2.3499999999999996","0","2.60588515320775","0.47","0","2.82",,"3.71","0","2.82",,
Shree Ajit Pulp and Paper Ltd,SAPPL,"Paper Products","240.61561985",,,"53.00999999999994","9.42999999999994","0","10.56247355881314","4.68","0","36.65999999999994","22.55","507.40999999999997","16.35","14.109999999999939","75","313.95"
Silkflex Polymers (India) Ltd,SILKFLEX,"Specialty Chemicals","240.555075",,,"22.330000000000013","12.150000000000015","0","10.47","4.17","0","20.450000000000014","4.13","110.79","1.88","16.320000000000014",,
Mahickra Chemicals Ltd,MAHICKRA,"Specialty Chemicals","239.509795",,,"5.119999999999991","2.5299999999999914","0.06420679841897256","3.1149349434140565","1","0.2","4.819999999999991","1.29","90.78","0.3","3.5299999999999914","0.76","80.93"
Magson Retail And Distribution Ltd,MAGSON,"FMCG - Foods","239.2953266",,,"1.8900000000000108","0.46000000000001073","0","0.5859872611465105","0.16","0","0.8600000000000108","0.24","68.87","1.03","0.6200000000000108","1.73","51.01"
Trishakti Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","238.580444",,,"19.940000000000005","7.470000000000004","0","4.54","1.76","0","13.110000000000005","3.88","32.45","6.83","9.230000000000004",,
Aeroflex Neu Ltd,AERONEU,"Packaging","238.380836",,,"8.430000000000007","1.6900000000000068","0","0.68","1.34","0","5.500000000000007","2.47","134.18","2.93","3.030000000000007",,
Nectar Lifesciences Ltd,NECLIFE,"Pharmaceuticals","238.35821019000002",,,"-24.569999999999993","-113.69","0","-5.069540187933727","-47.849999999999994","0","-86.96","74.58","1674.96","62.39","-161.54","104.16","1250.72"
CL Educate Ltd,CLEDUCATE,"Education Services","238.15162353600002",,,"60.14000000000004","-25.849999999999955","0","-4.81","0.9100000000000001","0","18.700000000000045","43.64","569.6","41.44","-24.939999999999955",,
Shardul Securities Ltd,SHARDUL,"Investment Banking & Brokerage","237.891196635",,,"45.24000000000001","33.000000000000014","0","3.771766306160102","11.8","0","44.80000000000001",,"62.650000000000006","0.44","44.80000000000001",,
Destiny Logistics & Infra Ltd,DESTINY,"Logistics","237.45957",,,"5.220000000000002","2.580000000000002","0","1.6766311411489485","1","0","5.070000000000002","1.49","68.17","0.15","3.580000000000002","1.23","50.95"
C K K Retail Mart Ltd,CKKRETAIL,"Agro Products","237.35484",,,"22.610000000000014","16.360000000000014","0","10.935828877005356","5.58","0","21.950000000000014","0.01","301.85","0.66","21.940000000000012","0.03","298.35"
ELGI Rubber Co Ltd,ELGIRUBCO,"Tires & Rubber","237.237",,,"39.45000000000003","-4.369999999999966","0","-0.8731268731268664","-0.14","0","21.140000000000033","25.65","416.87","18.31","-4.509999999999966","36.76","178.54"
Hindustan Organic Chemicals Ltd,HOCL,"Commodity Chemicals","237.1882161",,,"8.819999999999936","-12.720000000000065","0","-1.9","-0.82","0","6.879999999999937","20.42","600.16","1.94","-13.540000000000065",,
United Van Der Horst Ltd,UVDRHOR,"Industrial Machinery","236.84325",,,"11.33","4.359999999999999","0.45","0.6666666666666666","1.51","0.3","8.7","2.83","30.66","2.63","5.869999999999999","0","8.16"
Shivam Autotech Ltd,SHIVAMAUTO,"Auto Parts","236.6913942",,,"46.91","-48.05","0","-3.7876781202440077","2.37","0","13.729999999999997","59.41","456.48","33.18","-45.68","38.36","169.16"
