Name,Ticker,"Sub-Sector","Market Cap","Mutual Fund Holding","Domestic Institutional Holding"," MF Holding Change – 6M","Promoter Holding Change – 3M","Foreign Institutional Holding","DII Holding Change – 6M","FII Holding Change – 6M","DII Holding Change – 3M","Promoter Holding Change – 6M ","MF Holding Change – 3M","Promoter Holding","Pledged Promoter Holdings","FII Holding Change – 3M","Insider Trades - 1M Cumulative","Insider Trades - 3M Cumulative","Retail Investor Holding","Bulk Deals - 6M Cumulative","Bulk Deals - 1M Cumulative","Insurance Firms Holding","Bulk Deals - 3M Cumulative","Insider Trades - 6M Cumulative","No. of Shareholders"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1840019.2900303397","9.78167307863404","20.547598275566408","0.29484444264272547","-0.0070412550102645355","18.6658487201235","0.5828216891207347","0.3546339331511099","0.3641557572712344","0.8915012718524338","0.25778596365714","49.99927540696029","0","-0.41934103976786474","0","0","6.959419393389481",,,"9.030445227562959",,"0.000013005712092567809","4421289"
HDFC Bank Ltd,HDFCBANK,"Private Banks","1169343.2606485","25.593210089268776","34.92891255788315","3.0523876119990234","0","38.16134983475203","3.5212761867328304","-3.7480244566592305","-2.2617105932098625","0","-1.0655485201926602","0","0","-9.51137013266267",,,"8.552080116249915",,,"6.2435478156642725",,,"4230425"
Bharti Airtel Ltd,BHARTIARTL,"Telecom Services","1160404.30227762","12.027411512273794","20.652762447778226","0.7052927360281096","0","27.795042316454783","1.1386688094507065","0.3729386679011064","0.9966297905199006","-1.399647188258669","0.6671097536169874","48.869994768721","0","-0.9630938336760977","0","0","1.2945617265897806",,,"6.1893024978200035",,"0.0010785490018059766","901086"
ICICI Bank Ltd,ICICIBANK,"Private Banks","887112.8190763199","27.832246320092736","39.946328293543345","-2.9244053274772632","0","34.48669623842055","-5.110781356459135","-11.072215036012011","-6.787866745630126","0","-4.252294971235244","0","0","-9.38088986337921",,,"4.86934576293531",,,"8.124270943986607",,,"2082901"
State Bank of India,SBIN,"Public Banks","877739.4262527401","13.17395808753202","26.00706162544301","-1.0573060621501877","-0.47073228824546476","11.31351051292485","-1.7760728265019416","1.7437563554336872","-1.1660530587447084","-0.46682751345453255","-0.5835645956181743","55.03180302588261","0","0.9724076921168265",,,"5.352518012980545",,,"10.3264622016809",,,"3763427"
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","842073.68893932","5.774449704729337","13.41236746169831","0.18554739117286356","0","9.661373149791231","0.7166303709074615","-0.6699591670850253","0.5387853362589645","0","0.2495681200379405","71.76605361484792","0","-0.7133098044644921",,,"4.309628173013143",,,"6.69213693133224",,,"2450090"
Bajaj Finance Ltd,BAJFINANCE,"Consumer Finance","574292.70542025","8.762844871706186","15.182347405684244","-0.12352617760502049","0.008276440352474879","21.32822625751437","0.7139505419836212","-0.645037814023425","0.23965466390314738","0.04034563787354983","-0.3284838982813181","54.70463432198368","0","-0.16803050980045242","0","0.06416567673805937","4.928822592880309",,,"4.564535938587263",,"0.09627716682751214","1002945"
Larsen and Toubro Ltd,LT,"Construction & Engineering","537992.3385507901","20.501611252561275","43.33430403718593","0.16469029915099043","0","18.782413743755974","0.4397406960232999","-0.4970620043499352","0.7965634426074999","0","0.3475438586959747","0","0","-1.067258315365244",,,"18.917279597040988",,,"18.75353742245919",,,"1801254"
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","519095.19751365995","6.624779063380768","16.39892445258847","0.23047817242010105","0","10.102592090759996","0.7126940021791768","-0.6882323858420971","0.6462086510772878","0","0.3488442918800736","61.900675301370775","0","-0.6064724631240992",,,"9.705896199404576",,,"8.790664033376883",,,"1106831"
Life Insurance Corporation Of India,LICI,"Insurance","506347.690953555","1.1323652495348158","1.278992401644827","-0.08772325718193952","0","0.3124529515145194","-0.07650929263159889","0.19026481224012698","-0.06450079814819532","0","-0.07154655564988621","96.49999999264823","0","0.11254960612672638",,,"1.4777153987775022",,,"0.04057375387811228",,,"2111766"
Infosys Ltd,INFY,"IT Services & Consulting","483047.29062591","23.498766953722246","43.379949301290296","2.761138168593522","-0.13084508493300895","28.45148114802598","5.3787774746921855","1.0142662464283738","2.1102699159765805","1.337336220585403","1.3777826332425143","14.384444659698323","0","-1.8093125539018509","-0.007157332253071755","-0.007828510684235181","7.481201617231916",,,"16.029772679586898",,"-0.015602364694860484","2748596"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","451146.9544091","11.958912806576565","21.105741521368316","-0.4516095974710854","0","15.93482684912478","0.8707655355016968","-0.619142061685535","0.2872291316622615","-0.0006251732328905746","-0.12833097664558402","54.47840969866746","0.7720889426289652","-0.18687011426337286",,,"4.3058677213378",,,"6.825371823759982",,,"690957"
Adani Power Ltd,ADANIPOWER,"Power Generation","424726.11618292","3.6196490153355527","3.6853845128060585","0.9335739183536114","0","11.735145085876017","0.9927669373493462","0.20150876430480658","0.2637918607381966","0","0.2274725561956985","74.95906497940072","1.3559976136526553","0.09717439807404027",,,"4.515008219312124",,,"0.02517090923270595",,,"2087011"
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","408817.6669722","14.945397997918427","24.17708514053069","0.3440919666262019","0.24141023730932432","14.116311910347147","1.5424832367943644","-1.6620426905283523","1.2630478655050723","0.24141023730932432","0.505645669427631","58.525435609188115","0","-1.6426147325371439",,,"2.6302421429921243",,,"7.060530617665998",,,"400860"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","408399.78971147997","5.237862386739297","13.850038799603725","-0.336278817404402","0","13.247459786284798","-1.1829163143090984","-0.35990966929436397","-0.039167318585793254","2.1290752913565427","0.141374080938653","68.02187761755135","0","0.15043470185771213",,,"3.2514912727847394","-0.9386765627708269","-0.9386765627708269","7.405050382539387","-0.9386765627708269",,"1095768"
Axis Bank Ltd,AXISBANK,"Private Banks","388638.42215172003","34.113554925528994","43.36304985028824","1.2679592765247847","-0.013407392556278097","42.04923416388895","1.9011030535618332","1.53810641957309","0.7116075104603112","0.2466951784115432","0.6373920645497151","8.13809676234909","0","-0.5209458233621049","0","0","3.9300473725022176",,,"4.901060179337781",,"-0.00003228546481518971","854844"
ITC Ltd,ITC,"FMCG - Tobacco","385343.795444405","16.75874196164838","49.13825999228874","2.4644299732558625","0","34.823009496962264","1.7441528366082366","-2.5579700082235135","0.2630876002933604","0","0.5945449411773147","0","0","-1.2807786041863949",,,"11.939224350310736",,,"20.354458393454543",,,"4041653"
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","381150.2237304","23.565222556783855","36.18003548084689","2.794822019728226","-0.0025283308326997656","26.397506744343374","4.172780759778753","-3.354962609341655","3.3004169117130644","-0.009163115407165634","2.385129118529729","25.870517796375488","0","-2.9601543322811352",,,"4.342747329542442",,,"9.420009115902026",,,"781448"
NTPC Ltd,NTPC,"Power Generation","380545.66242883","17.830116971210963","29.12796154852123","-0.7221258423498504","0","16.548452125968595","0.1909962325614316","0.14885721340233005","-0.06270836714362105","0","-0.6185043103599135","51.103608008372824","0","0.30397647596267774",,,"2.3203159198303487",,,"8.53506865723753",,,"3300179"
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","375991.59436953","2.7132671231446532","6.701925695568524","0.26708375769703974","0.6962266902221188","10.79984776400022","-0.13301176421295935","-0.9186181228097823","-0.019383647282474215","0.6962266124818939","-0.07171088494175049","74.66825989532143","0.5956606127455825","-0.8463706061582243",,,"3.0722749461457823",,,"3.9384642639093497",,,"664882"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","375269.72871497995","7.687638264329951","19.30959443127005","-0.9169560159283465","0","7.97495765055439","-0.6478142389807324","0.9937874347047302","-0.3818027661666825","0","-0.5972305683340169","58.892707957279974","0","0.5522397147343581",,,"2.8176531791992407",,,"11.052975687032617",,,"2777888"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","374901.99406607996","17.24686351312757","31.503368373697345","0.8971492043895175","0.3123883422545042","36.22115776516029","1.5395371021988353","-1.8188881909506023","1.5521420156813655","0.01664513577216198","0.909196469523657","18.452510418764685","0.003272045893264157","-0.6628050804104362",,,"7.351324322660467",,,"10.699932735979964",,,"941478"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","364256.2655664","8.452403898704617","15.036455062556955","0.6167326375081137","0","15.648410310879369","0.8733266353239841","-0.4568014441675903","0.03385646381331142","0","0.2212156585094771","52.89583698849282","0","0.09864526385498351",,,"8.392398457754737",,,"4.76428760727696",,,"735599"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","335618.1365715","15.2410151174207","18.41902901240346","1.1794488182539364","0.04308414455258003","14.11249694332824","1.7678704546104491","-1.7111789689404286","0.9697845254220567","0.10111335626092455","0.567159190223185","59.328922165319916","0","-0.820433623386295",,,"5.50389800031031",,,"2.8764649266642603",,,"409350"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","319303.1106288","5.332800895586354","11.153970010981592","0.6464938706599241","0","25.382159453006853","0.279325683287059","-0.16998488042689885","0.10209907995462864","0","0.2436597900776034","45.31689270817376","5.352737848265838","0.0038968224846946953","0","-0.0036837422057923817","3.4152357460487974","-0.8189733672281863","-0.8189733672281863","5.706737642183856","-0.8189733672281863","0.03534908537819269","603274"
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","316520.59020372","9.219505508206604","18.988853700464148","0.022000725177178992","0.04110341403750084","15.506195831617092","1.1531501085423521","-1.132654211652948","0.578245525696218","0.04110341403750084","0.14629631364061346","60.85557582010481","0","-0.7088413020587438","0.011521723902513579","0.04341810644713397","2.8876197035332325",,,"8.38197691879072",,"0.05610102743496393","877717"
Bharat Electronics Ltd,BEL,"Electronic Equipments","302113.15900257","14.275569308062849","19.992245390547918","-0.8424557355372766","0","19.501973498082155","-0.8875265246414479","1.3541957330813226","-0.4922711868824443","0","-0.5487941419082301","51.13591014779525","0","0.9910693975115912",,,"7.6724741763045206",,,"3.481379039683117",,,"2530896"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","292188.05065125","7.17476998873959","14.469999227686333","0.17270757760556688","0.017338595656674727","8.821846414425574","1.6882400284884387","-0.8334890992983706","0.39892902498945304","-0.02997013366505996","0.12125317405854119","55.01181300729775","0.004945297644842605","-0.016358623854543453","0","0","5.62372793738748",,,"6.127123602294198",,"0","314095"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","289345.50375","5.809456842734851","10.502104145639416","0.9409599641134907","0","10.204802213001383","1.7904091809651987","-1.7978650517737673","0.7607385144480574","0","0.033877013943404144","71.63880587641583","0","-0.6570810810810812",,,"6.640111098650518",,,"3.928290381667975",,,"1291771"
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","283255.6730636","8.348313954690429","11.764106176732545","0.7329598271285107","-0.1005561668763022","7.240828144631493","0.8546939990062903","-0.45047171831494115","1.028114394163616","-0.1005561668763022","0.616494336875526","58.707925840801664","0.006270344616065812","-0.8236051312428927","0","0","6.342569164419",,,"2.730807992733558",,"0","601457"
Coal India Ltd,COALINDIA,"Mining - Coal","282684.34835949","9.530234043042865","22.75484585059821","-0.5320104547908944","0","8.37748184903884","-0.04706714049509486","0.42157777564482224","0.21575395335449699","0","0.4906085648386558","63.13333529492123","0","0.15536161083155875",,,"3.818843043411672",,,"12.377303209329025",,,"2632588"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","278925.10853181","13.55749573403047","20.132708106271398","0.21143599257316126","0","25.027224095330535","0.7447318835203056","-0.6419745874781242","-0.12948051797882698","0","-0.6892434754509562","51.33950841176025","0","0.29445830112721083",,,"2.748782240113608",,,"4.96932614262988",,,"1335909"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","273839.9165832","4.235875663672922","12.393251531731611","0.18340516187215794","0","9.735471600916183","0.6264088730098738","-0.08167599979239881","0.29969849521212844","0","0.1627923397882558","62.76474573916975","0","-0.07900708842944226",,,"8.113739050592125",,,"7.367015041406735",,,"492124"
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","270269.71868064","6.771262406278192","8.84667933391278","-0.06747058400531358","-0.14039151888641754","8.998810957661835","-0.23828205919718215","0.26427312716695006","-0.04037525787876639","-0.1405298244443003","0.0845510433941401","74.51329981619108","0.00015338384949634335","0.29056163291720694","-0.0022732823530031516","0.14461229131819686","2.7249332624186624",,,"0.4680483625964998",,"0.12963702652959389","573764"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","266385.236355","1.2710851417372275","4.850608628602953","0.29552717794798466","-1.1259993860818582","2.3888805081935827","-0.07173960119934186","1.0748911028966097","0.16129946638348525","-1.1259993860818582","0.19821973204863363","60.711897799905756","55.830180443180744","0.8493421680114568",,,"3.124875849610408",,,"3.4632410475990096",,,"897257"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","258421.586430241","14.469723563940326","26.850260745458073","0.09647947746551644","-0.00048355707519931457","19.05229651712385","-0.23825478313020199","1.2742719996945482","-0.3110102287360412","-0.00048355707519931457","-0.170693628882308","33.192488570971115","0","1.0936058642670297",,,"15.92048662249621",,,"10.06804318050627",,,"5221338"
Asian Paints Ltd,ASIANPAINT,"Paints","249113.3064987","11.42117789908586","21.81026605576312","0.5300707583990576","0","12.1089803595148","0.2338309182301188","0.47012597891827923","0.6655959872468031","0","0.7745565176917264","52.62576741341325","5.185867557096853","-0.6689348189594959",,,"10.758676059918779",,,"9.468690393875907",,,"1001799"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","242734.4307284","11.373358421330808","21.47397091752819","-1.5312903994236091","0","34.127670581965624","-2.7527464795768637","2.0267519332762873","-1.8201637254349912","0","-1.8921826333392744","34.641122692017994","0","1.7934770076581188",,,"4.970413745868734",,,"7.22315433440619",,,"691308"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","224543.0534496","3.222688286183939","4.558088870585915","1.5788030880036628","0","11.09781625026013","1.577637699593824","-0.19007730232714515","0.24839808344602954","0","0.2514576833465636","62.433919582814745","0","-0.31829109376586295",,,"3.2092061216124153","-1.0270625271863902","0","1.3096339413679772","0",,"930970"
Eternal Ltd,ETERNAL,"Online Services","223724.172283786","28.912521804245277","35.986063812920435","4.2316705779696235","0","32.60861948035286","5.861289757132699","-6.429068856610634","3.27731294508267","0","2.1946494976930175","0","0","-3.6356494062634894",,,"5.641636660832103",,,"3.832298944649944",,,"2304885"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","217272.13880196","13.068200530349811","18.587746423288117",,"-5.08336257630566","56.13167442995227",,,"-2.6924498657302536",,"-1.3201410258087076","20.301510423216936","0","8.914431267255011",,,"3.6153821461288103",,,"3.0139878913043043",,,"334706"
Wipro Ltd,WIPRO,"IT Services & Consulting","206682.456642816","4.306902105622742","7.861797238637925","-0.041431219507437334","-0.01107236610117468","10.794037529831096","-0.014714302188734152","-0.01386670319097938","-0.5210230564260652","-0.032141856040837524","-0.5529739639181441","72.62148517233685","0","0.30699000129749265","0","0","3.953281801801544",,,"3.0866976322337916",,"-0.0006827642389809063","2603140"
Grasim Industries Ltd,GRASIM,"Cement","201515.67663226998","6.5318239408584","16.36781608648202","-0.118543788707834","0.519409475477012","17.179942555398465","-0.9116454713512141","0.6224431242069421","-0.6212507598806347","0.6260225681198435","-0.09318911270250574","43.737967479107134","0","0.3865962521974744",,,"7.206383891861175",,,"6.840532868807587",,,"243799"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","194929.574638932","2.518474183030156","9.20749726571626","-0.8886105566425657","0","9.84664965130771","-1.3193107427765174","2.15160213827827","-0.9045375662928503","0","-0.7000672414043474","51.498314593674124","0","1.270629516572761",,,"5.070672327591427",,,"6.579877612706965",,,"2789940"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","187891.5140298","10.159004380247111","14.823656743636942","-0.710223223469832","-0.002676663631675069","26.776564220495125","0.10821238734717831","-0.2056201684162886","0.08725957312640276","-0.006476929623083549","-0.10019805420953176","49.05504054759046","0","-0.23660388394258192",,,"6.155551099351749",,,"2.8177942983951354",,,"280399"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","187011.23867321998","15.274905444103274","19.130096925564427","0.2526836397413188","-0.014470883895725706","21.51391337665586","0.4356768337490493","-0.3317154049417397","0.407876775589191","-0.028924657701324463","0.2688176415981385","55.32891629601385","0","-0.3654316214533786",,,"1.739325594802474",,,"1.2178596306609808",,,"354662"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","182987.492194","13.42414495907576","19.21961536841761","-0.5634425738819999","0","20.290803152674414","-0.5401712699860752","0.8968157361598124","-0.05892072048601804","-0.003766924130907512","-0.3046111897686714","51.8837634193847","0","0.21112592684226428","0","0","5.990520610763052",,,"4.738767955138043",,"0","228006"
Varun Beverages Ltd,VBL,"Soft Drinks","173850.0218016","8.30367796647606","14.403548992133777","1.180983830146495","-0.0019376883561150748","19.505669036628316","2.6160400500850383","-2.42903177735667","0.8478749992968133","-0.002421038848211765","-0.055642430782183894","59.437067533248744","0.0008594970043287326","-0.8039767048357049",,,"4.376944069409081",,,"4.681901436012965",,,"877604"
BSE Ltd,BSE,"Stock Exchanges & Ratings","171823.18862322","12.522439555785848","25.09303200869986","3.483135987710245","0","19.42205358509251","5.1867789434615155","3.1697469293619847","1.355884505390975","0","0.861929944865194","0","0","1.970456424559078",,,"30.08663022655822","0","0","11.881928403888146","0",,"975435"
Interglobe Aviation Ltd,INDIGO,"Airlines","164889.47876708","24.008535532993125","31.180414684350577","6.7786529186507885","-0.0023313236208295507","21.642673793393776","6.520844292826496","-6.797050527946322","3.0509988210087613","-0.005119270747918847","3.2789703509656007","41.574455031643815","0","-3.3428169297924093",,,"3.397872308473188",,,"2.0345937774187304",,,"402483"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","164782.390155","11.933418539750031","12.90402685687394","0.23751228795252644","0","6.597210047004613","0.01305447322360287","-0.5135293596627832","-0.0010531544046479269","0","-0.029246307784871917","73.14756411629986","1.2866121033963345","-0.1410630151567478","0","0","4.745545795060021",,,"0.49424547261022217",,"0","115917"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","161704.65643961998","6.592581814729992","10.251079778775326","0.33652205223489684","1.5358583696242079","12.22780575231187","0.2866205570295737","-0.8245356799220271","0.11127073290383827","1.5358583696242079","0.15417504051473507","72.72921096615661","0.39124847356281034","-1.2415652635393695",,,"2.112510754151062",,,"3.5836370638243187",,,"403625"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","161624.68881593","14.445352436984852","18.833887799364728","-0.006856005780869978","0","22.5669734751004","0.48785579143281055","-0.32372736592472506","0.5455988856814145","0","0.2910746175279346","50.267157109211766","0","-0.5194110568951338",,,"6.5295648073502575",,,"2.4353028442695246",,,"324891"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","158343.3195575","4.329068216553831","6.9539952369139595","-0.5232906319101822","0","11.675869641463702","-0.9754183326560444","2.0119193590880506","-0.22826252222705712","0","0.054284759369835456","71.31382287270702","0","0.983252783793402",,,"8.245728412469404",,,"2.1804565308776653",,,"90555"
ICICI Prudential Asset Management Company Ltd,ICICIAMC,"Asset Management","155068.6680648","5.126320533634908","7.185588019807934",,"0","2.397919412699249",,,"0.6538171562525621",,"0.5849562289791175","87.59178395144306","0","-0.25117159335968564","0","0.10807365439093485","1.5000767209839905",,,"1.1571867289207276",,"0.11657223796033994","624271"
Jio Financial Services Ltd,JIOFIN,"Consumer Finance","154955.92446694098","5.339193298111092","13.420566339411375",,"2.0019062533250107","11.613715452184843",,,"-2.0338299933492365",,"-1.8179642781320338","49.126424226627556","0","0.06061072770040887",,,"18.113415678287353",,,"7.16556757395479",,,"4976390"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","149904.2542848","4.448531792894004","9.062874063246355","-0.6755245394944609","0","16.179944099704816","-0.22045207641148679","0.26151423402247786","-0.08026877242015651","0","-0.3789148407495162","68.30802625084858","0","0.04999801445101326",,,"2.753122630341836",,,"1.9407532865563206",,,"83811"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","149674.14","12.567744588744588","19.54800432900433","-3.5093993506493497","0","20.777020562770563","-2.284055916305917","2.4316792929292923","-1.1547597402597383","0","-1.1308524531024524","51","0","1.345617965367964",,,"6.955002886002886",,,"3.9312968975468974",,,"161993"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","148147.37965488","4.335829602561959","9.640832591617537","-0.2779446526406071","-0.009692462366828636","11.746453916736531","0.539415583740416","-0.4273184893021824","0.3803472257244991","-0.009250294934872727","-0.2264934607010618","69.31940744337172","0","-0.2558778935022801",,,"7.280601438038592",,,"4.5132508849615185",,,"520440"
Vodafone Idea Ltd,IDEA,"Telecom Services","147129.84153135802","5.932473669341712","6.212381550819465","1.3837985911933899","0.07227045097940632","5.5612076650283875","1.459670401503339","-0.4272516668890871","0.6054035259340358","0.07227045097940632","0.5922346987917377","25.641776181314825","3.0274211904528294","-0.434150143565442",,,"3.791340163179005","0","0","0.22427620012468474","0",,"5939398"
Trent Ltd,TRENT,"Retail - Apparel","145746.30413539","13.923924872275592","22.366811975964463","0.4044758698254043","0","15.592588229152756","2.3835330158100874","-1.2285229379722082","0.8636358062710983","0","-0.26744656402944145","37.005772476458745","0","-0.024443056234829896","-0.0014065193708759252","-0.0014065193708759252","14.041038988995453",,,"6.358941026052111",,"-0.0014065193708759252","512623"
Hyundai Motor India Ltd,HYUNDAI,"Four Wheelers","145233.596214","6.226639735516148","9.703527366184924","0.22374634341573607","0","5.421394930053385","1.9640254505279806","-1.9246866404665566","1.1115546032071482","0","0.4301899313154749","82.49999907696977","0","-1.0096038218866719",,,"2.0412759428415375",,,"3.3655771997256507",,,"768407"
DLF Ltd,DLF,"Real Estate","144384.93181098","5.147099724498293","6.939477342737538","1.3847813556940376","0","13.540577382135968","1.7286160727266413","-1.9091893714011317","1.1603388345144445","0","1.0293601382903974","74.07698919515391","0","-1.2675141447418188",,,"2.5690533376405407",,,"0.9103240188046039",,,"506572"
Bharat Heavy Electricals Ltd,BHEL,"Heavy Electrical Equipments","142207.4674182","12.878233055584365","23.982442961610044","5.239619685208168","-5.003062760183475","7.225320689203831","5.315472555495763","0.9919934096087131","4.208741227799976","-5.003062760183475","4.034870956562477","58.167826960747526","0","0.9356225513019139","0","0","8.926322479276084",,,"8.695178293216323",,"-5.003062760183466","1755262"
Power Finance Corporation Ltd,PFC,"Specialized Finance","141689.8690656","9.285409217199412","15.047397417223884","-1.2935622627588295","0","19.643963918252023","-0.985347070024897","0.806131323659546","-0.43441354365993945","0","-0.80452794885937","55.99417400995538","0","1.3173068335929123",,,"5.915387075821565",,,"4.35999428090363",,,"1054196"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","141015.4034801","19.057380531678206","37.33495147844623","1.4951422265563323","-0.00428097776201497","18.593469465398666","2.6945454562067255","-2.008666343823055","-0.4506890430713355","-0.009959792339799378","-0.8200818079113716","34.97498511115962","0","0.6557001139988223",,,"6.36390107813097",,,"15.360251437954359",,,"738055"
ABB India Ltd,ABB,"Heavy Electrical Equipments","139965.4816875","4.621631872737451","9.286876934429799","0.5848645670563988","0","8.19749007088559","0.9750874640985767","-0.09163394320776597","0.1356355075631157","0","0.4444142427122104","74.99999988202448","0","0.547450283642636",,,"6.164149953960055",,,"3.8573034218208693",,,"181528"
Tata Motors Ltd,TMCV,"Trucks & Buses","139818.12223281","10.592497048472449","17.839073903466428","1.41515631597124","-0.000022132717496958776","19.026257309081128","1.617086078580904","1.2102079765758198","0.6662167392070835","-0.000022132717496958776","0.8932136917705922","42.56458309245163","0","0.7395504706523326",,,"15.424594515437706",,,"6.209996543947649",,,"5705074"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","139191.283180127","16.51131244803858","21.130143460050636","0.07580338727922964","0","12.44692029378729","0.10617526120174148","0.4560147590877044","-0.4807883174729888","0.012790822320376094","-0.7372089454788266","48.59767879654794","1.4069904552413794","0.6937585504805579","0","0.07780064806494487","5.384961968016675",,,"3.281024058695338",,"0.21992184355049393","1220691"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","138497.5204452","5.232429371809227","7.9584879248630624","-3.663193255270336","-0.004916396162670367","18.208462637668415","-3.7255436405344966","4.241381997300568","-3.1713160821166024","-0.025019842115682422","-2.951810015287519","61.49620033165215","0","3.3855548750793787",,,"6.123881030012864","-0.5059541010684211","0","2.281638930105769","0",,"362997"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","136291.25022754498","10.455471059359349","19.00573450436723","0.417976236276294","0","9.689208078187479","-0.005227075394131475","0.9811042089844708","0.19219895369854","0","0.481018020764699","63.97124344595242","0","-0.15136302059419116",,,"5.66063667303624",,,"6.201775913169898",,,"1459934"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","134383.227270925","9.450696604322722","18.080337298185757","-0.36030724010786486","-0.0019197070201144584","12.029090795510628","1.817665962221124","-0.9909313587925066","0.5211652497116823","-0.006266931796943709","-0.015541773305882245","56.36249822418898","0","0.008840082487042267",,,"7.8200788184298595",,,"0",,,"521349"
Tata Motors Passenger Vehicles Ltd,TMPV,"Four Wheelers","133027.987495","9.945315539605899","17.035689721314977","-0.15186772446932473","-0.0005560426871795698","17.29177918630502","-0.24929377336949798","0.1647763298996736","1.6976090927957248","-0.0012116875360490553","1.1302806304703594","42.564049182481945","0","-0.592471504133858",,,"18.155256096426527",,,"6.387762172012777",,,"6378032"
Muthoot Finance Ltd,MUTHOOTFIN,"Consumer Finance","132857.96276268","8.77021238399799","10.421829234731746","-0.6852754735343165","0","12.302518118508512","-0.9451912732495575","0.7241223592359951","-0.7048897159237963","0","-0.3078645208497033","73.34669833454122","0","0.5507879527756501",,,"2.4342912542901622",,,"0.7476268198950694",,,"314887"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","132127.29026845","9.15470039090653","18.27795567292179","-0.39315724714748335","0","10.041608451322434","1.6209826604696644","-0.15028274552256882","0.7546730369434513","0","0.26878689646812504","46.85754183481772","0","0.03820861545516152",,,"20.976199184505635",,,"7.769408770128429",,,"4105019"
Siemens Ltd,SIEMENS,"Conglomerates","131636.3834682","3.7454296544929364","8.59145024519158","0.05085609995975959","0","6.802779019983698","0.54521011083032","-0.19259239228586456","0.23468937852932648","0","0.1923059723842635","74.99986921561846","0","-0.051900970992951656","0","0","7.420072034324448",,,"3.22350379683978",,"-0.4971287933942276","258262"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","130536.99476802","14.535991808723711","17.249085745602407","2.5935731503747803","-0.004739555625278058","22.517319168436707","2.6540472446001164","-2.294616736892486","2.009990843699457","-0.040358298786770774","1.8053975743515451","50.205415880524306","0","-1.7402490636468677",,,"3.5908875004271903",,,"1.6933591706994353",,,"691649"
Vedanta Ltd,VEDL,"Metals - Diversified","130322.7578055","6.898398216952206","13.430890012561225","-1.9275845236144544","0","13.925038258677352","-2.8105401407224093","2.843226052743642","-1.8739976936258351","0","-1.5272293728775583","56.38488346579972","56.38122664202889","1.779980426121682",,,"11.15787179277384",,,"5.72490148642043",,,"2110601"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","129459.55326788999","14.978314167888138","19.91145447317921","1.6538110800357622","-0.4718068009560099","24.873961337712487","2.6434317545602504","-1.9778319740725472","2.358251882935239","-0.6273989917658156","2.1401580248510275","49.251377788191306","0","-1.679488258147515",,,"3.894636666959772",,,"1.4701985377823346",,,"160428"
