Name,Ticker,"Sub-Sector","Market Cap","Current Ratio","Cash Conversion Cycle","Interest Coverage Ratio","Long Term Debt to Equity","Debt to Equity","Quick Ratio","Net Income / Liabilities","Working Capital Turnover Ratio","Inventory Turnover Ratio","Asset Turnover Ratio","Days of Inventory Outstanding","Earning Power","Days of Sales Outstanding","Days Payable Outstanding","Price Momentum Rank","Fundamental Score","Value Momentum Rank","Earnings Quality Rank","Price to Intrinsic Value Rank"
Emcure Pharmaceuticals Ltd,EMCURE,"Pharmaceuticals","32874.8274498","1.7074209131759532",,"9.95900327138582","0.09636005213775571","0.2203466514418675","0.9834274642371275","26.560695136458477","6.275863712662112","0","1.1643165442177388",,"17.617059419606424","76.4568504372735",,"87",,"63","74","30.85"
KPR Mill Ltd,KPRMILL,"Textiles","32764.58097","4.291021671826625","216.8940612961","22.97674418604651","0.010761695321871254","0.0931547381047581","1.8806501547987617","90.30556945139236","2.9462646704376443","0","1.147399139656556",,"19.887545458205285","33.77154794385263",,"15","6.625","26","67","21.62"
Physicswallah Ltd,PWL,"Education Services","32185.8390875","1.557833545812317",,"-2.030356305672764","0.5361630362016582","0.641549513363201","1.4963763095172113",,"13.859087488884315","2.6461812209143165","0.9136149853672613","137.93461956240628",,"4.1441105725727105","363.90498112036414",,,,,"30.33"
Dalmia Bharat Ltd,DALBHARAT,"Cement","32013.756858040004","1.594677388474057","67.2351146803","4.01875","0.2857142857142857","0.3258285714285714","1.3293126555619377","8.989030068660721","4.65057257814918","0","0.519185253010383",,"6.3935567266580495","20.951184613336885",,"24","5.02567567567568","36","24","69.88"
ITC Hotels Ltd,ITCHOTELS,"Hotels, Resorts & Cruise Lines","31977.852295768","2.978238020573082",,"142.61160151324088","0.006783838097617174","0.006832307399771075","1.9089546323896822","46.8413658648471","3.0362437126648514","0","0.38333005301755224",,"9.067307869622423","14.550971516459025",,"8",,"32",,"73.03"
Escorts Kubota Ltd,ESCORTS,"Tractors","31859.5310484","2.744728396928609","49.0643655365","139.93245227606465","0.006536780244912138","0.010149668529079697","2.1570853705663935","87.6381420240942","3.1715123145822584","0","1.0321831100546968",,"21.831902855279512","38.278066284737996",,"17","6.85","37","56","50.05"
Procter & Gamble Hygiene and Health Care Ltd,PGHH,"FMCG - Personal Products","31230.4741056","1.2103855459125918",,"61.290909090909146","0.000013568705138468348","0.0031479395921247236","0.9646749384058775","62.54937410340566","16.70016397856042","5.588911759441561","1.8884506917518384","65.30788384400445","49.94842511383523","29.149097533237978","246.50599274625503","6","5.88888888888889",,,"79.43"
Hexaware Technologies Ltd,HEXT,"IT Services & Consulting","31216.39686204","1.4379682648206704",,"17.305949008498565","0.08763425529892596","0.10783195513734437","1.4379682648206704","29.83201516438979","8.592650167889564",,"1.38903743315508","0","16.810214358438113","53.237696020609754","11043.475609756098","1",,"23","83","14.69"
Schneider Electric Infrastructure Ltd,SCHNEIDER,"Heavy Electrical Equipments","31083.52455","1.7004938823120643",,"8.109374999999998","0.4415011037527594","0.44952839654826415","1.2799493708584617","22.60312692479686","5.9867702106262914","5.29728964464929","1.524640172102738","68.9031607642374","20.677932775892042","90.12424736741909","105.82001995521952","98","2.74571428571429",,"99","1.99"
Jubilant Foodworks Ltd,JUBLFOOD,"Restaurants & Cafes","31078.411191034997","0.5521511017838403","-109.0310798256","2.3732740033946502","1.7524463991203956","2.002849551035367","0.3586807211676046","6.887417218543039","-11.358478131674794","0","1.174076865109269",,"12.311994288434073","11.253127651704707",,"7","6.54285714285714","28","9","63.59"
Bandhan Bank Ltd,BANDHANBNK,"Private Banks","30955.710024540003",,,,"0.45269195176104376","0",,"0.7316662025371785","-0.1873841323538337",,"0.13203067204729702",,"0.9038049446911948",,,"86","5.6","85","19","12.38"
CRISIL Ltd,CRISIL,"Stock Exchanges & Ratings","30814.79526329","1.8814971400149214",,"47.851035103510355","0.08148504667967718","0.09784600981064401","1.8814971400149214","49.458290289256226","3.487047353760446",,"0.8811687443248608",,"23.20371695939104","60.12239219288785",,"23","4.34166666666667",,"90","40.29"
UCO Bank,UCOBANK,"Public Banks","30759.538175487",,,,"0.9288516394743064","0",,"0.8350101505022041","-0.12101643867070466",,"0.08671982809628972",,"1.2069424337506862",,,"15","5.15483870967742",,,
Central Bank of India Ltd,CENTRALBK,"Public Banks","30638.99331249",,,,"0.5902520244598848","0",,"1.0070569575352648","-0.117469642170819",,"0.09156767365426323",,"1.3621943884907792",,,"34","5.97903225806452",,"28",
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","30632.137376059996","0.4746207470471003","35.8922553977",,"6.138888919811394","6.470216248489282","0.4746207470471003","1.2350583782862767","-2.262370283028978",,"0.1971597619460679",,"3.264776781431164","1.928874570744079",,"36","5.26739130434783","65","4","83.53"
Mindspace Business Parks REIT,MINDSPACE,"Real Estate","30588.070829292","0.4603265656573133",,"2.4016499282639887","0.5821616468249681","0.6836540954562149","0.4584650229824652","5.30938709020566","-1.8579777727274005","0","0.1300915100064574",,"7.415591961919753","9.254530353367564",,"60","6.51666666666667",,"16","31.37"
Star Health and Allied Insurance Company Ltd,STARHEALTH,"Insurance","30585.214033959997","0.17800519296374623",,,"0.06658006536179183","0.06658006536179183","0.17800519296374623","4.1167088207164495","-1.7868893768313499",,"0.9350543265264499",,"3.663768504500733","0",,"65","3.71428571428571","61","39","37.88"
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","30326.49648","1.1685475487648205","466.0752155026","63.32568238213401","0.0036647653492107766","0.004650693035022075","0.7320778864164597","9.02944865710599","6.155187873251116","0","0.7055884841300433",,"9.851010712676205","11.378316480085314",,"67","5.35","54","95","38.82"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","30242.5007073","0.8338914135374311","-51.6768663517","2.648888888888888","0.9455928559616337","1.0570117413593516","0.7573546998325759","7.381360078277881","-179.73040895590526","0","0.8272752224403714",,"9.428390634887151","32.00500838968831",,"74",,"51","10","24.03"
LIC Housing Finance Ltd,LICHSGFIN,"Home Financing","30077.44484","0.05788955337431411","-0.9536054756",,"6.529537888479627","7.446616482618452","0.05788955337431411","2.0179961551380172","-0.8144978580713945",,"0.09530878903020894",,"2.261960707091235","0.1363998306918512",,"53","4.02272727272727",,"1","37.25"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","29978.91169533","4.773543407434814",,,"2.8743845826970644","2.8980124300438517","4.773543407434814","2.7296357420403083","3.3105543322795974",,"0.19852885695645558",,"2.581440915489967","0",,"76","5.98260869565217",,"4","12.07"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","29639.9603175","1.1161901475375104","-2504.4895580227",,"0.006793649329945131","0.6053707247091287","1.1161901475375104","8.134377050083822","4.170478507048291",,"0.34185976147853053",,"7.530154903032393","27.86047012652774",,"74",,"70","22","22.14"
Aditya Birla Sun Life AMC Ltd,ABSLAMC,"Asset Management","29519.62778795","1.317698299690091","-466.9419067261",,"0.018261973183931825","0.018261973183931825","1.317698299690091","251.59201155950046","27.410793904305606",,"0.5408178270756853",,"30.75906018573654","8.737272458011855",,"94",,"66","89","32.42"
Anand Rathi Wealth Ltd,ANANDRATHI,"Asset Management","29337.001436579998","3.8296188201998764","11.4643172068",,"0.06495033848890645","0.08250234718584769","3.8296188201998764","124.83907610753498","2.5894347574580614",,"1.0946016165021197",,"40.34633533267608","11.387776350537345",,"93","3.99782608695652","50","98","4.72"
Himadri Speciality Chemical Ltd,HSCL,"Commodity Chemicals","29334.048565859997","3.556591607975399","82.5068135626","16.54916886748485","0.0014956482998933897","0.08311985870896911","2.5890949971894317","84.89141979074867","3.6462895606634573","0","1.0614194537588537",,"22.879510309278345","48.664375340180754",,"91",,"69",,"6.82"
SJVN Ltd,SJVN,"Renewable Energy","28915.43289765","0.9846993668095313",,"1.8840475860262282","1.8537760249653608","1.904622933119838","0.9663408116831577","2.0144432013483184","13.051303662968243","0","0.11079343418686184",,"5.308437907321873","45.64654305381753",,"30","6.6625","48","7","9.23"
Exide Industries Ltd,EXIDEIND,"Batteries","28861.75","1.2251014817094843","75.2382765943","11.084874424614386","0.09934534796600002","0.1447317806937216","0.4488067927698428","11.457087059858678","11.572099090688186","0","0.9153881970651115",,"6.417300305567916","30.946585229997986",,"39","5.54830508474576","55","34","21.93"
Go Digit General Insurance Ltd,GODIGIT,"Insurance","28761.16485441","0.10926556981980372",,,"0.0811368430813455","0.0811368430813455","0.10926556981980372","3.174563369965093","-0.7630595031235025",,"0.5454464529499298",,"2.9434405016742153","0",,"35",,"44","49","43.44"
Nippon India Silver ETF,SILVERBEES,"Silver","28516.761711659998",,,,,,,,,,,,,,,,,,,
Metro Brands Ltd,METROBRAND,"Footwear","28422.709883040003","2.8980191433534124","163.2990876039","6.566769843024539","0.6067308411537599","0.7060421065956258","1.7211463838279313","21.9614401683704","2.3516636465107035","1.465647154894028","0.7782142712942622","249.03674720153975","17.814931997780736","11.703942336885717","94.97432001215621","31","6.25833333333333","26","59","37.04"
Aditya Infotech Ltd,CPPLUS,"Electronic Equipments","28288.8304194","1.1254436795666154",,"11.382205214063616","0.042734874762938906","0.44936963848791844","0.7095767906023533","16.290196951151653","10.690945412458579","4.006015626132459","1.3993492074691725","91.11297460224417","14.990786095667097","96.00012605478194","132.4484192891234",,,,,"2.62"
Dr. Lal PathLabs Ltd,LALPATHLAB,"Hospitals & Diagnostic Centres","27875.719034640002","3.3888654156828637","-95.1067799542","30.346491228070168","0.046517741007129035","0.07134925922400938","3.299067975643097","99.57393088212086","3.5267318442633036","0","1.1086489091370055",,"25.499091555706237","10.546540046086168",,"62","5","41","82","13.96"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","27699.247405445",,,,"0.10201399215728352","0",,"2.3328424476162173","-0.14807864018109282",,"0.11690094823714031",,"2.7773987715177832",,,"86","6.05645161290323","85","75","61.49"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","27643.379031840002","0.6121805821648247","-739.672807635",,"3.4995116564955615","3.6950204380800002","0.6121805821648247","3.4896994588410153","-3.487215652829941",,"0.10979542967861718",,"3.5998509943485466","2.167458941992042",,"74","4.95454545454545","81","7","32.53"
ITI Ltd,ITI,"Telecom Equipments","27537.5662562","0.8758428433104672",,"0.041952741863577135","0.03704957589038397","0.9114971254108754","0.8436944958629111",,"-3.929022953234318","9.180147741193066","0.3824936967509889","39.75970869860576","0.09008681266921531","306.25384973849117","357.9185536829166","46","3.9",,"7",
Timken India Ltd,TIMKEN,"Industrial Machinery","27501.47352508","3.8157195341202215","134.7933505957","148.75935828877013","0.004815685778260518","0.0058420947178605695","2.5559290236848278","71.46942291128349","2.4911696408916284","0","1.0940626481375215",,"16.242332945054123","70.3226043231502",,"76","6.36960784313726",,"72","14.9"
TVS Holdings Ltd,TVSHLTD,"Auto Parts","27452.9419176","0.7262756354102599","33.973897593",,"2.721717614787115","3.1989000050214593","0.5761392652787356","3.876857104839208","-11.73429183520056","0","1.1831184364048821",,"9.497582251774213","11.299362381815216",,"61",,,"96",
Tata Technologies Ltd,TATATECH,"IT Services & Consulting","27386.16567435","1.74163622810287","-89.3326904077","23.412661195779602","0.05187711975683212","0.06609450693129054","1.74163622810287","17.718757395106984","2.9709294603864094",,"0.9318548831738487",,"11.986981241643818","68.89685824681722",,"32",,,"58","3.15"
ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,"Auto Parts","27332.288544","5.79893067771361","45.1774162068","130.7977528089888","0","0","5.410036120237536","90.62472618943306","1.9933926267088937","0","1.2005687320178264",,"18.452442281629196","87.23465469430258",,"71","4.93305084745763","39","68","60.44"
Inventurus Knowledge Solutions Ltd,IKS,"Health Care Equipment & Supplies","27298.16390104","1.50400046048466",,"13.881281138790035","0.3278333119143539","0.47808279646195706","1.50400046048466","63.873200786077255","17.336032825828752","0","1.107431147255461",,"33.403326082860914","50.80874841948563",,"58",,"45","90","46.8"
Nuvama Wealth Management Ltd,NUVAMA,"Diversified Financials","26893.35432344","1.2008296317442488","113.8128085437",,"1.5911751991778098","2.244083352657088","1.1266742482658259","4.181817305390282","1.6489617679558006",,"0.19122413552377646",,"4.878793696532461","54.361752085893116",,"69",,,"13","60.02"
New India Assurance Company Ltd,NIACL,"Insurance","26878.88","0.4216040644330676",,,"0","0","0.4216040644330676","1.7493978261663985","-1.3395925698090532",,"0.4665741815021507",,"1.1230957917819426","0",,"38",,"67",,"21.41"
Honeywell Automation India Ltd,HONAUT,"Electronic Equipments","26683.716414","3.5684297180489812","18.645670532","74.07216494845359","0.020900401168837603","0.024986380070328367","3.4057076215956643","33.516343207354446","1.3763042031796369","0","0.9259121689191119",,"12.819826571030937","74.98009627846696",,"14","7.15","9","64","49"
Brookfield India Real Estate Trust,BIRET,"Real Estate","26569.465901904","0.714643624092443",,"1.7780422249122878","0.5508799784143275","0.5673290603362019","0.714643624092443","4.549708995609405","-4.702154858958166",,"0.1176757494461673",,"6.518784193339947","8.338480397742996",,"56","6.16666666666667",,"12","38.51"
Motherson Sumi Wiring India Ltd,MSUMI,"Cables","26340.961058856","1.5790347575824666","55.8785748065","32.309714285714286","0.0984513925690396","0.15851145262909966","0.8692716404693382","30.78946072395961","10.459139148257798","0","3.3436288713834323",,"22.745387255953652","34.00917300148412",,"29",,"64","94","50.37"
Wockhardt Ltd,WOCKPHARMA,"Pharmaceuticals","26192.11272111","1.2071498530852105",,"2.1173708920187795","0.2804380502469401","0.4339703671891776","0.8521057786483839","6.186465291896602","-37.869565217391305","0","0.4434262441135293",,"5.567901234567901","66.99698622273249",,"80","2.02285714285714",,"19",
PTC Industries Ltd,PTCIL,"Iron & Steel","26114.0218482","6.769287529720423",,"9.793258426966284","0.03365641180967216","0.04386799936538156","5.062638353693531","30.94284120302277","0.7010047420547537","0.7487970563260685","0.2760372975414596","487.44849744849745","5.5031158647076985","135.8111010461107","173.2387544887545",,,,,"85.94"
Tata Elxsi Ltd,TATAELXSI,"Software Services","26009.64719064","5.2814907113729035","-71.4357678033","51.838570548367215","0.04871047147512553","0.0686513098085288","5.2814907113729035","86.5892305996472","1.808558233014654","0","1.1639080425827217",,"23.463627946409645","89.97295377277109",,"8","7.5","12","81","15.84"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","25961.245683701","0.9776027997929224","18.2075666335","5.425448893885784","0.6551788213251707","1.013395889634647","0.34665646521244214","8.96321207303096","1558.6467905998272","0","2.543683932373196",,"14.291218420493335","15.136441417538801",,"47","3.65714285714286","72","47","8.08"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","25674.69514512","1.2008201345194185","27.5205969058","8.607397388544962","0.014504241856769948","0.06999684343434343","0.5520915599913213","21.22607643640543","16.024606025913222","0","1.2213525319274738",,"10.13836857191525","14.59918655016656",,"57","7.49626865671642",,"48","34.63"
Gujarat Energy Ltd,GUJGASLTD,"Gas Distribution","25649.4160575","1.000290116147662","6.8110674491","30.911389961389936","0.013564768352957252","0.017666237908792362","0.979421994177436","27.59409535572763","-57.066755514548795","3.8722309798390446","1.372053529028028","94.26090589646897","12.656675975467754","22.444693716605","1479.44967003771","28","5.88333333333333","50","66","32.63"
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","25594.14","3.4801414409294686","27.1490263052","3583.3529411764707","0.00108655882385551","0.001652012905657867","3.4801414409294686","127.33083966056269","1.8428688341641246",,"0.6281190408568994",,"28.174922529022712","17.634053290270487",,"10","5.63695652173913","13","89","18.05"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","25520.814","1.5772443229593482","81.8480363411","1.7109420847221035","0.9438859349418809","1.0389749518071194","1.4868654620778754","2.499416552965527","5.079208433033694","0","0.15911943155279096",,"5.576680659004183","25.317698797297677",,"36",,"67","78","65.06"
AWL Agri Business Ltd,AWL,"FMCG - Foods","25452.478678543","1.2463323828170305",,"2.9338246735793794","0.03865164390190068","0.2055747502101036","0.5094593995374762","8.0228478511425","29.00035310530061","0","3.562470845453407",,"9.253562194226863","10.196068529405855",,"6","5.44402985074627","51","48","75.24"
ACC Ltd,ACC,"Cement","25381.326467079998","1.6132794650811997","48.7737110744","20.24631860776438","0.015135276687988282","0.023157420563910156","1.273588384217073","31.179985935179243","7.430539742140867","0","1.0819482256023525",,"8.927064162240708","13.760197987847079",,"5","5.83378378378378","48",,"49.63"
Force Motors Ltd,FORCEMOT,"Four Wheelers","25144.2607746","1.495652778743827",,"465.94171779141135","0.0004414051176641104","0.005741560597675705","0.8095105608495051","57.745612948117994","14.826596266025891","0","1.9644327429893378",,"29.58659753251865","5.417289521327751",,,"2.82857142857143",,,
NBCC (India) Ltd,NBCC,"Construction & Engineering","25112.7","1.173844702923609",,"139.28205128205096","0.0000636410941775886","0.00014974375100609084","1.0797541487626772","4.912139922551673","6.95053010451071","0.216978289765175","0.940443796621406","1682.1959487053828","5.555973614093316","87.58312249427436","6616.530568488115","17","3.55952380952381",,"88","86.78"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","25040.11000365","1.640314638357741",,"66.11750881316102","0.000048870600424196817","0.000048870600424196817","1.060318475410884","46.687309270168505","4.875716440422324","2.239300137758887","1.207336365697822","162.99735522067868","29.34035563435367","52.69451392510229","251.4194525359385","43","4.89444444444445",,,
Aegis Logistics Ltd,AEGISLOG,"Oil & Gas - Storage & Transportation","24919.245","3.2063502708663996","4.8666380274","6.98299751921098","0.6884873992173342","0.8050448573530931","3.0688604236991326","12.379861077415171","2.9249644455818125","43.93405618928615","0.7335626631791977","8.307905794708061","10.41602548770966","31.584751475513297","29.45591122610004","18","5.5625",,"42","64.64"
Deepak Nitrite Ltd,DEEPAKNTR,"Commodity Chemicals","24878.0906784","3.566698376321535","77.9875240077","17.451325510647543","0.20541563895248735","0.2335648685816254","2.5627634964218524","24.10735398439349","3.5870626442994533","0","1.1514634287701402",,"10.41874234593271","59.069176311888604",,"63","7.61696428571429","55","39","11.96"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","24828.17474665","1.0201082006430584","9.1960191817","2.1829529870951827","0.45711181616319885","0.891140150023157","0.6568634981948269","2.904576526966847","152.05584728485917","0","1.6390572381603716",,"7.367335507421795","49.2239453660788",,"81","5.23181818181818",,,"38.61"
Sai Life Sciences Ltd,SAILIFE,"Biotechnology","24208.74372695","2.053966607052656",,"12.880479102956166","0.07737882689018775","0.1655687947527674","1.8916845281164245","34.29360539403588","4.587701973946767","0","0.8290321387625281",,"16.066921399462135","49.74090166932844",,"88",,"51","64","29.59"
Kirloskar Oil Engines Ltd,KIRLOSENG,"Industrial Machinery","24178.13848664","1.2729470839953152","107.1410816825","2.455614850519309","1.241840927530163","1.9035207673584758","1.1015180155628488","7.74078766477073","14.008881762660561","0","0.8296808529934901",,"12.254727895442203","30.578961176248185",,"96","3.5578431372549",,"19","34.94"
Tenneco Clean Air India Ltd,TENNIND,"Auto Parts","24123.42954893","1.1546032325656206",,"37.152935372471674","0.009054993580877838","0.012211837233389358","0.9131345801055496","45.284674885777406","38.16173341071777","10.75450936465317","1.9857894715648499","33.93925167796542","26.597044655092066","46.1478216346105","96.77832935604727",,,,,"25.18"
CESC Ltd,CESC,"Power Generation","23946.42981795","0.9835127451361894","-2.2298196032","2.5580882352941177","1.037291866362811","1.4265311272067085","0.8979999976416458","5.43367185132459","-113.94914523775402","0","0.5074930075755424",,"8.489283347339796","43.10865355521936",,"65","7.25","77","12","48.06"
Apollo Tyres Ltd,APOLLOTYRE,"Tires & Rubber","23778.73234506","1.3335516215371657","67.9660889141","4.344061302681986","0.17722356542527612","0.29869427118253783","0.6364115593114411","11.013722815183353","12.88803182741826","0","1.057440075709406",,"6.2464419117998045","36.53840815812842",,"10","4.55","47","29","59.6"
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","23776.44299294","6.458640064050334","-15.9699654778","23.189718392490466","0.10445215566695375","0.15169266632817083","6.279603794840547","86.63388782570293","0.8808755141412838","0","0.3663247398988844",,"17.910120607216044","32.60842909692321",,"94","6.9375","93","65","30.43"
Nexus Select Trust,NXST,"Real Estate","23729.445","1.075446170209438",,"2.623081122393274","0.35271305767307515","0.37738159061749843","1.0731390674612484","6.322346101713502","10.095207327733645","0","0.13078027495787795",,"5.853907665137611","8.391365321988593",,"56",,,"17","33.37"
Acutaas Chemicals Ltd,ACUTAAS,"Biotechnology","23583.79540332","3.9143097310126587",,"148.62079510703364","0.003598294029862053","0.009794935117077125","3.024574762658228","155.43871896679596","3.4631974921630095","0","1.0441373835132224",,"31.369169797193496","65.66008906911908",,"98",,,"89","10.81"
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","23361.86061635","1.5391859850727643","168.0852027875","0.4833920187793414","0.40775856658137927","0.5976848108478647","0.9251301685752747",,"5.847665784784496","0","0.599083569771371",,"1.0677129916962829","89.53593874116753",,"35",,,"9","33.79"
Nippon India ETF Nifty IT,ITBEES,"Equity","23187.2674338",,,,,,,,,,,,,,,,,,,
Bharat 22 ETF,ICICIB22,"Equity","23032.21960039",,,,,,,,,,,,,,,,,,,
Sumitomo Chemical India Ltd,SUMICHEM,"Commodity Chemicals","22998.1397862","3.129303645989826",,"104.22154779969647","0.011283643536000606","0.01786175299216203","2.400250733031487","47.76930418922876","1.6645719174594122","2.688167297023751","0.8984908875999891","135.78023972098606","17.329585595769153","83.71074031242543","95.43478445493767","48","5.91911764705882","41","79","47.22"
MTAR Technologies Ltd,MTARTECH,"Industrial Machinery","22937.4270087","2.1305411926921756",,"5.296321525885558","0.11119190034571698","0.24318169346430335","0.9376766632195797","23.428429051949664","2.6257317625074816","0","0.8412849872773536",,"13.757774691003032","72.32219504058712",,"99","6.88921568627451","50","38","18.26"
KIOCL Ltd,KIOCL,"Iron & Steel","22887.90627536","3.3941612464075033",,"-12.360260586319223","0.1036050248320187","0.11294770669003798","2.970594463772501",,"0.7062286407231838","0.8878006625378079","0.2687051717629294","411.12832576249184",,"9.748602915925197","231.9904102675031","80","6.36417910447761",,"9",
R R Kabel Ltd,RRKABEL,"Cables","22195.8243012","1.784712538032454",,"9.756710071751277","0.026381804498703906","0.1347752970798376","0.9837728194726164","36.079308070072635","9.575732070153462","0","3.0641335001511067",,"20.878780296395743","27.3152180578694",,"94",,"79","80","11.86"
Aegis Vopak Terminals Ltd,AEGISVOPAK,"Oil & Gas - Storage & Transportation","22121.050077885","2.7614089128469548",,"1.8565348281947476","1.9609071825564253","2.0884471739096466","2.7302373857434628","3.0275486944231633","1.901950990186285","3.029986962190352","0.12160703667974522","120.46256454388984","5.842029357144841","70.7349260786949","826.5899311531842",,,,,"88.46"
Netweb Technologies India Ltd,NETWEB,"IT Services & Consulting","21874.903724789998","2.3340214348330175","64.1735109961","22.353667953667944","0.010748024814737994","0.014990666188976676","1.7038995560331418","56.69503897749492","5.165066075679225","0","2.9251774768732193",,"32.40351034297482","45.19058667550547",,"95",,"50","92","20.57"
Indraprastha Gas Ltd,IGL,"Gas Distribution","21672.024768","1.0761811337866385","-4.5018166635","129.57318652849725","0.007159059089721737","0.008784623104056767","1.0629891748200624","31.32342596560446","54.977182960665836","0","1.1298127573224213",,"12.832961932362672","18.695396282921653",,"10","6.20833333333333","46","73","61.8"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","21523.75","1.9094594594594594",,"108.09589041095879","0.038229376257545265","0.046381514895826564","1.1292318634423897","15.478021316715008","2.892192207022569","3.352095623277261","1.3534811162683207","108.88710854947166","10.39575264142491","35.11077624479202","91.62516810758885","44","4.10142857142857",,"70",
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","21464.813554289998","5.244868459092223","720.5327745622","30.200000000000006","0.0034079908766625555","0.004090915118484041","4.093849378433073","82.01462765957449","0.8562710645755628","0","0.5396573648987361",,"20.44423902996031","190.63150105486338",,"91","7.46875","47","74","19.41"
Pfizer Ltd,PFIZER,"Pharmaceuticals","21444.70685232","6.168197222173448","140.4141840809","103.918776371308","0","0.00966944167154723","5.332531474425384","104.14155975205404","1.0546509068883785","0","0.5924797782030199",,"20.05961992299093","25.660271088787123",,"51",,"37","76","60.65"
Onesource Specialty Pharma Ltd,ONESOURCE,"Biotechnology","21408.95687874","0.9775641813548351",,"0.24731974793354589","0.0372973414187036","0.13120984664777963","0.7605316420429871",,"-5.966112253161405","0","0.31633532720528734",,"0.39466844977053817","59.9402760665734",,"70",,,,"28.86"
Grindwell Norton Ltd,GRINDWELL,"Industrial Machinery","21355.6736","2.8341879266412904","88.6666747094","68.97552019583844","0.026732171575863054","0.03681346522438368","2.0636698228947115","52.94567225017519","2.9211619405014915","0","1.0886820623927234",,"18.448569370785048","41.468448861968504",,"72","6.58725490196078","51","76","9.13"
Neuland Laboratories Ltd,NEULANDLAB,"Pharmaceuticals","21328.4074736","2.446906740535549","158.1354178801","21.416283924843427","0.07171385287347276","0.1030554626478053","1.6185445253280077","55.56505411635396","3.51804730939591","0","1.023389699560119",,"23.529735581775146","61.26592065850035",,"71","4.94357142857143","39","80","58.97"
HFCL Ltd,HFCL,"Telecom Equipments","21322.693880242","1.859737453555735","205.7039095861","2.766834669090308","0.09701358476641773","0.3694687472689668","1.5484907561628467","9.096665567542166","2.0755448683459012","0","0.7147220290284698",,"8.875089613571701","149.46804914963238",,"99","6.90833333333333",,"27","22.04"
HBL Engineering Ltd,HBLENGINE,"Batteries","21278.87002969","2.860015957946119",,"29.71428571428573","0.013843071380866604","0.05012379159836204","1.607856941706562","55.70126918357906","2.6333989243080156","2.200312535574206","1.1049317481285776","165.88552494191353","19.544329376105082","65.97106264695333","54.555838279699366","54","4.76857142857143",,"80",
Kalpataru Projects International Ltd,KPIL,"Power Infrastructure","21233.85836964","1.2695433029970369","68.4846472547","3.738123776419351","0.237371036009436","0.6668114629161862","1.1852178429358924","5.444159221438901","6.771794973617203","0","1.146715620976468",,"7.317261060766857","91.11558902835345",,"64","5.7452380952381",,"47","53.1"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","21132.18958084","1.079612493235242","84.442016349","4.996648480124703","0.8033318573856045","1.020220483883786","0.479812890815468","8.951808710454413","47.37449814504249","2.2527762137507157","0.7585294981614251","162.02230730779087","9.441662493740603","31.138949439383474","159.525457760826","25","4.87203389830508","34","27","49.95"
Hatsun Agro Product Ltd,HATSUN,"FMCG - Foods","20916.0623652","0.6302314868772304","54.3331244516","4.215721120984279","0.755065325228813","1.4965707165979647","0.07728809044138459","11.317493502449691","-21.76666121023626","0","2.0778040522943906",,"12.677752882895849","0.3334172270163061",,"40","4.08582089552239","40","20","5.46"
Aadhar Housing Finance Ltd,AADHARHFC,"Consumer Finance","20900.7069687","4.049153892851722",,,"2.5614684830728045","2.5614684830728045","4.049153892851722","6.503256434982571","2.865075942137104",,"0.1742537906868314",,"6.053814362495986","2.2180881938115697",,"54",,"58","8","67.37"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","20871.394846245003","2.18979378752284","71.7714494779","182.96153846153842","0.028562056664889913","0.032112837754725496","1.9098407726442184","42.68694611947949","2.86748548856232","0","1.217402558184681",,"23.33384019973806","43.75844923812899",,"62","7.25454545454546","59","95","9.97"
Ramco Cements Ltd,RAMCOCEM,"Cement","20792.5479781","0.5189118882675346","42.6529713674","1.6937148319537696","0.4570083336244683","0.6281271247248775","0.28331200326442796","3.0679782512805343","-4.614263739042481","3.8419931388336015","0.5373824952421387","95.00277247002349","4.774298644750787","33.03072104286116","103.33593225280761","40","3.76621621621622","31","15","37.67"
