Name,Ticker,"Sub-Sector","Market Cap","Current Ratio","Cash Conversion Cycle","Interest Coverage Ratio","Long Term Debt to Equity","Debt to Equity","Quick Ratio","Net Income / Liabilities","Working Capital Turnover Ratio","Inventory Turnover Ratio","Asset Turnover Ratio","Days of Inventory Outstanding","Earning Power","Days of Sales Outstanding","Days Payable Outstanding","Price Momentum Rank","Fundamental Score","Value Momentum Rank","Earnings Quality Rank","Price to Intrinsic Value Rank"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1840019.2900303397","1.1003510844387827","12.3184831132","5.551273049776431","0.2516189163115847","0.3707442161750985","0.7784421371851976","8.592289862534","18.368440633825443","0","0.586370348856512",,"7.70487758967602","12.391298043327952",,"32","7.71428571428571","50","36","59.18"
HDFC Bank Ltd,HDFCBANK,"Private Banks","1169343.2606485",,,,"1.179238913695242","0",,"1.968647934416327","-0.21499782024446892",,"0.1174665404724484",,"2.3214043939934066",,,"9","5.66612903225806",,"26","76.81"
Bharti Airtel Ltd,BHARTIARTL,"Telecom Services","1160404.30227762","0.3745772837760101","-219.3880073838","3.0956655671690956","1.0460435648673956","1.39209814182398","0.3720739613456426","7.5938348592953595","-2.2164268737150254","0","0.4522682460130132",,"13.213321439073436","10.382548401948872",,"24","7.06666666666667","24","64","47.43"
ICICI Bank Ltd,ICICIBANK,"Private Banks","887112.8190763199",,,,"0.6658200571176269","0",,"2.325530967357829","-0.23047960516152083",,"0.12440768822507409",,"2.909556881334786",,,"29","5.50322580645161","48","51","74.19"
State Bank of India,SBIN,"Public Banks","877739.4262527401",,,,"1.2094683906509807","0",,"1.198622214187082","-0.14660535751117942",,"0.10125201638298499",,"1.5556984843139487",,,"62","5.48870967741936",,"22","62.12"
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","842073.68893932","2.2278129822372525","-904.3622950654","54.37163814180929","0.08714209332767935","0.10401187337524659","2.2273369012049775","67.69937679703945","3.748910573822004","1.72","1.597470395743579","212.2093023255814","36.82458725926907","85.23117053455307","127215.23255813953","4","5.65","36",,"63.06"
Bajaj Finance Ltd,BAJFINANCE,"Consumer Finance","574292.70542025","0.47731264485277897","-20.9959502201",,"3.311574176224864","3.651303876642979","0.47731264485277897","5.179169668972959","-4.030648395721926",,"0.19481894113029177",,"5.538546236439554","8.115318691470716",,"39",,"40","7","41.76"
Larsen and Toubro Ltd,LT,"Construction & Engineering","537992.3385507901","1.2139583969769905","85.185290845","3.638702540389426","0.5179087876573778","1.1473543997903703","1.175979906016164","6.099110763204217","6.969649223327593","0","0.8115441023102812",,"9.448335196404853","64.13305127874895",,"53","4.17301587301587","55","40","39.98"
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","519095.19751365995","1.3334341174336337","-46.8782949063","45.43658536585366","0.025055937430708136","0.03321977866919309","1.066457035738042","49.712434719375956","9.97578623110538","0","0.8793826412044053",,"23.326196110839813","17.865739809841152",,"44","6.45555555555556","30","82","37.78"
Life Insurance Corporation Of India,LICI,"Insurance","506347.690953555","4.318584354463863",,,"0","0","4.318584354463863","0.8733013573237037","6.040075962578732",,"0.16279428818258754",,"0.9940164207465496","0",,"28","5.01428571428571","61","94","61.28"
Infosys Ltd,INFY,"IT Services & Consulting","483047.29062591","1.977925155766217","99.1357170862","97.14182692307692","0.06448224487389734","0.09835257296590458","1.977925155766217","48.26941679919988","3.471427487288457",,"1.2114021643058366","0","26.191926786269832","66.22073322694183","7948.161434977579","5","5.68461538461538","37",,"54.35"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","451146.9544091","2.890703141274065","254.6741767362","60.440395919778716","0.0049424750589597026","0.03258824641189086","2.327703703540852","56.27089427093441","1.7988410363391851","1.12844713653102","0.6175836919748722","323.45334414339794","15.214637136601835","81.0159931634064","207.06857267491816","62","4.38285714285714","39","68","18.36"
Adani Power Ltd,ADANIPOWER,"Power Generation","424726.11618292","1.6004784383422168","98.6741047291","5.603591508926794","0.4947476429691065","0.6807616877700774","1.3987095667596663","23.290445242873524","5.8834968533891345","0","0.5647416874358978",,"16.708064121464886","77.89935303173164",,"96",,"86","49","5.56"
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","408817.6669722","0.9657741940759882","-26.2678978628","81.09426057813164","0.0006088950632741721","0.0009039909642466377","0.7396346150700838","41.083028045439214","-86.1346378571591","0","1.520238373990447",,"14.667745689968736","10.813073563500918",,"26","6.7","39","66","56.77"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","408399.78971147997","0.8958341691167058","-35.0321952575","4.190507909359303","0.630669449924696","0.7878175235923806","0.8709134968985272","18.744471781513834","-62.725681809512636","0","0.328315575052652",,"14.614922590341248","35.95356511654266",,"80","5.8","60","37","21.2"
Axis Bank Ltd,AXISBANK,"Private Banks","388638.42215172003",,,,"1.174674092202389","0",,"1.7907280167021886","-0.16069885696894326",,"0.1021103743601383",,"1.9474254403897155",,,"52","4.67258064516129",,"17","65.37"
ITC Ltd,ITC,"FMCG - Tobacco","385343.795444405","3.062155934341232","114.5126457682","931.8244562805147","0.0019490627140510079","0.004041879634546125","1.9712224895720767","197.37065430031436","3.2662013467801754","2.2611092686110044","1.0345035875442063","161.4251929647871","47.71218383072337","17.165639862825618","52.04723272640034","7","6.66666666666667","35","91","34.21"
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","381150.2237304",,,,"0.61986432733388","0",,"2.651158746295668","-0.27128413044934446",,"0.13091463167201384",,"2.950466030635913",,,"31",,,"33","51.84"
NTPC Ltd,NTPC,"Power Generation","380545.66242883","0.9192745372394436",,"3.424248105299138","1.0633783494454976","1.3085634316136632","0.7318148123042612","7.047011900888254","-16.71714494021953","6.280665536153178","0.39260489955495986","58.11486026424479","8.687749384175108","63.108721569437094","105.70554365862826","79","5.11428571428571","79","17","22.46"
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","375991.59436953","0.8595015316626269","-65.3294878431","3.2469497202248827","1.3959782505717588","1.6259684489852655","0.6423908077027382","6.606288086015072","-15.808988795719575","0","0.6258342514135012",,"9.878434846884556","31.58219863816073",,"63","3.26052631578947",,"23","11.12"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","375269.72871497995","0.8090075030751701","22.8841174503","4.604956329399146","0.32829340014908276","0.5018697871006869","0.451748383148992","9.572832284219412","-20.45018725734604","3.9526847840814674","0.8399976842451627","92.34229895334784","8.892881534571902","11.942673752196141","74.09271333537465","78","10","87","34","17.94"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","374901.99406607996","1.401355771422713","91.671335044","3.6259153255446597","0.8894968481840341","1.3410424470451665","1.1762619100261384","9.351815952197304","6.920295906903786","0","0.7990417337840042",,"12.599257948425361","14.076923830888868",,"30","7.15","50","40","71.88"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","364256.2655664","1.3350133757220952","165.4376518337","6.763559322033898","0.25060220233998626","1.7874225739848588","0.24231380607141473","17.480445194858895","9.947742663656886","0","2.441738696808511",,"19.635871570918933","4.319355094909062",,"69","4.55294117647059","41","65","58.24"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","335618.1365715","0.7291682952278342","26.4964172863","6.8380785484930895","0.22531090750237914","0.32617518001617474","0.4336951339673727","13.66892818223363","-14.222445012951036","0","0.7600508076703936",,"9.577716604832704","20.830113614424402",,"51","5.23378378378378","37","42","51.94"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","319303.1106288","1.166760135915284","21.2890953701","4.2135794330916285","1.0316652392022514","1.2074880704759574","0.5901758321512223","14.06042277037457","47.57594125189416","0","0.8714852148959203",,"15.950425253176403","14.27523679787531",,"75","5.27313432835821","80","53","17.31"
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","316520.59020372","2.2150932629551696","38.2760422349","26.433831990794015","0.03886728000803755","0.09007793549868673","2.2103498698241735","47.81222167954722","3.726183233109303","0","1.294182400754843",,"21.98602603369066","71.18905402737062",,"4","5.91410256410256","32","85","49.53"
Bharat Electronics Ltd,BEL,"Electronic Equipments","302113.15900257","1.7646813747451753","335.052767271","1197.5765230312036","0.002935552395533799","0.003062597941361978","1.302986721015786","29.101222520179316","2.0762335589035135","0","0.7013521796733089",,"19.742736855203994","106.92901422977029",,"67","6","69","93","54.25"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","292188.05065125","1.6787162427560536","-16.3091274489","12.938780924019552","0.17648765585591983","0.26611232283045","1.4993831908499882","56.78406779284797","12.422432601714783","0","1.4049314948882126",,"27.94336047807871","11.677999971362398",,"78","7.85","61","84","14.48"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","289345.50375","1.9886622480004028","565.7476419849","2099.778929188255","0.000032585235401171226","0.001470337288628296","1.4705247678437792","12.366291071799937","1.013352544849531","0","0.38849961473408745",,"11.18481347389834","45.90618320098763",,"49",,"41","88","55.09"
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","283255.6730636","0.2280309232954178",,,"2.5090048813310903","2.770715018885541","0.2280309232954178","1.8736863866852032","-1.0242405161790709",,"0.25324670605836025",,"4.126225923384286","17.32690520106566",,"20",,"41","16","57.29"
Coal India Ltd,COALINDIA,"Mining - Coal","282684.34835949","1.4812047710183234","59.7166331376","35.468855343429865","0.07535925965093389","0.0915024198432247","1.2787502905043366","19.55190254196257","4.872482045253887","0","0.7283582752293172",,"16.657065735277865","26.280938543177374",,"80","8.375","85","91","8.18"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","278925.10853181","0.7329953118275723",,"2.7219890193404503","1.1861289334955412","1.4140539230355733","0.6881868391262129","9.187969674990127","-4.909962859499348","0","0.18451988337244307",,"8.643813520510667","74.64804234841435",,"68","5.75625","71","15","22.77"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","273839.9165832","0.7969863510730255",,"29.8303328911629","0.09077080751382094","0.2909697995865553","0.18867747340113325","42.75978203885807","-33.01248814192873","0","2.052768090690506",,"38.72973070500896","5.194296940305964",,"76",,"70",,"15.11"
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","270269.71868064","2.8895739910313902","25.6661897897","29.733685322069654","0.025939132017529527","0.03825227403193211","0.6092823303920151","102.92472835125825","16.397813619773103","0","3.0293259838461957",,"17.372221523001464","0.8480925421990964",,"67","10",,"58","24.55"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","266385.236355","1.0381284043218144","0.522169149","22.00794551645857","0.46285457001350744","0.8229776377007354","0.8694526296990803","65.35626535626535","37.954771596562644","0","1.2271404547780946",,"56.216294578138594","1.1830596534712459",,"92","6.4375","84","99","26.13"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","258421.586430241","0.794386339046305",,"3.228067017717168","0.8033091056451703","1.0377467439961872","0.27646205784289307","5.862862549686105","-10.312963714231206","0","0.863281525631871",,"8.39899414278546","8.943638460753023",,"87",,"85","23","24.97"
Asian Paints Ltd,ASIANPAINT,"Paints","249113.3064987","2.087114600619317","95.6857846144","23.478504096555376","0.0689424474239807","0.11417739125232751","1.2617761689572706","35.617315125968815","3.8709466051306705","2.792618337251279","1.1490616207310074","130.70171284460682","17.559038387099438","48.51369654876782","84.07621413588215","42","4.66960784313725","26","79","15.53"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","242734.4307284","1.5562458025520483","49.571520006","7.533196841181632","0.46750349576870537","0.5167190695193217","0.8113743207766042","11.382212136947908","8.116665264574745","3.6082264849965964","0.9745284562535478","101.15772984808748","9.744986757472569","27.418089027267037","98.66188950467613","92","6.63125","93","43","7.45"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","224543.0534496","0.5105400284225485","26.3423993107","1.2442936458975942","3.0650334470384974","3.5458290878483143","0.5045594504973946","1.8732070165889945","-1.2946411841858723","0","0.13898918783002262",,"7.283955075656351","38.061002966929586",,"88","4.83333333333333","47","4","7.87"
Eternal Ltd,ETERNAL,"Online Services","223724.172283786","3.5180396873120867",,"2.568877551020408","0.05456944902672385","0.0674694820191356","3.4651232711966324","6.888763410502541","9.491063829787233","0","1.8908425032638736",,"2.826825365634562","8.967898134863702",,"19","4.66666666666667","31","21","84.37"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","217272.13880196","8.485728122617399","-2.1897905524",,"4.147283097413805","4.147299389302109","8.485728122617399","4.225104797701889","3.5038586493618475",,"0.17783644323349618",,"4.52796615686062","0.3879663185153752",,"82",,"76","8","68.94"
Wipro Ltd,WIPRO,"IT Services & Consulting","206682.456642816","2.7170894278837254","79.7085528143","12.896960965905187","0.10432210070733211","0.232550113286969","2.714664999144114","29.100442766674288","2.1697331538024067","0","0.795944553018496",,"14.695561838549626","44.09605857232547",,"9","4.69871794871795","45","58","20.04"
Grasim Industries Ltd,GRASIM,"Cement","201515.67663226998","0.8693196133206341","80.6997516522","1.9556837188908778","0.7988604762664802","1.1805223583789597","0.7241012238137988","1.4512679981041237","-17.57552592286266","0","0.3876532559770527",,"5.922845078746931","16.658288899962272",,"66","4.15675675675676","62","14","39.35"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","194929.574638932","0.6840645508579098","38.0344406806","7.9177792649869705","0.3053762796908","0.7971251460413539","0.18948292127134525","13.313306991305748","-12.091017231235892","0","1.5992533339809378",,"12.968684511479617","7.46606040058064",,"22","5.57142857142857","60","18","24.87"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","187891.5140298","1.6302200301000052","0.5977964456","110.18421052631575","0.014470459686079724","0.02151199563871793","1.2636399439258472","80.54617960094728","12.880671335575231","7.102748041797409","0.8301949073306298","51.388560857303574","22.033265855634024","8.07298996984919","83.11048361588769","67","5.54166666666667","44","86","34.73"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","187011.23867321998","1.386287378873575",,,"0","0","1.386287378873575","0.5629713785697517","26.4767460451709",,"0.26777992488435276",,"0.5916972426822905","0",,"43",,"48","53","64.74"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","182987.492194","6.942837465564739",,"973","0.00013360945954973613","0.00026721891909947226","4.714187327823692","112.24385245901641","1.1408434159520733","1.3566978193146417","0.5998579413853803","269.03559127439723","17.250753501566102","91.83252677100495","82.38691159586682","63","6.59375","32","71","10.07"
Varun Beverages Ltd,VBL,"Soft Drinks","173850.0218016","1.9365552757281648",,"21.459485661802226","0.047628913502136425","0.1270546756868337","1.2120011585835824","52.3552617513078","6.160080838461442","3.6019655164007784","0.9056907428336587","101.33356311659583","16.46636568336144","17.3481546639126","62.534042084176086","66",,"51","69","38.41"
BSE Ltd,BSE,"Stock Exchanges & Ratings","171823.18862322","1.591169822932716","-5323.0173100694",,"0.000004370915925432175","0.000004370915925432175","1.591169822932716","43.3056131253306","2.8469228757600207",,"0.5280418030020393",,"32.017037900141666","18.17990534822705",,"93","6.13333333333333","52","98","10.6"
Interglobe Aviation Ltd,INDIGO,"Airlines","164889.47876708","1.4817755671025021","-19.070570067","2.48198602599633","5.835518029077091","7.13155141862898","1.457802664110492","6.816980088339735","7.808488314871729","36.78735035637673","0.8491851283397621","9.921888814064339","10.977914168684473","2.9994875038942572","50.348899765619414","7","10","30","64","63.69"
Solar Industries India Ltd,SOLARINDS,"Commodity Chemicals","164782.390155","1.9502195015800323","126.4620739087","18.654848100320965","0.08887189225305062","0.21135536448992512","1.458242662781236","47.18023860817521","6.316363555699217","0","1.4567413455649445",,"30.833109206789427","38.1523536547799",,"78","4.90267857142857","40","94","28.33"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","161704.65643961998","1.3692379478124856","-45.0293017519","1.8573976712818965","1.6097823413407177","1.7502422726960631","1.3062267451938383","4.485155427316311","15.115861826060522","0","0.42774124526589763",,"9.130628634446179","51.30202265406444",,"89","4.4375","55","9","22.25"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","161624.68881593","1.1212896260131167","71.345786322","3.162389789310346","1.5551885298768195","3.0298551089939174","1.0170077597121543","7.8996048535644485","34.49122677562868","0","1.2509974642845951",,"14.798380470962865","11.570392624340966",,"68","4.975","37","28","46.48"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","158343.3195575","1.7554131750115198","14.7477600469","10.527490774907735","0.01696206316398955","0.020989010728243926","1.5410604751969954","8.72838532372856","3.390623560836327","4.139089681029967","0.9672321779127058","88.18364136270024","6.624507158679803","102.87180034460812","135.89319635639933","97","5.8","49",,"1.26"
ICICI Prudential Asset Management Company Ltd,ICICIAMC,"Asset Management","155068.6680648","0.5680004093327875",,,"0","0","0.5680004093327875","406.96147866643634","-22.78167115902965",,"1.5308410809652515",,"101.83574432684755","13.168701632416361",,,,,,"39.45"
Jio Financial Services Ltd,JIOFIN,"Consumer Finance","154955.92446694098","2.170478118517408","53.6566507174",,"0.019821287271900457","0.03214665482071884","2.170478118517408","15.603601154000716","0.581019330064165",,"0.02798212145777844",,"1.4319552707049092","1.3551875807209488",,"12",,"7","19","69.67"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","149904.2542848","1.191932061248328",,"11.593357377828866","0.17621718183722432","0.4218746912336033","0.6532109158206475","28.086378932827838","21.14190965637908","1.3228001460483954","0.7985428898060416","275.92981531667164","20.3195561974188","58.6871260624506","227.61439200040144","82","3.31285714285714","44","87","15.63"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","149674.14","3.103211466169575",,"164.58422712933765","0.002700558097706774","0.003922554024387019","2.6586317285596","76.71158264578523","2.571854397815482","6.800882419179821","1.160392914990334","53.6695060291924","25.654349859221988","71.70735781736576","84.95254391127582","90","6.14642857142857","52","91","5.35"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","148147.37965488","2.268185479581136","83.8835417371","62.23515308004427","0.0221164197570538","0.045606642457741514","1.7559767162636595","60.828678094254016","4.123442477225672","0","1.141013764759606",,"24.130898210701186","42.790433315105055",,"47","5.55555555555556","32","88","33.47"
Vodafone Idea Ltd,IDEA,"Telecom Services","147129.84153135802","0.5581248572748898","64.4946540731","2.607257501744592",,,"0.5581050780470349","12.88411456391195","-3.159082350368687","0","0.5434001571885555",,"28.3252887215385","7.360107574432087",,"88","5",,,"2.52"
Trent Ltd,TRENT,"Retail - Apparel","145746.30413539","1.826959899338038","46.2406636153","14.284704484704488","0.28674489912884","0.4006888325309491","0.8098712382316517","44.82597724879312","12.498963214221606","0","2.435616073200136",,"25.52995655884939","1.3076804033090756",,"30","7.15","19","86","43.23"
Hyundai Motor India Ltd,HYUNDAI,"Four Wheelers","145233.596214","1.423032543013158",,"69.02902225979146","0.03580102672604971","0.0521726804471646","1.1208611152532506","39.35622992430196","18.171407648412224","0","2.5408929042480684",,"24.419159826363437","12.467791470286087",,"18",,"39","93","57.92"
DLF Ltd,DLF,"Real Estate","144384.93181098","1.8185097030919624","2560.9773451203","15.727583262169084","0.044902705555928964","0.09642088807061396","0.7094410215431074","17.03051866413961","0.5557934164373272","0","0.1571092288280199",,"4.572485347743813","24.413821394635775",,"13","6.5",,"33","77.96"
Bharat Heavy Electricals Ltd,BHEL,"Heavy Electrical Equipments","142207.4674182","1.501327981853904","13.8455679195","3.8273158736663926","0.006568600801871681","0.36463642335459356","1.1344855846707431","3.6265044432191784","2.9082888323286062","0","0.5387555591281648",,"4.204886203783785","56.19556343157807",,"95","3.71818181818182",,"27","3.99"
Power Finance Corporation Ltd,PFC,"Specialized Finance","141689.8690656","1.0995818127503845","-137.9617169211",,"6.204167336157473","6.2631342172609985","1.0995818127503845","2.5320322840458274","127.67662791211755",,"0.10422084098185669",,"3.637226977815296","0.7360381891943454",,"78","6.66363636363636",,"3","49.42"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","141015.4034801","1.868328862237652","-126.9948717633","20.481624184943705","0.04127851121018146","0.07287067721657906","1.8652201357109042","29.201391207230426","5.212025359976895","0","1.3006199115261903",,"15.611092787790353","73.67154200815165",,"39","4.52307692307692",,"73","28.96"
ABB India Ltd,ABB,"Heavy Electrical Equipments","139965.4816875","2.049326321848102",,"113.05630970336848","0.00704952405503325","0.010824414017884147","1.6912557011921272","28.75076044939326","2.3564029239715247","4.063957692177176","1.0415051051083355","89.81392712394583","16.48783442143112","82.93550061268498","158.6835325552865","84","6.22727272727273","44","86","9.65"
Tata Motors Ltd,TMCV,"Trucks & Buses","139818.12223281","1.25",,"6.335240274599542","0","0","1.25","3787500",,,"1702960",,"5537000",,,,,,,"53.31"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","139191.283180127","1.0294394500515813",,"4.462715693698022","0.269800826858074","0.4638404460185573","0.7730226720609279","7.050789991432406","-1211.229470672406","0","1.4427638238338087",,"7.890836577061405","47.51965807806632",,"80","2.86440677966102","86","42","18.57"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","138497.5204452","2.6548647355106323","84.9631946787","15.866153719552337","0.011392175071667947","0.020433439657608916","1.6118068692025436","69.5497019703792","5.329114456850154","0","2.2560802518872953",,"28.047088088328348","29.100876063357052",,"85","6.44428571428571","55","81","15.74"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","136291.25022754498",,,,"0.9192048853785513","0",,"1.1203098974833692","-0.11953610532483626",,"0.0889889834898222",,"1.3365700538210685",,,"45","5.64032258064516",,"20","46.38"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","134383.227270925","1.6800492689637525","17.0428329158","134.78635990139693","0.006744055299767439","0.010147041705158719","1.3163835300892603","35.74175693934152","6.749598275315316","0","1.94268958571903",,"22.129242275641854","51.062854889029445",,"81","2.82142857142857","56","82","17.73"
Tata Motors Passenger Vehicles Ltd,TMPV,"Four Wheelers","133027.987495","0.9618499676033693","-24.2932932423","30.147152458436505","0.3898773156068234","0.5827915994590808","0.6782654603921192","32.40906462538205","-73.5279288612622","0","1.140898654242365",,"22.607985187268053","12.94274569847148",,"33","3.83",,"10","15.01"
Muthoot Finance Ltd,MUTHOOTFIN,"Consumer Finance","132857.96276268","0.3428567830730068",,,"2.5550920426217036","3.313516710637789","0.3428403747358926","10.297720278292323","-1.8954333284628961",,"0.27270007785409667",,"10.768905437112164","0.1733736019199441",,"69","7.21739130434783",,"8","45.75"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","132127.29026845","0.6588768325111473","10.3469872228","2.262365435940947","1.1342506837058786","1.4755138003907429","0.5581384075298548","3.2989527170564825","-4.5252094989508365","0","0.44797348124981173",,"7.614142219928774","36.18307073308557",,"66",,"64","11","16.16"
Siemens Ltd,SIEMENS,"Conglomerates","131636.3834682","2.2617677090696917",,"179.74172185430447","0.010191265187653339","0.018182883099810622","1.9666071969569459","21.183505818870028","1.7870177420297189","0","0.7818290648904149",,"10.727964805350336","81.53408967065542",,"76","6.08888888888889",,,"5.77"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","130536.99476802","1.0330165690752497",,,"0.18261029971611836","0.18261029971611836","1.0330165690752497","0.5738274753511521","-459.6922266501774",,"0.30779217226255934",,"0.5887526681285143","0",,"13","7.55714285714286","40","38","61.39"
Vedanta Ltd,VEDL,"Metals - Diversified","130322.7578055","0.7035677879714577","48.7660262211","11.5580404685836","0.991274905586665","1.7018398973080573","0.5068433571185865","11.896406657226704","-3.815807361937916","0","0.4773667853774436",,"16.28438531559468","14.271266316141778",,"97","5.8125","92","87","7.14"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","129459.55326788999","0.8869882355272545","2.7278134348",,"7.018006911240125","7.395255081713438","0.8869882355272545","2.9360715218159408","-12.452879948044664",,"0.1759331854081553",,"3.4557838265372123","2.416461017942164",,"44","3.68913043478261","48","1","53.2"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","128732.0607972","1.081646979487378","12.0997746483","30.16619368570414","0.16716195119279117","0.2845055827924004","0.739905368878964","56.86297394415352","36.569158322874095","0","2.163876425669733",,"38.49311115511924","7.930277844012218",,"40","5.19701492537313","26","98","42.08"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","127443.59871","0.803249294159167","19.3749811442","12.779704688351739","0.434584749253171","0.7507680863382618","0.30403024086818414","18.864088227767166","-27.85654809932467","0","2.1864909353486883",,"17.28379260912357","7.014174285209608",,"17","5.65","58","44","58.55"
Indian Railway Finance Corp Ltd,IRFC,"Specialized Finance","126934.398778","20.121460983547625","4.8910167098",,"7.82514030876948","7.82514030876948","20.121460983547625","1.6069926074859748","0.059705565156661686",,"0.05614042451723638",,"1.4338528518475826","3634.1000778767775",,"16","5.52272727272727","48","0","0.73"
Tata Capital Ltd,TATACAP,"Consumer Finance","126753.78394476001","0.4602589637972087",,,"5.391981935745159","6.076440531802724","0.4602589637972087","2.263534533859999","-2.478645965954545",,"0.14859137754560947",,"2.6411686699869734","1.371256903051462",,,,,,"70.72"
Jindal Steel Ltd,JINDALSTEL,"Iron & Steel","124448.96914407","1.0623886630360675",,"3.909820392446459","0.3069790962839619","0.38815571374705504","0.7226878544466363","8.781494547586306","38.679653023047486","0","0.6513329620162578",,"6.913945957845121","10.316966941620977",,"81","6.10074626865672",,"25","22.67"
Siemens Energy India Ltd,ENRIN,"Power Generation","123203.4499098","1.9677685760822192",,"38.94642857142858","0.02268733024444799","0.03368863122817428","1.793351838682297","21.30366583396271","3.760943934339949","4.42141260028936","1.6619332021023496","82.55280223702998","15.994426518040484","44.18699571356531","257.11565920990006",,,,,"6.93"
LTM Ltd,LTM,"IT Services & Consulting","122876.9126031","2.8309535247401287","51.0854859853","25.57871878393051","0.0786429232154042","0.09582000771537723","2.8306162290340056","38.48000122691861","2.6395827948487933","31.9344262295082","1.2813041540092047","11.429671457905544","19.02472508984212","55.89288512050137","7244.53798767967","5","6.84871794871795","28","82","39.77"
Union Bank of India Ltd,UNIONBANK,"Public Banks","121374.3291513",,,,"0.24148998261329124","0",,"1.3409691125173884","-0.11235739427402307",,"0.08797066937069258",,"1.603614728334081",,,"71","5.25161290322581",,,"61.59"
GE Vernova T&D India Ltd,GVT&D,"Heavy Electrical Equipments","119814.4155879","1.3164248869962327","139.8148572475","112.84542372881353","0.011894355116151847","0.019491176520351247","1.0642427761826414","42.70300591765148","9.947868533920994","0","1.5274205108987113",,"35.70996421430226","84.23230747242802",,"98","4.14545454545455","61","97","14.17"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","119608.76216232","1.5682900209164314","52.9572204451","16.856235860760425","0.03927661816924162","0.12158898712571466","1.0321909354022765","13.907274019195892","5.9839436849432355","2.9414046111297423","0.6215794556171775","124.0903745846138","6.73831651921862","17.925870152549557","128.56633203609124","62","6.21791044776119","36","42","29.91"
Punjab National Bank,PNB,"Public Banks","117480.86608549599",,,,"0.7909800810203519","0",,"0.9864103742210467","-0.1117864843020063",,"0.08641790581103757",,"1.4564785311309738",,,"29","5.59838709677419",,"35","47.01"
Billionbrains Garage Ventures Ltd,GROWW,"Investment Banking & Brokerage","116711.2249797","1.728273499479125",,,"0.04518633700274949","0.11659887343088694","1.728273499479125","39.901424989320745","2.0633236791143266",,"0.5323234852140042",,"28.001834090259475","6.297846914790236",,,,,,"40.71"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","116502.046268","8.852142000141178","149.1138371068",,"0.0004264538443183385","0.0004264538443183385","8.852142000141178","371.1395593349587","16.857586844809862",,"0.1460053136629958",,"13.361537456890993","0.03150996144961918",,"21","8.65",,"55","77.02"
