Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","139191.283180127","6150","130.46407336863052","131.51","6.538627535606389","0.69196258839631","125",,"-0.6599999999999966","0.6584716090729182",,"66.39738411232929","151812750","132","137","150","2.1369581464872947","14.79259672619046","1.0459266313694684","103252350","115","135","0.5942240019415119","19.902979902979908","80798700","121.17845117845121",,"0.9099999999999966","53203650"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","138497.5204452","125","9171.61191600469","9237.5","-1.4033077969499401","0","8000",,"38.5","0.8571925149180233","4812.5","-6.502369668246439","1721375","10000","9200","9300","-0.3945344129554655","-8.68037135278514","65.88808399531081","373875","9200","9500","0.0468825812712274","2.5292772503638","2157625","23.19606023838412",,"0","1849500"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","136291.25022754498","2925","263.40883108229593","264.35","-6.45273401297498","0.6809154529979","250",,"0.8000000000000114","0.7317465040166617","2340.000000000033","4.985913088021849","94477500","310","310","250","-0.3370851370851371","-13.53001017293997","0.9411689177040898","13490100","255","280","0.0209599027946536","-0.9025707148037699","49154625","4.9197727414622",,"1.7999999999999543","35968725"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","134383.227270925","850","853.7503932055337","858.4","-5.020270853101","0.5358807082945","800",,"5.149999999999977","0.6864340653215918","4377.499999999981","2.4455165529861898","18718700","990","820","850","0.3994197292069632","-5.102128759803501","4.649606794466308","3697500","750","900","0.0966992665036674","14.588760699665059","7625350","2.7959207058553903",,"4.600000000000023","5234300"
Tata Motors Passenger Vehicles Ltd,TMPV,"Four Wheelers","133027.987495","800","353.9781346948242","360.9","-4.90370012915679","-0.08312551953448001","360",,"-0.3500000000000227","0.5206726242587423",,"32.89906400202378","53601600","405","360","375","0.6212206838089855","-19.39512054280352","6.9218653051758","9188800","355","360","0.021065947039973","2.42071744216272","48431200","37.5730030678332",,"-0.2999999999999545","25216800"
Muthoot Finance Ltd,MUTHOOTFIN,"Consumer Finance","132857.96276268","275","3271.3957104662004","3319.5","-1.4153211954654699","0.10543756589846999","3300",,"10.199999999999818","0.564320307835202","2804.99999999995","86.24917889205167","3945975","3050","2950","3350","0.8007063572149344","9.38405244701936","48.1042895337996","985325","2900","3500","-0.1062555588496887","1.91708602923557","4145075","106.19699042407662",,"3.5","2339150"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","132127.29026845","1450","412.07763228327394","413.55","-12.6624572480926","0.1088139281828","420",,"0.0500000000000113","0.5051114944731966","72.50000000001648","0.29814767825424","48135650","490","415","415","-0.3517755020614443","-9.66556913113282","1.472367716726069","7096300","450","450","0.0234094029948341","0.43193800419233996","45387900","0.14717174302534",,"0.4499999999999886","22925950"
Siemens Ltd,SIEMENS,"Conglomerates","131636.3834682","175","3672.812157700759","3697","-0.11959576630987","-0.05409791723018","3500",,"0.599999999999909","0.7171414292853573","104.99999999998408","25.960061443932407","2923025","3700","3700","4000","0.0586447888179884","-2.2416013110148603","24.187842299240856","609700","3600","3900","0.065069860279441","13.956720270001979","1400700","6.3937259072178705",,"-2","1004500"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","130536.99476802","1100","605.337109447682","607.5","-25.27675687715781","0.29629629629628","615",,"2.3999999999999773","0.6018429931013646","2639.999999999975","12.542372881355929","36901700","615","540","610","2.2026271660145333","-26.07047623245256","2.1628905523180038","12614800","540","600","0.0043493652961108","2.03175687211882","21844900","2.97106709530228",,"1.7999999999999543","13147200"
Vedanta Ltd,VEDL,"Metals - Diversified","130322.7578055","1150","290.3694119967073","333.65","6.24980479120467","0.08991458114791","320",,"-0.1000000000000227","0.7044693039342845",,"8.87413346696734","39120700","260","240","370","-0.5068343357025697","28.5298673820229","43.28058800329268","9335700","400","340","0.0822318399812844","1.5502668172788499","42559200","6.18311192723726",,"0.3000000000000113","29981650"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","129459.55326788999","625","1516.182626725256","1521.6","-8.1789961982491","0.55205047318612","1500",,"2.699999999999818","0.7248236048749198","1687.4999999998863","19.01000526592944","16453750","1520","1600","1600","-0.3607331296861983","-8.40581727089276","5.417373274744023","1441250","1320","1600","-0.0416474565852159","-7.07236842105263","3897500","24.17363600159299",,"8.400000000000091","2825000"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","128732.0607972","125","5316.005726589932","5335","-3.5103258589343103","0.65604498594189","5200",,"-9.5","0.4325834577773496",,"-8.637704751246309","2587250","5000","5700","5400","-0.4814814814814815","-7.639446675591249","18.994273410067763","272625","5350","6000","-0.0061757947146686","-6.44858839462444","2594875","-19.27279797783394",,"35","1122500"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","127443.59871","1975","270.878534975086","294","-5.36001756183228","0.52721088435374","280",,"0.25","0.700566953065638","493.75","15.205690119184931","51087325","295","285","295","-0.0177619893428063","-8.825913785203191","23.121465024914016","7664975","285","350","-0.1350353892821031","-6.5928927680798","33790275","4.03770142900576",,"1.5500000000000114","23672350"
Indian Railway Finance Corp Ltd,IRFC,"Specialized Finance","126934.398778","4250","94.43389308335122","97.25","1.60441213336675","-0.91516709511568","90",,"0.1200000000000045","0.5290410530681601","510.0000000000193","18.6244217525004","51675750","97","101","95","-0.1118843683083511","9.343525179856101","2.8161069166487778","7110250","95","110","-0.0488231063779475","-1.9136703451832202","60940025","41.49853950533579",,"-0.8900000000000006","32239775"
Tata Capital Ltd,TATACAP,"Consumer Finance","126753.78394476001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Steel Ltd,JINDALSTEL,"Iron & Steel","124448.96914407",,,,"-1.9320904072492402",,"1200",,"0","0.6386012306768722",,"0.8054963278843801","11769375","1200","1150","1200","0.2018716577540107","-6.40190864357075","0",,"1200","1300","-0.0140574134359278","7.07096124811272","4164375","2.09929512718356",,,"2659375"
Siemens Energy India Ltd,ENRIN,"Power Generation","123203.4499098",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTM Ltd,LTM,"IT Services & Consulting","122876.9126031","150","4087.8938131837294","4102.5","-2.90517758994965","-0.42169408897014","4200",,"-40.5","0.5262740257450185",,"29.7326668115627","3153300","4150","3300","4000","0.7479204339963834","-1.43473368342085","14.606186816270565","726000","3500","4500","0.0259611035730438","-2.21166448230668","1701300","16.9278350515464",,"-17.300000000000182","895350"
Union Bank of India Ltd,UNIONBANK,"Public Banks","121374.3291513","4425","154.53838208901783","159.61","-2.5971298564928103","0.74556732034333","160",,"0.6100000000000136","0.5528277071459886","2699.2500000000605","-5.59021712003993","123138900","175","185","155","-0.2000591016548463","-5.32117583015786","5.071617910982184","12066975","165","190","-0.0995460227646555","0.732259352949","60560550","-25.788959982648308",,"1.1899999999999975","33479550"
GE Vernova T&D India Ltd,GVT&D,"Heavy Electrical Equipments","119814.4155879",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","119608.76216232","550","1199.414450439794","1203.7","7.323469741204409","0.38215502201544","1100",,"-5","0.616808698207464",,"-10.03000428632662","11928950","1260","1140","1240","-0.5095953757225433","17.88781389281444","4.285549560205936","1172050","1200","1300","-0.0225009574875526","-0.426944971537","5614950","-5.69053117782909",,"4.599999999999909","3463350"
Punjab National Bank,PNB,"Public Banks","117480.86608549599","8000","102.10517465860735","102.47","-13.544866251155572","0.67336781497023","100",,"0.25","0.6685453418249451","2000","8.95563516120143","231928000","117","101","111","0.1212512926577042","-16.84068613389937","0.36482534139264544","34696000","90","110","-0.0424716675661089","-1.26519061095389","141944000","-0.66065729802362",,"0.6899999999999977","94896000"
Billionbrains Garage Ventures Ltd,GROWW,"Investment Banking & Brokerage","116711.2249797",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","116502.046268",,,,,,"10700",,,"0.4645563976816763",,"-14.72995090016366",,"10500","8600","11000",,,,,"9300","11000","-0.0213787085514833","-5.5303717135086","112150","-15.10219530658592",,,"52100"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","116156.43515745","125","8045.511785705692","8094","-5.25438469343383","0.5683222139856601","8100",,"15.5","0.6161852166525064","1937.5","37.96766011414076","1634125","8050","7800","9000","0.4837355718782792","-7.41501416430594","48.48821429430791","353500","7800","8500","0.2938805423231954","29.52820360172645","1765500","55.03841931942919",,"46","1087875"
Canara Bank Ltd,CANBK,"Public Banks","115795.93398516001","6750","127.52435105697836","127.98","-7.3751512009676805","0.5235192998906","130",,"0.3200000000000074","0.7391407267132205","2160.00000000005","0.41000080392314","180906750","148","124","145","-0.5329890992541595","-8.57581442947296","0.45564894302164305","27526500","150","140","-0.0456881459309878","-0.9201967317150599","114061500","-2.57711155952724",,"0.6700000000000017","84307500"
HDFC Asset Management Company Ltd,HDFCAMC,"Asset Management","115056.59313606001","300","2637.7319880650057","2689.6","-2.02462859897454","0.49821534800713996","2500",,"4.299999999999727","0.6030368763557483","1289.999999999918","14.129319192610328","6707100","2520","2800","3000","-0.4353798710400897","2.0168834131873","51.86801193499423","606000","2400","2900","0.0223618554795785","4.67524317540006","1659600","11.263073209975861",,"13.400000000000093","1000800"
Cipla Ltd,CIPLA,"Pharmaceuticals","113051.6864127","375","1399.3998954869542","1404.4","-15.71185790252727","-0.17089148390772","1300",,"4.900000000000091","0.90751565279671","1837.500000000034","9.700242040588341","11531250","1450","1480","1540","-0.272119341563786","-16.34474128080961","5.000104513045926","1591875","1410","1440","0.0111747940255735","-8.1205411095084","9738675","9.40856289039679",,"-2.400000000000091","8838000"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","112832.16576414","1700",,"429.3","-31.54983817444385","0.67551828558117","420",,"1.4499999999999886","0.7332934912528524","2464.999999999981","29.716482460355607","56807200","440","435","440","1.9680311890838205","-33.74967782866432","429.3","25921600","440","440","0.1077941619018958","1.5957847196085702","31290200","1.72995080970541",,"2.8999999999999773","22944900"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","110073.47550505","625","1319.784364548897","1324.5","-5.0633655796994805","-0.33220083050208","1200",,"2.599999999999909","0.5387503754881345","1624.9999999999432","-28.317346123101512","20179375","1360","1360","1440","-0.4339970501474927","-6.9940947717125095","4.715635451103026","2878750","1260","1400","-0.0302471233674807","-2.29707644815688","12483750","-12.4177847934754",,"-4.400000000000091","6725625"
Indian Bank,INDIANB,"Public Banks","109131.02174062","1000","810.3545749108271","813.25","-5.69787300108678","0.1782969566554","800",,"3.0499999999999545","0.6393139841688654","3049.9999999999545","0.12396694214875","12148000","940","900","820","-0.0228353948620361","-13.38941964922286","2.8954250891729316","2067000","900","1000","-0.0438950554994954","2.7565733672603803","7580000","-13.09332721852786",,"1.4500000000000457","4846000"
Marico Ltd,MARICO,"FMCG - Personal Products","108646.582831425","1200","835.5644989750679","838.55","-4.05289821698795","0.56645399797269","790",,"0.099999999999909","0.8233009708737864","119.99999999989086","-4.5045045045045","17499600","860","780","800","0.3322091062394603","-8.12121975806451","2.9855010249320912","1908000","800","900","-0.1123472265747415","-3.01517987107506","6798000","-4.50101146325017",,"4.75","5596800"
Bosch Ltd,BOSCHLTD,"Auto Parts","108625.07612","25","36357.59661674117","36975","1.4233639993056701","0.44624746450304","35000",,"145","0.5160913573838567","3625","63.25944170771758","292150","39500","34500","38000","0.9967741935483873","3.95872253358242","617.403383258832","61900","34500","40000","0.3172649572649573","38.18624044475329","192650","106.20818838640619",,"165","99425"
Ambuja Cements Ltd,AMBUJACEM,"Cement","106909.25942765","1050","429.4655048097959","431","-12.64391568754796","0.19721577726217998","520",,"0.75","0.5967998671225103","787.5","1.95313423659879","62141100","475","480","400","0.160876993166287","-16.494525341460662","1.5344951902040975","8565900","450","500","0.0223366846614827","2.67541405217475","21674100","4.04233870967742",,"0.8500000000000227","12935100"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","106691.608188",,,,,,"2500",,,"0.6127819548872181",,"42.66066516629156",,"2800","2580","2600",,,,,"2600","2800","0.3531976744186047","-0.627068454973","2094750","78.96962706651287",,,"1283625"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","104733.86484915","900","1038.3399751439622","1042.05","5.14275580776733","0.52300753322777","1000",,"1.2000000000000457","0.3953910460895391","1080.000000000041","170.77212806026364","10672200","1150","1080","1080","6.0044080604534","7.65320018157058","3.710024856037762","10010700","1010","1100","0.8606221858370855","29.25206760158216","16363800","279.503235232728",,"5.4500000000000455","6470100"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","104691.83438273","525","1071.1010597374143","1076.35","-4.72778715830785","0.58066614019603","1000",,"0.6499999999998636","0.5850888988495443","341.2499999999284","41.5762834417932","10960425","1060","1080","1140","-0.175065445026178","-10.762983543492199","5.24894026258562","1332975","1080","1100","0.0335083384805434","0.25601638504864","3513825","10.995024875621889",,"6.25","2055900"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","104667.68819049001","500","998.7884482967378","1022.4","-5.72851301566738","0.53794992175274","1000",,"-0.5","0.6914464262465825",,"-0.05645464809935","11643000","980","1070","1060","-0.5452907452907453","-6.10862465223176","23.611551703262194","1388000","1070","1100","-0.0362609786700125","6.96878147029205","3840500","-20.14762449319056",,"5.500000000000114","2655500"
Lupin Ltd,LUPIN,"Pharmaceuticals","104496.68548865","425","2257.4166218214027","2276.9","-0.9418484535456","0.31182748473801","2400",,"-8.599999999999909","0.3685557435918603",,"-7.1925995218792105","6928350","2300","2600","2200","0.0804134106377616","-7.02104602749101","19.483378178597377","1821550","2000","2500","-0.0105774728416238","-1.60881542699724","10296475","-10.881000551774871",,"7.099999999999909","3794825"
LG Electronics India Ltd,LGEINDIA,"Home Electronics & Appliances","103438.12481688001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gail (India) Ltd,GAIL,"Gas Distribution","102334.539563652","3150","148.02032836474962","154.46","2.5050100200400798","0.56325262203807","192",,"-1.1799999999999784","0.8676863835704354",,"20.35608308605341","67671450","150","148","159","1.9796909492273729","-3.51223894004042","6.4396716352503915","21259350","148","170","0.0542399639152006","9.72541593399161","29449350","4.856437864513239",,"0.8700000000000045","25552800"
GMR Airports Ltd (India),GMRAIRPORT,"Construction & Engineering","99782.3227464","6975",,"94.83","-4.39414114513981","0.69598228408731","90",,"0.3299999999999983","0.6537480257562872","2301.749999999988","-3.7043664996420795","105169050","90","114","95","-0.1588652482269503","-14.139285917658452","94.83","16551675","100","100","-0.0105781944945305","-0.86588061901252","57411225","-0.9864068326717099",,"0.6599999999999966","37532475"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","99406.1715984","150","4962.767857784659","4980.5","-7.54342617550164","0.4818793293846","4700",,"12.5","0.5212514757969303","1875","-2.36454877945053","3704550","4800","4200","4900","0.1811331286631314","-13.33169567658618","17.7321422153409","634800","4300","5500","-0.0263506941374126","-1.83854968359842","3303300","0.8841449447981999",,"24","1721850"
