Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
Page Industries Ltd,PAGEIND,"Apparel & Accessories","42702.606609","15","37853.03800006072","38580","-1.6658202133062399","0.038880248833589995","37750",,"295","0.986704994610133","4425","62.870699881376034","290430","37000","38500","38250","-0.0873385012919896","-0.69750743666017","726.9619999392817","26490","38500","40000","0.0561669829222011","-0.61527325370973","41745","35.03153808830666",,"15","41190"
Mphasis Ltd,MPHASIS,"IT Services & Consulting","42514.03874","275","2214.5872028764998","2222.5","-2.5466893039049197","0.15748031496062","2140",,"-5.5","0.7265996088292819",,"45.15768908735695","4577650","2220","2200","2500","-0.2701338599956111","-1.8572018159306598","7.912797123500241","917400","2000","2300","-0.0227986348122867","-1.73814471944077","1968450","14.98795180722891",,"3.5","1430275"
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,"Online Services","42228",,"-9.350409432741012",,,,,,"-527.85",,,,,,,,,,"9.350409432741012",,,,,,,,,,
IPCA Laboratories Ltd,IPCALAB,"Pharmaceuticals","41774.93653588",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balkrishna Industries Ltd,BALKRISIND,"Tires & Rubber","41659.854445",,"-15.697587773868175",,,,,,"-2155",,,,,,,,,,"15.697587773868175",,,,,,,,,,
J K Cement Ltd,JKCEMENT,"Cement","41296.01674695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing and Urban Development Corporation Ltd,HUDCO,"Specialized Finance","41225.1267",,"-4.270827113026032",,,,,,"-205.93",,,,,,,,,,"4.270827113026032",,,,,,,,,,
Gujarat Fluorochemicals Ltd,FLUOROCHEM,"Specialty Chemicals","41202.538",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embassy Office Parks REIT,EMBASSY,"Real Estate","41181.243664634996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTI Nifty 50 ETF,NIFTYBETA,"Equity","40951.792829640006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajanta Pharma Ltd,AJANTPHARM,"Pharmaceuticals","39839.47178112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,"Pharmaceuticals","39756.20805912",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petronet LNG Ltd,PETRONET,"Oil & Gas - Storage & Transportation","39697.50232892","1900","256.1282704060035","266.75","-1.87026782687309","0.11246485473290001","280",,"2.1000000000000227","1.001984126984127","3990.000000000043","-4.9560853199498105","32997300","255","280","267.5","0.618043844856661","-3.2425204746782503","10.62172959399652","3646100","267.5","300","-0.000165316581253","0.049529470034669995","11491200","-4.62072228355149",,"0.3000000000000113","11514000"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","39667.3200084",,,,,,"1500",,,"0.4705311329912633",,"13.288814691151929",,"1480","1480","1500",,,,,"1360","1800","-0.0055164804854502","-4.15254237288135","2884400","52.969876962240136",,,"1357200"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","39536.514225959996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astral Ltd,ASTRAL,"Building Products - Pipes","38782.79553699","425","1438.5220919885744","1447.3","1.4068241469816298","-0.78076418157948","1400",,"3.599999999999909","0.5987769661967046","1529.9999999999611","150.0886839304718","8210150","1720","1640","1500","0.2991803278688525","1.34830281727087","8.777908011425552","1214650","1480","1600","-0.05808","-8.61957226182761","5003950","126.33602460592081",,"-11.299999999999956","2996250"
Narayana Hrudayalaya Ltd,NH,"Hospitals & Diagnostic Centres","38637.7126104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container Corporation of India Ltd,CONCOR,"Logistics","38396.968193025","1250","493.2180362930165","504.05","-2.8445795559415803","0.76381311377838","540",,"-0.0999999999999659","0.7225790513833992",,"2.88427717200141","22371250","480","520","500","-0.1239144956579826","-2.8445795559415803","10.831963706983515","3283750","480","570","-0.1014428412874584","-0.06832934745473","5060000","-8.27101744844777",,"3.849999999999966","3656250"
L&T Technology Services Ltd,LTTS,"Software Services","37978.92040958",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","37861.916313429996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA Engineering Ltd,AIAENG,"Industrial Machinery","36975.3970014",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sona BLW Precision Forgings Ltd,SONACOMS,"Auto Parts","36612.587915820004","1225","584.9100958778425","587","-9.69824108439567","0.52810902896082","600",,"-1.6000000000000227","0.6364037994256682",,"-0.27691242644514","13710200","590","600","620","-0.393969110075999","-13.64863822235938","2.0899041221574635","3028200","600","600","0.0228197017623135","9.961832061068709","5545575","-0.83242059145673",,"3.1000000000000227","3529225"
Gland Pharma Ltd,GLAND,"Pharmaceuticals","36605.582062140005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navin Fluorine International Ltd,NAVINFLUOR,"Specialty Chemicals","36142.31518935",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","35958.4751328",,,,,,"2300",,,"0.4703273172223922",,"77.54041570438798",,"2700","2080","2300",,,,,"2200","2500","-0.0233044517478339","-9.50559152442613","1797950","104.31250000000001",,,"845625"
Endurance Technologies Ltd,ENDURANCE,"Auto Parts","35901.37869504",,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Breweries Ltd,UBL,"Alcoholic Beverages","35662.96649712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Renewable Energy Development Agency Ltd,IREDA,"Specialized Finance","35612.624784436","3450","125.9529542448796","127","1.4296787529067099","-0.98425196850393","144",,"0.2300000000000039","0.6204358045397765","793.5000000000138","18.3946370324715","40630650","140","125","125","0.6057761732851985","-1.84197366227704","1.0470457551203936","7700400","150","140","-0.0401812268482421","0.6534080596463699","25697300","2.67676893801287",,"-1.25","15943525"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","35479.789811484996","1175","343.53487079097545","346.2","0.48534696750768","0.44771808203350005","340",,"2.6499999999999773","0.4881489480633879","3113.749999999973","-14.65077717698818","31868350","330","335","340","-0.4732338745063624","1.8513650531375598","2.665129209024542","5656450","345","390","-0.0171477266058931","1.08640338302752","28891950","-5.64777055243274",,"1.5500000000000114","14103575"
Bagmane Prime Office REIT,BAGMANE,"Real Estate","35360",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3M India Ltd,3MINDIA,"Stationery","35079.42798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poonawalla Fincorp Ltd,POONAWALLA,"Consumer Finance","35028.22478748",,,,,,,,"-400.1",,,,,,,,,,"0",,,,,,,,,,
Ather Energy Ltd,ATHERENERG,"Two Wheelers","34815.027435079995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","34738.48163016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Corp Ltd,WELCORP,"Iron & Steel","34721.89619976",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","34500.500247159995",,,,,,"1800",,,"0.4894719792678976",,"14.87582361885453",,"1700","1500","1700",,,,,"1580","1800","0.1022375624851226","0.35421740092982","3009825","11.470871449205571",,,"1473225"
National Highways Infra Trust,NHIT,"Roads","34238.195106",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhivery Ltd,DELHIVERY,"Logistics","34201.41535432","2075",,"457.4","-1.46897610173207","0.56843025797989","450",,"0.5999999999999659","0.3931649780734916","1244.9999999999293","6.07915136678907","27975150","500","440","460","-0.3850078492935636","1.6972165648336799","457.4","3251525","420","480","-0.0941095890410959","-1.29081245254365","13721975","-1.50431933273755",,"2.6000000000000227","5395000"
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","33499.1454816",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Health Ltd,MEDANTA,"Hospitals & Diagnostic Centres","33315.15405732",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emcure Pharmaceuticals Ltd,EMCURE,"Pharmaceuticals","32874.8274498",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPR Mill Ltd,KPRMILL,"Textiles","32764.58097",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physicswallah Ltd,PWL,"Education Services","32185.8390875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalmia Bharat Ltd,DALBHARAT,"Cement","32013.756858040004","325","1698.328550890184","1713.1","3.69065100342633","0.43780281361274","1640",,"6.2999999999999545","0.7414035087719298","2047.4999999999848","22.24472085623372","3442400","1600","1640","1720","-0.649135711658698","2.11125036151547","14.771449109815876","310050","1700","1800","-0.0371621621621621","20.02272081794944","1852500","-7.3170731707317",,"7.5","1373450"
ITC Hotels Ltd,ITCHOTELS,"Hotels, Resorts & Cruise Lines","31977.852295768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escorts Kubota Ltd,ESCORTS,"Tractors","31859.5310484",,"-26.446870758773272",,,,,,"-2895.6",,,,,,,,,,"26.446870758773272",,,,,,,,,,
Procter & Gamble Hygiene and Health Care Ltd,PGHH,"FMCG - Personal Products","31230.4741056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hexaware Technologies Ltd,HEXT,"IT Services & Consulting","31216.39686204",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schneider Electric Infrastructure Ltd,SCHNEIDER,"Heavy Electrical Equipments","31083.52455",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Foodworks Ltd,JUBLFOOD,"Restaurants & Cafes","31078.411191034997","1250","470.2295229512264","473.05","-7.30889666605267","-1.70172286227671","470",,"0.5","0.6922788136653736","625","37.4751491053678","31451250","470","460","520","-0.4425436322792465","-14.6766590932212","2.8204770487736255","4056250","540","500","0.2847266881028938","40.69175991861649","9988750","31.84293020953639",,"-8.050000000000011","6915000"
Bandhan Bank Ltd,BANDHANBNK,"Private Banks","30955.710024540003","3600","190.8258793248199","192.94","-11.2289582580049","0.5493935938633701","200",,"0.789999999999992","0.6201550387596899","2843.999999999972","-6.90032858707557","79545600","180","170","235","-0.0167364016736402","-14.631225128462699","2.1141206751800894","14382000","185","220","-0.0030911901081916","-3.79173740803622","39474000","-4.68532684283727",,"1.0600000000000025","24480000"
CRISIL Ltd,CRISIL,"Stock Exchanges & Ratings","30814.79526329",,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCO Bank,UCOBANK,"Public Banks","30759.538175487",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Bank of India Ltd,CENTRALBK,"Public Banks","30638.99331249",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","30632.137376059996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindspace Business Parks REIT,MINDSPACE,"Real Estate","30588.070829292",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Health and Allied Insurance Company Ltd,STARHEALTH,"Insurance","30585.214033959997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","30326.49648",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","30242.5007073",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIC Housing Finance Ltd,LICHSGFIN,"Home Financing","30077.44484","1000","532.9833782958095","544.45","-20.0932556203164","0.76223712002938","520",,"-2.349999999999909","0.6056624910887056",,"-6.50841062725986","23992000","500","590","560","0.7958838455032422","-24.023054024954078","11.466621704190516","6370000","500","600","0.0195202990343681","-0.8998500249958199","9819000","27.86821200677172",,"4.149999999999977","5947000"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","29978.91169533","3000","316.7642630834818","319.9","-2.6540284360189603","0.39074710847139","300",,"0.75","0.824469933958985","2250","16.303015444962","52377000","345","325","350","-0.0025575447570332","7.413559739141121","3.1357369165181694","8217000","290","340","0.2057837384744341","13.90156062424969","17262000","23.52941176470588",,"1.25","14232000"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","29639.9603175",,,,,,"300",,,"0.6484216916228248",,"29.92094060409487",,"325","285","330",,,,,"290","340","-0.0544341337415096","-7.357617808615199","24710000","2.74428274428273",,,"16022500"
Aditya Birla Sun Life AMC Ltd,ABSLAMC,"Asset Management","29519.62778795",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Rathi Wealth Ltd,ANANDRATHI,"Asset Management","29337.001436579998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himadri Speciality Chemical Ltd,HSCL,"Commodity Chemicals","29334.048565859997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJVN Ltd,SJVN,"Renewable Energy","28915.43289765",,"-1.4370102917686187",,,,,,"-73.58",,,,,,,,,,"1.4370102917686187",,,,,,,,,,
Exide Industries Ltd,EXIDEIND,"Batteries","28861.75","1800","338.4905614475352","339.7","-30.217447803863816","0.97144539299382","350",,"0.1499999999999772","0.5743488637542804","269.9999999999591","0.23542194856935","14499000","340","310","340","1.798828125","-35.18145972479278","1.2094385524648033","7763400","340","350","-0.0194342694342694","3.70994940978077","17346600","3.2683240462923298",,"3.300000000000012","9963000"
Go Digit General Insurance Ltd,GODIGIT,"Insurance","28761.16485441",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India Silver ETF,SILVERBEES,"Silver","28516.761711659998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro Brands Ltd,METROBRAND,"Footwear","28422.709883040003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya Infotech Ltd,CPPLUS,"Electronic Equipments","28288.8304194",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Lal PathLabs Ltd,LALPATHLAB,"Hospitals & Diagnostic Centres","27875.719034640002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","27699.247405445",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","27643.379031840002","650","1055.7644619051594","1064.3","-1.76139984935396","0.57314666917223","1060",,"3.5","0.6741360691144709","2275","20.920096852300247","11020750","920","1120","1000","-0.0835140997830802","4.13979485289601","8.535538094840604","1098500","1000","1100","0.0184217761891669","3.65296803652968","2407600","-3.4914017717561197",,"6.100000000000136","1623050"
ITI Ltd,ITI,"Telecom Equipments","27537.5662562",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timken India Ltd,TIMKEN,"Industrial Machinery","27501.47352508",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVS Holdings Ltd,TVSHLTD,"Auto Parts","27452.9419176",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Technologies Ltd,TATATECH,"IT Services & Consulting","27386.16567435",,"-7.861558523329958",,,,,,"-674.45",,,,,,,,,,"7.861558523329958",,,,,,,,,,
ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,"Auto Parts","27332.288544",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventurus Knowledge Solutions Ltd,IKS,"Health Care Equipment & Supplies","27298.16390104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuvama Wealth Management Ltd,NUVAMA,"Diversified Financials","26893.35432344",,,,,,"1400",,,"0.5745704467353951",,"-8.86627906976744",,"1600","1400","1480",,,,,"1500","1500","-0.0841376416281997","-3.27805630543771","2182500","0.5065622841353901",,,"1254000"
New India Assurance Company Ltd,NIACL,"Insurance","26878.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Automation India Ltd,HONAUT,"Electronic Equipments","26683.716414",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookfield India Real Estate Trust,BIRET,"Real Estate","26569.465901904",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motherson Sumi Wiring India Ltd,MSUMI,"Cables","26340.961058856",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wockhardt Ltd,WOCKPHARMA,"Pharmaceuticals","26192.11272111",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Industries Ltd,PTCIL,"Iron & Steel","26114.0218482",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Elxsi Ltd,TATAELXSI,"Software Services","26009.64719064","100","4120.874030504328","4206.4","-6.985587531101819","-2.26797261316088","4000",,"31.299999999999272","0.4258007052750209","3129.9999999999272","3.0893808035910597","1981300","4600","3600","4800","-0.2071269487750556","-7.27723698989142","85.52596949567123","284800","4200","5000","-0.0277119932133894","3.92635314995564","1375350","-9.682821118991331",,"-95.39999999999964","585625"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","25961.245683701",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","25674.69514512",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Energy Ltd,GUJGASLTD,"Gas Distribution","25649.4160575",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","25594.14","475","1213.6427264349586","1229.9","-7.70788336933044","-0.11383039271486001","1300",,"5.300000000000182","0.5969712015888778","2517.5000000000864","11.21080381093331","9742725","1360","1280","1160","-0.2041942604856512","-12.08315473639091","16.257273565041487","2062450","1040","1300","0.0687752069624283","7.761943174688541","9566500","9.248711689720631",,"-1.400000000000091","5710925"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","25520.814",,"-0.1525049086786118",,,,,,"-21.13",,,,,,,,,,"0.1525049086786118",,,,,,,,,,
AWL Agri Business Ltd,AWL,"FMCG - Foods","25452.478678543",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC Ltd,ACC,"Cement","25381.326467079998",,"0",,,,,,"-1351.6",,,,,,,,,,"0",,,,,,,,,,
Force Motors Ltd,FORCEMOT,"Four Wheelers","25144.2607746",,,,,,"19000",,,"0.3576058474693145",,"7.996668054977089",,"19500","20000","21000",,,,,"20000","21000","0.0948210780613014","0.38714672861013","181275","39.98069498069498",,,"64825"
NBCC (India) Ltd,NBCC,"Construction & Engineering","25112.7","6500","92.39757718697489","93.4","-4.379562043795611","0.52462526766594","90",,"0.3900000000000005","0.5805234614477718","2535.000000000004","-3.60219263899764","80892500","94","108","95","-0.306910569105691","-7.168432045352819","1.0024228130251203","6695000","95","100","-0.0021176470588235","0.57189542483659","27566500","12.523215707084102",,"0.4899999999999949","16003000"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","25040.11000365",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegis Logistics Ltd,AEGISLOG,"Oil & Gas - Storage & Transportation","24919.245",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak Nitrite Ltd,DEEPAKNTR,"Commodity Chemicals","24878.0906784",,"-7.12325431140088",,,,,,"-1824",,,,,,,,,,"7.12325431140088",,,,,,,,,,
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","24828.17474665",,,,,,"7000",,,"0.5318017846971711",,"125.22112034307158",,"6800","7800","7300",,,,,"7000","9000","-0.0029656739020696","-1.54657293497363","3160200","122.43964242978811",,,"1680600"
Sai Life Sciences Ltd,SAILIFE,"Biotechnology","24208.74372695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirloskar Oil Engines Ltd,KIRLOSENG,"Industrial Machinery","24178.13848664",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenneco Clean Air India Ltd,TENNIND,"Auto Parts","24123.42954893",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESC Ltd,CESC,"Power Generation","23946.42981795",,"-5.784611117887335",,,,,,"-180.65",,,,,,,,,,"5.784611117887335",,,,,,,,,,
Apollo Tyres Ltd,APOLLOTYRE,"Tires & Rubber","23778.73234506",,"-4.666874697767215",,,,,,"-375.9",,,,,,,,,,"4.666874697767215",,,,,,,,,,
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","23776.44299294",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nexus Select Trust,NXST,"Real Estate","23729.445",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acutaas Chemicals Ltd,ACUTAAS,"Biotechnology","23583.79540332",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","23361.86061635",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty IT,ITBEES,"Equity","23187.2674338",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bharat 22 ETF,ICICIB22,"Equity","23032.21960039",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumitomo Chemical India Ltd,SUMICHEM,"Commodity Chemicals","22998.1397862",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTAR Technologies Ltd,MTARTECH,"Industrial Machinery","22937.4270087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIOCL Ltd,KIOCL,"Iron & Steel","22887.90627536",,,,,,,,,,,,,,,,,,,,,,,,,,,,
R R Kabel Ltd,RRKABEL,"Cables","22195.8243012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aegis Vopak Terminals Ltd,AEGISVOPAK,"Oil & Gas - Storage & Transportation","22121.050077885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netweb Technologies India Ltd,NETWEB,"IT Services & Consulting","21874.903724789998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indraprastha Gas Ltd,IGL,"Gas Distribution","21672.024768",,"-3.935610546544823",,,,,,"-154.8",,,,,,,,,,"3.935610546544823",,,,,,,,,,
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","21523.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","21464.813554289998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfizer Ltd,PFIZER,"Pharmaceuticals","21444.70685232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onesource Specialty Pharma Ltd,ONESOURCE,"Biotechnology","21408.95687874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grindwell Norton Ltd,GRINDWELL,"Industrial Machinery","21355.6736",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuland Laboratories Ltd,NEULANDLAB,"Pharmaceuticals","21328.4074736",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFCL Ltd,HFCL,"Telecom Equipments","21322.693880242",,"-0.0955713911311863",,,,,,"-139.34",,,,,,,,,,"0.0955713911311863",,,,,,,,,,
HBL Engineering Ltd,HBLENGINE,"Batteries","21278.87002969",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpataru Projects International Ltd,KPIL,"Power Infrastructure","21233.85836964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","21132.18958084",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatsun Agro Product Ltd,HATSUN,"FMCG - Foods","20916.0623652",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aadhar Housing Finance Ltd,AADHARHFC,"Consumer Finance","20900.7069687",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","20871.394846245003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramco Cements Ltd,RAMCOCEM,"Cement","20792.5479781",,"-1.9002121045078304",,,,,,"-879.95",,,,,,,,,,"1.9002121045078304",,,,,,,,,,
CreditAccess Grameen Ltd,CREDITACC,"Consumer Finance","20731.226409929997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","20710.4742681",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atul Ltd,ATUL,"Diversified Chemicals","20585.675096",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godawari Power and Ispat Ltd,GPIL,"Iron & Steel","20575.32195735",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","20456.1624225",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Mineral Development Corporation Ltd,GMDCLTD,"Mining - Diversified","20441.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPIT Technologies Ltd,KPITTECH,"IT Services & Consulting","20438.81960252","425","736.7417094390994","747.5","-1.34907251264755","-2.3812709030100203","700",,"-3.2999999999999545","0.4666642686870734",,"7.32565747418609","8204625","820","680","880","-0.0069779924852388","0.21283222591361","10.758290560900605","2364275","720","800","0.0225670759436107","3.24690357680286","7645325","3.98265895953757",,"-17.799999999999955","3567800"
Sun Tv Network Ltd,SUNTV,"TV Channels & Broadcasters","20391.9086619",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBL Bank Ltd,RBLBANK,"Private Banks","20324.304198","3175","327.76973861015364","329.9","-15.6767045731856","0.3789026977872","310",,"1.3999999999999773","0.4453715519780112","4444.999999999928","5.65905915230553","54854475","325","350","330","0.4155043788517678","-19.4620548200634","2.130261389846339","13877925","320","350","-0.072475644177365","-0.32952548330403","32343725","-2.92548122736802",,"1.25","14404975"
Affle 3i Ltd,AFFLE,"Advertising","20307.79565916",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","20205.87726992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carborundum Universal Ltd,CARBORUNIV,"Industrial Machinery","20176.11926433",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines","20167.9948695",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaynes Technology India Ltd,KAYNES,"Electrical Components & Equipments","20117.0996654",,,,,,"3000",,,"0.4944414175254744",,"70.43075201790138",,"3850","4300","3400",,,,,"3250","3500","-0.0549938104575878","-2.53199268738574","4313150","57.71642746137673",,,"2132600"
Cube Highways Trust,CUBEINVIT,"Roads","19892.2324776",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Focus Ltd,PFOCUS,"Animation","19853.718144995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterlite Technologies Ltd,STLTECH,"Telecom Equipments","19765.90754115",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIFL Finance Ltd,IIFL,"Investment Banking & Brokerage","19733.43628",,"-3.921598538530461",,,,,,"-464",,,,,,,,,,"3.921598538530461",,,,,,,,,,
Sagility Ltd,SAGILITY,"Specialized Finance","19708.39261873",,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTI BSE Sensex ETF,SENSEXBETA,"Equity","19655.147617868",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarda Energy & Minerals Ltd,SARDAEN,"Iron & Steel","19530.73188975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
