Name,Ticker,"Sub-Sector","Market Cap","EV / Free Cash Flow","Enterprise Value","Price / CFO","PB Premium vs Sub-sector","Dividend Yield vs Sub-sector","Price / Sales","Sector PB","Sector Dividend Yield","Sector PE","TTM PE Ratio"
Orient Technologies Ltd,ORIENTTECH,"IT Services & Consulting","1236.07264326",,"1126.30264326",,"-28.772267011671858","-3.437207051584121","1.460578103557882","5.823616002155781","3.217780581074618","21.61194022660079",
BMW Industries Ltd,BMW,"Iron & Steel","1235.27449248",,"1351.6444924799998","11.421863083495145","-46.00345538709076","-0.047671091647204844","1.8165267087438604","3.3971619560814212","2.147340135276208","23.8500931581181","15.223989308355936"
Monolithisch India Ltd,MONOLITH,"Building Products - Others","1233.84404",,"1240.92404","307.69178054862846","458.1194608937203",,"9.006818307905686","6.806753889542422","0.5875072100804868","40.633213495947615","53.552258680555525"
Salzer Electronics Ltd,SALZERELEC,"Electrical Components & Equipments","1233.105664695",,"1645.5456646950001",,"-75.4034487809308","-0.16466492844483732","0.8661457112217018","6.806753889542422","0.5875072100804868","40.633213495947615","23.314533270845256"
Kross Ltd,KROSS,"Auto Parts","1232.1299602",,"1180.6999602",,"-52.07961182342961",,"1.818776234703668","5.599852449734864","0.6843999547954118","24.52159967199169","22.329285251902885"
Beta Drugs Ltd,BETA,"Pharmaceuticals","1231.632135",,"1222.662135","34.079472468179304","9.06193656304097",,"3.110103621120679","6.347180737078195","0.48032722824004936","43.622095468751965","29.69219226133074"
Gulshan Polyols Ltd,GULPOLY,"Specialty Chemicals","1230.0503101440002",,"1605.0603101440001","29.511763679078697","-55.10678745270139","-0.18708698033705903","0.6074622500587684","3.3971619560814212","2.147340135276208","23.8500931581181","28.833809426722787"
Andhra Sugars Ltd,ANDHRSUGAR,"Commodity Chemicals","1229.71259347","35.62301631255842","1143.1425934699998","9.622164268153364","-93.98849721905566","0.3890917774486679","0.5954563295192624","3.3971619560814212","2.147340135276208","23.8500931581181","14.56832831974887"
Platinum Industries Ltd,PLATIND,"Commodity Chemicals","1227.790611042",,"1086.430611042",,"-74.4479045447684",,"2.635818490461776","3.3971619560814212","2.147340135276208","23.8500931581181","23.638633250712388"
Diffusion Engineers Ltd,DIFFNKG,"Industrial Machinery","1227.208491245",,"1123.8184912450001","142.36757439037123","-68.86434329121099","-0.14844097651589222","2.8929268316282033","6.806753889542422","0.5875072100804868","40.633213495947615","24.38324043800915"
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,"Commodity Chemicals","1223.334","33.5037496628001","1241.984","13.607719688542826","-89.62728592083675","0.9395065636071169","1.5508601564381792","3.3971619560814212","2.147340135276208","23.8500931581181","15.142146305235785"
Gujarat Natural Resources Ltd,GNRL,"Oil & Gas - Exploration & Production","1218.412575048",,"1223.2925750480001",,"645.2811928925174",,"53.34555932784588","1.563059186252215","1.202929143117296","12.83380464070356","168.05690690317223"
Salasar Techno Engineering Ltd,SALASAR,"Iron & Steel","1216.5734018399999",,"1481.4734018399997",,"-50.428483954039386",,"0.8363111053489058","3.3971619560814212","2.147340135276208","23.8500931581181","49.81873062407895"
Andrew Yule & Co Ltd,ANDREWYU,"Tea & Coffee","1207.219964682",,"1273.839964682",,"-18.915710573964816",,"3.2238095566587446","8.190568262110702","1.6836677726443445","30.846384996929732","112.71895095069989"
Excel Industries Ltd,EXCELINDUS,"Fertilizers & Agro Chemicals","1202.7009571","54.14126749315818","989.1609571000001","19.454884456486575","-70.90889331531017","0.6738058479583108","1.1928125411339991","3.3971619560814212","2.147340135276208","23.8500931581181","15.875144629091855"
HMA Agro Industries Ltd,HMAAGRO,"Packaged Foods & Meats","1202.34821777","16.2168653647529","1663.68821777","9.665955605514913","-63.63319315651629","0.7213125097683359","0.23058315998642218","8.190568262110702","1.6836677726443445","30.846384996929732","7.071388682997112"
IFGL Refractories Ltd,IFGLEXPOR,"Industrial Machinery","1198.162966752",,"1253.3629667520001","42.36785596718529","-89.85811660955099","1.499619478686225","0.7172738720049807","6.806753889542422","0.5875072100804868","40.633213495947615","41.530778743569904"
Nitta Gelatin India Ltd,NITTAGELA,"FMCG - Foods","1197.6773914","26.496032000976083","1085.8073914","15.877998029961553","-83.03950733012869","-0.37971379260725535","1.9929402812167198","8.190568262110702","1.6836677726443445","30.846384996929732","12.31924903723513"
Safe Enterprises Retail Fixtures Ltd,SAFEENTP,"Building Products - Others","1194.0067263600001","40.16695518597456","1168.45672636","38.45432291014493","158.06295471103493",,"5.27155287576159","6.806753889542422","0.5875072100804868","40.633213495947615",
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,"Home Electronics & Appliances","1193.013040475","47.29842053311966","1106.783040475","35.46412129830559","-59.15482511255779",,"1.2538761907752296","5.599852449734864","0.6843999547954118","24.52159967199169","26.139637170793097"
TGV SRAAC Ltd,TGVSL,"Commodity Chemicals","1192.980372","28.179852170542638","1454.080372","6.110640639246018","-91.64467859502864","0.40653037078702386","0.6765919011807943","3.3971619560814212","2.147340135276208","23.8500931581181","9.498251369426743"
IKIO Technologies Ltd,IKIO,"Electrical Components & Equipments","1191.436567317",,"1136.016567317","33.992484088930105","-76.61940103781403",,"1.9537832559600534","6.806753889542422","0.5875072100804868","40.633213495947615","31.5194859078571"
Motisons Jewellers Ltd,MOTISONS,"Precious Metals, Jewellery & Watches","1191.09264",,"1256.35264",,"-82.44143800843429",,"2.5733880090742143","5.599852449734864","0.6843999547954118","24.52159967199169","17.895021634615397"
Unitech Ltd,UNITECH,"Real Estate","1187.800675338",,"6566.5506753380005",,"-104.27632065472507",,"2.9933738447569365","3.4004118686297864","0.9697276054688574","37.252414014016885","-0.5109633254917988"
Vinyas Innovative Technologies Ltd,VINYAS,"Electronic Equipments","1186.48796728","194.58416549162865","1278.41796728","135.1353037904328","-36.03398760576507",,"2.965033904638145","5.823616002155781","3.217780581074618","21.61194022660079",
Ice Make Refrigeration Ltd,ICEMAKE,"Electrical Components & Equipments","1185.452591875",,"1266.652591875","39.55464103687021","5.689371717004363","-0.2236641323480854","2.467533807657883","6.806753889542422","0.5875072100804868","40.633213495947615","86.02703859760521"
IND Swift Laboratories Ltd,INDSWFTLAB,"Pharmaceuticals","1179.935150104",,"739.1351501040001",,"-82.65389350885778",,"1.3620398823779292","6.347180737078195","0.48032722824004936","43.622095468751965","4.746701867020678"
HDFC Nifty 50 ETF,HDFCNIFTY,"Equity","1174.84170583",,"1174.84170583",,,"0",,,"0",,
Nelcast Ltd,NELCAST,"Iron & Steel","1171.906164","119.68727745266777","1390.7661640000001","11.179110598111228","-32.447487562184804","-0.3115254402590645","0.8730127788910659","3.3971619560814212","2.147340135276208","23.8500931581181","24.19294310487188"
Rupa & Company Ltd,RUPA,"Apparel & Accessories","1169.64722848","23.829376912846747","1211.24722848","19.953040403957694","-87.89398688029443","0.4956102715329749","0.9304403252591302","5.599852449734864","0.6843999547954118","24.52159967199169","17.499210479952193"
Monte Carlo Fashions Ltd,MONTECARLO,"Apparel & Accessories","1168.5627873600001","43.4418068305036","1509.60278736","16.04948204037907","-85.24463004508297","1.9934840587083245","0.8905981871641862","5.599852449734864","0.6843999547954118","24.52159967199169","10.428009881849023"
GPT Healthcare Ltd,GPTHEALTH,"Hospitals & Diagnostic Centres","1164.439993193","66.59931271854605","1163.489993193","17.276557762507416","-52.97006312167809","1.5446787680255902","2.4335214068819226","6.347180737078195","0.48032722824004936","43.622095468751965","27.57376256672983"
Macfos Ltd,ROBU,"Software Services","1161.0846012700001",,"1180.5746012700001",,"131.49005426564617",,"3.7241703860858975","5.823616002155781","3.217780581074618","21.61194022660079","45.31946140788438"
Macpower Cnc Machines Ltd,MACPOWER,"Industrial Machinery","1161.0828096",,"1157.6028096","166.34424206303723","-23.822199130951372","-0.4766537380563217","4.428571247234724","6.806753889542422","0.5875072100804868","40.633213495947615","35.93571060352834"
Jaro Institute Of Technology Management & Research Ltd,JARO,"Education Services","1159.730403025",,"1218.6404030249998",,"-62.69462866263376",,"4.069229484298246","5.599852449734864","0.6843999547954118","24.52159967199169","21.918926536099036"
Nippon India Nifty Pharma ETF,PHARMABEES,"Equity","1158.9309156",,"1158.9309156",,,,,,"0",,
Laxmi Goldorna House Ltd,LGHL,"Precious Metals, Jewellery & Watches","1158.39045",,"1259.17045",,"8.604526540918696",,"11.055453807978623","5.599852449734864","0.6843999547954118","24.52159967199169","400.8271453287213"
Updater Services Ltd,UDS,"Business Support Services","1157.755443372","26.758387654033772","998.3554433720001","22.772530357435087","-77.71794013251228",,"0.4177013790564016","6.806753889542422","0.5875072100804868","40.633213495947615","12.571999602258714"
Bharat Seats Ltd,BHARATSE,"Auto Parts","1154.8292","49.583841764929616","1303.5592","12.011953401289786","0.31135729265389495","0.2677376220334555","0.5903340609233065","5.599852449734864","0.6843999547954118","24.52159967199169","27.33970643939383"
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,"Specialty Chemicals","1154.4555687",,"1148.2155687","30.785481832","-52.05636611485418","0.24903115527339253","1.1659283032035226","3.3971619560814212","2.147340135276208","23.8500931581181","16.463998412721015"
Quick Heal Technologies Ltd,QUICKHEAL,"IT Services & Consulting","1149.997331484",,"957.1073314839998",,"-50.51386592091145",,"3.829494943336664","5.823616002155781","3.217780581074618","21.61194022660079","199.65231449375077"
Automobile Corp Of Goa Ltd,ACGL,"Trucks & Buses","1148.5272109700002",,"1042.5872109700001","118.16123569650206","-59.7747733598228","0.5594600795810524","1.2075015885550278","6.806753889542422","0.5875072100804868","40.633213495947615","16.433355429532106"
Virtuoso Optoelectronics Ltd,VOEPL,"Home Electronics & Appliances","1144.5583554450002",,"1280.8483554450002","37.403867825000006","-54.78361951817415",,"1.6286617841724063","5.599852449734864","0.6843999547954118","24.52159967199169","87.97527712874727"
Amines and Plasticizers Ltd,AMNPLST,"Commodity Chemicals","1144.52604","45.86490015600624","1175.97604","39.27680301990391","-63.48563810370437","-0.25228374078297355","1.7289957701371683","3.3971619560814212","2.147340135276208","23.8500931581181","31.642964888028764"
Master Trust Ltd,MASTERTR,"Investment Banking & Brokerage","1140.235304",,"-70.9446959999998",,"-63.156211652023345",,"1.9800908292089954","2.291066253952224","1.0648908826242334","15.782900266071515","9.043027234515028"
Quadrant Future Tek Ltd,QUADFUTURE,"Communication & Networking","1133.8",,"1032.38",,"-44.4803261933191",,"7.413364718190138","5.823616002155781","3.217780581074618","21.61194022660079","-26.665098777046108"
LIC MF Nifty 50 ETF,LICNETFN50,"Equity","1132.600065309",,"1132.600065309",,,"0",,,"0",,
Tarsons Products Ltd,TARSONS,"Health Care Equipment & Supplies","1131.7508031510001",,"1445.270803151","9.906782240467438","-80.56419707802408",,"2.771385760832089","6.347180737078195","0.48032722824004936","43.622095468751965","55.69639779286416"
Irm Energy Ltd,IRMENERGY,"Gas Distribution","1130.5782061950001",,"880.2082061950002","12.063361141645329","-36.25612788493647","-1.8675055417519852","1.0352237468707366","3.339096192839704","1.2719239646781941","25.412372557238267","21.25147004125933"
Reliance Industrial Infrastructure Ltd,RIIL,"Oil & Gas - Storage & Transportation","1128.8005",,"1078.8705",,"-7.5836999362551625","-0.49540557102304755","15.972838545351635","1.563059186252215","1.202929143117296","12.83380464070356","91.10577078288942"
3B Blackbio DX Ltd,3BBLACKBIO,"Biotechnology","1124.2439433","24.924727821479035","1058.3039433","25.928135223708487","-10.680736652783741","0.25026573079559405","10.078385865531152","6.347180737078195","0.48032722824004936","43.622095468751965","19.579309357366764"
Paushak Ltd,PAUSHAKLTD,"Specialty Chemicals","1122.38263424",,"1138.25263424","29.85854307635009","-46.03944923640911","4.054468971876307","4.86490674110355","3.3971619560814212","2.147340135276208","23.8500931581181","28.544827930824002"
Vardhman Holdings Ltd,VHL,"Diversified Financials","1122.33554976",,"1120.81554976",,"-88.99717498065672","-0.2556115190255308","4.020258443815597","2.291066253952224","1.0648908826242334","15.782900266071515","4.834735718790386"
Aeroflex Enterprises Ltd,AEROENTER,"Plastic Products","1122.25554","30.750583191368538","1083.0355399999999","8.036201503759399","-77.62697870684268",,"1.5455936372400496","3.3971619560814212","2.147340135276208","23.8500931581181","17.4778934745367"
Jay Bharat Maruti Ltd,JAYBARMARU,"Auto Parts","1117.89775",,"1656.57775","5.607151276521042","-66.42233429149823","0.12986738295170586","0.4373057273513201","5.599852449734864","0.6843999547954118","24.52159967199169","8.004423242159527"
Laxmi Dental Ltd,LAXMIDENTL,"Health Care Equipment & Supplies","1115.896511147","36.98077517646847","1026.2165111470001","25.459651178348164","-42.13200487844704",,"4.472889655070547","6.347180737078195","0.48032722824004936","43.622095468751965","48.140487970103486"
SRM Contractors Ltd,SRM,"Construction & Engineering","1112.908421",,"1041.4184210000003","1040.1013280373832","-4.78088555240754",,"2.053147165390647","6.806753889542422","0.5875072100804868","40.633213495947615","13.739610135802476"
Mangalam Worldwide Ltd,MWL,"Iron & Steel","1111.10221434",,"1302.62221434",,"35.99645275210225","-0.7510063265316271","0.9144949459172503","3.3971619560814212","2.147340135276208","23.8500931581181","22.164416803111955"
Raj Rayon Industries Ltd,RAJRILTD,"Textiles","1111.05282501",,"1340.4528250100002","30.17525325936991","220.8806311688304",,"0.9378980812496837","5.599852449734864","0.6843999547954118","24.52159967199169","32.69725794614489"
Centrum Capital Ltd,CENTRUM,"Diversified Financials","1109.87294894","7.603962371706731","17065.95294894","0.43826401872509807","-78.37879644454443",,"0.30313464787016703","2.291066253952224","1.0648908826242334","15.782900266071515","-6.439272156764914"
Gujarat Kidney and Super Speciality Ltd,GKSL,"Hospitals & Diagnostic Centres","1106.88038675",,"1113.5703867500001","81.32846339088906","308.41069309991076",,"27.404812744491213","6.347180737078195","0.48032722824004936","43.622095468751965","94.28282681005105"
Balaji Telefilms Ltd,BALAJITELE,"Movies & TV Serials","1103.21573355","19.58054175894737","930.0757335500001","21.326420520974292","-81.25626974773955",,"2.3596683283425666","8.560593958157467","1.1816713015722953","31.760915159046945","18.752604683834786"
Renaissance Global Ltd,RGL,"Precious Metals, Jewellery & Watches","1100.601615774",,"1553.151615774",,"-95.2829916430754",,"0.5268380742502644","5.599852449734864","0.6843999547954118","24.52159967199169","13.285871750048292"
Bluspring Enterprises Ltd,BLUSPRING,"Business Support Services","1098.54064398",,"1249.10064398",,"-73.65235022276445",,"0.32339409757102777","6.806753889542422","0.5875072100804868","40.633213495947615","-71.61281903389667"
Rajputana Stainless Ltd,RSL,"Metals - Diversified","1097.410484856",,"1185.040484856","155.0014809118644","180.388167688575",,"1.170583670072214","3.3971619560814212","2.147340135276208","23.8500931581181","24.408596193416415"
Saraswati Commercial (India) Ltd,ZSARACOM,"Specialized Finance","1095.7088144","128.53197412844037","1120.7988144","125.36714123569793","-27.783344229258645",,"14.522316956925115","2.291066253952224","1.0648908826242334","15.782900266071515","12.788384855275444"
Bharat Global Developers Ltd,BGDL,"Retail - Speciality","1090.565892",,"1177.655892",,"-57.33126235268442",,"1.5962148239220164","5.599852449734864","0.6843999547954118","24.52159967199169","342.9452490566046"
Hi-Tech Gears Ltd,HITECHGEAR,"Auto Parts","1086.85861019","10.027271063205058","1253.30861019","7.292395398483629","-62.01804755906669","0.3165984418804467","1.157858492979503","5.599852449734864","0.6843999547954118","24.52159967199169","48.133685127989395"
Industrial and Prudential Investment Co Ltd,INDPRUD,"Investment Banking & Brokerage","1086.5057264","93.41479124892334","1084.5457264","93.5836112316968","-72.06674998313282","1.5286886924551735","17.914356577081612","2.291066253952224","1.0648908826242334","15.782900266071515","17.370195466027173"
NINtec Systems Ltd,NINSYS,"IT Services & Consulting","1083.9096","56.6435749318801","1039.4096","45.67676359039191","235.64194143045634",,"7.51358380701511","5.823616002155781","3.217780581074618","21.61194022660079","35.41031035609277"
Faze Three Ltd,FAZE3Q,"Textiles","1078.96383751",,"1251.8338375100002","87.93511308149961","-9.139435297158977",,"1.537554988329011","5.599852449734864","0.6843999547954118","24.52159967199169","34.36190565318465"
Alicon Castalloy Ltd,ALICON,"Auto Parts","1077.5193552","67.01448970491805","1430.7593552","5.278076684790595","-69.30721638646345","-0.24612894305531785","0.6038315887630501","5.599852449734864","0.6843999547954118","24.52159967199169","31.286857003484442"
DAM Capital Advisors Ltd,DAMCAPITAL,"Investment Banking & Brokerage","1074.709944","10.090260318994684","835.0699440000001","11.226469696020056","-15.813060921128832","0.48975660854331615","4.295231781303705","2.291066253952224","1.0648908826242334","15.782900266071515","13.277859451445515"
Sar Auto Products Ltd,SAPL,"Auto Parts","1072.0665",,"1074.3165","3063.0471428571427","947.2230859580134",,"71.23365448504983","5.599852449734864","0.6843999547954118","24.52159967199169","8933.887500000044"
Roto Pumps Ltd,ROTO,"Industrial Machinery","1068.11000088","72.7518444587525","1084.7300008799998","29.53027373182195","-54.93277707316107","-0.1354194397231977","3.5418310869118277","6.806753889542422","0.5875072100804868","40.633213495947615","33.49357168015047"
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,"Asset Management","1067.69662853","842.0281757923077","1094.63662853","821.3050988692307","-80.72188886107922",,"3.926943354040237","2.291066253952224","1.0648908826242334","15.782900266071515","1.2010085810236222"
Madras Fertilizers Ltd,MADRASFERT,"Fertilizers & Agro Chemicals","1067.2961125","18.762092069386988","1995.5361125","9.183411740664257","-1369.7913213087147",,"0.4496623675507151","3.3971619560814212","2.147340135276208","23.8500931581181","13.271525895299629"
Gandhi Special Tubes Ltd,GANDHITUBE,"Auto Parts","1066.9456","24.46463815028902","1058.0956","22.676845908607866","-32.150143809785284","1.1604608269899692","5.785097869110231","5.599852449734864","0.6843999547954118","24.52159967199169","15.037992952783654"
Gala Precision Engineering Ltd,GALAPREC,"Industrial Machinery","1059.57315225",,"1024.04315225","386.70553001824817","-61.256006036068",,"3.311890576844935","6.806753889542422","0.5875072100804868","40.633213495947615","29.86395581313414"
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,"Metals - Diversified","1053.78963585","141.8911288814994","1173.43963585","35.14975436457638","80.46529034051831","-23.693742206058214","1.1757502045700514","3.3971619560814212","2.147340135276208","23.8500931581181","25.891637244471724"
Tamilnadu Newsprint & Papers Ltd,TNPL,"Paper Products","1049.578749","6.639805828848632","2627.968749","1.8420125465075468","-58.67370063051368","2.644024569518032","0.22233210874497167","3.3971619560814212","2.147340135276208","23.8500931581181","4.236271993057797"
MIC Electronics Ltd,MICEL,"Electrical Components & Equipments","1047.91826288",,"1081.97826288",,"-48.075336316514026",,"5.466734116959675","6.806753889542422","0.5875072100804868","40.633213495947615","-82.90492586075953"
Izmo Ltd,IZMO,"Software Services","1046.33293968",,"1033.54293968","234.0789574228188","-59.20123648801583",,"4.026370645630507","5.823616002155781","3.217780581074618","21.61194022660079","28.149931118644066"
Shree Digvijay Cement Co Ltd,SHREDIGCEM,"Cement","1043.6613641239999",,"1104.061364124","7.733116213129815","26.540589632998444","0.39749284471971014","1.3857100272505176","3.3971619560814212","2.147340135276208","23.8500931581181","41.76315982889151"
SKM Egg Products Export India Ltd,SKMEGGPROD,"Packaged Foods & Meats","1037.24402","32.16964848862575","1032.32402","15.903772155780437","-16.173817363787517","-0.14739822885051918","2.02638173755055","8.190568262110702","1.6836677726443445","30.846384996929732","13.39762361146991"
Bajaj Steel Industries Ltd,BAJAJST,"Industrial Machinery","1036.568",,"1012.8580000000001","19.7705130650391","-74.92909417873189","-0.405234789209719","1.6618857518477546","6.806753889542422","0.5875072100804868","40.633213495947615","19.68790123456787"
A K Capital Services Ltd,AKCAPIT,"Specialized Finance","1035.969",,"4192.359",,"-34.31354598559331","1.5016212363006312","2.1400338779978934","2.291066253952224","1.0648908826242334","15.782900266071515","9.966990571483546"
Arihant Superstructures Ltd,ARIHANTSUP,"Real Estate","1035.621034495",,"1824.4010344949997",,"-19.384438849231728","-0.8703669570535062","1.8625942599863312","3.4004118686297864","0.9697276054688574","37.252414014016885","22.498827601455606"
Bombay Super Hybrid Seeds Ltd,BSHSL,"Seeds","1035.1013299200001",,"1126.6213299200003",,,,"2.862954860793805","8.190568262110702","1.6836677726443445","30.846384996929732","39.134265781474525"
Oriental Aromatics Ltd,OAL,"Specialty Chemicals","1034.847462",,"1375.7074619999999",,"-65.06708687471115","-0.1766025128279945","0.9946821949672233","3.3971619560814212","2.147340135276208","23.8500931581181","313.59014000000775"
Aditya Birla Sun Life Gold ETF,BSLGOLDETF,"Gold","1032.384807",,"1032.384807",,,"0",,,"0",,
Jindal Photo Ltd,JINDALPHOT,"Electronic Equipments","1030.03851366","17167.141894333334","1030.02851366","17167.308561","-92.05982709729717",,"4.456147582349124","5.823616002155781","3.217780581074618","21.61194022660079","85.1271498892561"
Control Print Ltd,CONTROLPR,"Electronic Equipments","1028.74771584","42.24219347980895","972.8377158399999","20.628588647282935","-80.22725512567494","0.4815609310115594","2.1070964828871634","5.823616002155781","3.217780581074618","21.61194022660079","23.72573145387454"
Jyoti Resins and Adhesives Ltd,JYOTIRES,"Commodity Chemicals","1027.56","67.0568356374808","873.0799999999999","69.66508474576271","-63.013246519305","0.558388271806479","3.148933562147585","3.3971619560814212","2.147340135276208","23.8500931581181","14.68152593227604"
AVT Natural Products Ltd,AVTNPL,"Agro Products","1026.089592",,"966.0495920000001",,"-38.98241644575865","-0.1713436555701222","1.7932045787385753","8.190568262110702","1.6836677726443445","30.846384996929732","17.95432356955382"
Suraj Estate Developers Ltd,SURAJEST,"Real Estate","1025.312453256",,"1444.1824532560001",,"-66.59880363664122",,"1.8535214369108952","3.4004118686297864","0.9697276054688574","37.252414014016885","10.482695565443208"
Panorama Studios International Ltd,PANORAMA,"Movies & TV Serials","1023.123399375",,"1102.363399375",,"-42.5030750130381",,"2.7770571613240325","8.560593958157467","1.1816713015722953","31.760915159046945","27.749481946704687"
Excelsoft Technologies Ltd,EXCELSOFT,"Software Services","1022.062460484","22.865334294599208","804.4024604840001","19.427151881467402","-61.450641164419785",,"4.107968088762058","5.823616002155781","3.217780581074618","21.61194022660079","21.63095154463491"
Abans Financial Services Ltd,AFSL,"Asset Management","1021.0376696799999",,"672.1576696799998",,"-75.86728591887703",,"0.04275852541211667","2.291066253952224","1.0648908826242334","15.782900266071515","10.600474145348612"
BirlaNu Ltd,BIRLANU,"Building Products - Others","1019.30331783",,"1897.9833178299998","12.416899961383846","-86.60300159982127",,"0.2665179729299363","6.806753889542422","0.5875072100804868","40.633213495947615","-8.525454314402802"
Oricon Enterprises Ltd,ORICONENT,"Logistics","1017.512145485",,"920.122145485",,"-78.07439460727882","0.004529238973247973","2.8349274085729412","6.806753889542422","0.5875072100804868","40.633213495947615","34.03050653795988"
Capital India Finance Ltd,CIFL,"Consumer Finance","1015.9642674","833.1010695283023","1766.1742674000002","81.08254328810855","-55.23817173937979",,"1.5893812261819091","2.291066253952224","1.0648908826242334","15.782900266071515","26.11733335218513"
Le Merite Exports Ltd,LEMERITE,"Textiles","1015.6902",,"1062.0302",,"218.9103242994295",,"1.894767652271243","5.599852449734864","0.6843999547954118","24.52159967199169","78.2504006163327"
Fino Payments Bank Ltd,FINOPB,"Private Banks","1010.604273888",,"-93.58572611200009","13.264263996429978","-35.94200288861652",,"0.6364287304150686","2.291066253952224","1.0648908826242334","15.782900266071515","19.264282765688193"
BCL Industries Ltd,BCLIND,"FMCG - Foods","1008.27796944",,"1546.5979694399998","15.953765339240505","-92.55982733557403","-0.14923440417841716","0.35701492089413245","8.190568262110702","1.6836677726443445","30.846384996929732","8.606726158258656"
Remus Pharmaceuticals Ltd,REMUS,"Pharmaceuticals","1007.8266","348.6234551495016","1049.3565999999998","144.1812017167382","-37.74886304181767","-0.5425051277273729","1.1714418885776388","6.347180737078195","0.48032722824004936","43.622095468751965",
Bajaj Healthcare Ltd,BAJAJHCARE,"Pharmaceuticals","1005.5036840700001","121.45869881646823","1224.30368407","46.508033490749305","-62.3551610221569",,"1.626581173576848","6.347180737078195","0.48032722824004936","43.622095468751965","63.800995182106675"
Crest Ventures Ltd,CREST,"Asset Management","1004.88385125",,"1113.1338512500001",,"-77.32073598075857","-0.9501467726991558","4.913376937463329","2.291066253952224","1.0648908826242334","15.782900266071515","21.080005270610446"
Accent Microcell Ltd,ACCENTMIC,"Pharmaceuticals","1004.1803772",,"954.6803772","40.70451468179975","-10.029143330231365","-0.3794312834340183","2.8223169679595275","6.347180737078195","0.48032722824004936","43.622095468751965",
Arisinfra Solutions Ltd,ARIS,"Building Products - Others","1001.5752635",,"1303.8152635",,"-32.35697374909432",,"0.9274188520871143","6.806753889542422","0.5875072100804868","40.633213495947615","19.008830204972476"
Kapston Services Ltd,KAPSTON,"Business Support Services","998.6320851450001",,"1158.1520851450002",,"108.6147936386153",,"1.4468106068194664","6.806753889542422","0.5875072100804868","40.633213495947615","37.47212326998115"
UTI Nifty Next 50 Exchange Traded Fund,NEXT50BETA,"Equity","996.92258575",,"996.92258575",,,"0",,,"0",,
Western Carriers (India) Ltd,WCIL,"Logistics","994.267237176",,"979.587237176",,"-67.60186634272263",,"0.5392518872409547","6.806753889542422","0.5875072100804868","40.633213495947615","25.612242070479"
GKW Ltd,GKWLIMITED,"Logistics","994.25756",,"685.89756",,"-89.56081083907968",,"27.143258531258528","6.806753889542422","0.5875072100804868","40.633213495947615","140.03627605633798"
Asian Star Co Ltd,ASTAR,"Precious Metals, Jewellery & Watches","992.4216","5.099091355818628","1141.4316","4.30719847228853","-96.12705615333034","-0.13210811312987858","0.33344474795633466","5.599852449734864","0.6843999547954118","24.52159967199169","27.294323432343358"
Mamata Machinery Ltd,MAMATA,"Industrial Machinery","986.280624","13.057967543115636","923.720624","13.594495161957271","-46.0051314596055","-0.48114647541891997","3.801721558801989","6.806753889542422","0.5875072100804868","40.633213495947615","23.393752941176494"
Century Enka Ltd,CENTENKA,"Textiles","983.49501089","10.202513709963878","677.85501089","8.343895909815899","-75.46012829264792","1.6713988903425117","0.4823394740045414","5.599852449734864","0.6843999547954118","24.52159967199169","14.420747960263952"
Sathlokhar Synergys E&C Global Ltd,SSEGL,"Construction & Engineering","982.90002832",,"951.92002832",,"34.38347988035585",,"2.4460593492770575","6.806753889542422","0.5875072100804868","40.633213495947615","13.760325189976202"
ADC India Communications Ltd,ADCINDIA,"Communication & Networking","978.213","35.43551870420362","918.843","37.72514462013112","103.9468917706019","1.3123807262290297","5.123948457388298","5.823616002155781","3.217780581074618","21.61194022660079","53.279575163398675"
Rajoo Engineers Ltd,RAJOOENG,"Industrial Machinery","976.8178268309999","15.278932649459223","889.9978268309999","13.853606961154444","-43.91831202734682","-0.3540643575878903","2.7387159750778025","6.806753889542422","0.5875072100804868","40.633213495947615","20.486951066086387"
Finkurve Financial Services Ltd,FINKURVE,"Consumer Finance","976.523308384",,"1202.153308384",,"36.16834860053794",,"4.653213134394358","2.291066253952224","1.0648908826242334","15.782900266071515","37.54414872679738"
Emkay Tools Ltd,ETL,"Industrial Machinery","972.688995","31.775857399542634","972.658995","27.446077737020317","9.076158839021566",,"8.318558068930129","6.806753889542422","0.5875072100804868","40.633213495947615",
OBSC Perfection Ltd,OBSCP,"Auto Parts","971.665332",,"982.045332","109.79269288135595","57.90239418936571",,"4.347106889763779","5.599852449734864","0.6843999547954118","24.52159967199169","35.947663041065525"
B-Right RealEstate Ltd,BRRL,"Real Estate","971.1328",,"1039.4128",,"96.33761723998967",,"5.714899076090155","3.4004118686297864","0.9697276054688574","37.252414014016885",
Sunrakshakk Industries India Ltd,SUNRAKSHAK,"Textiles","970.8213425",,"1007.7513425","6934.438160714285","563.5405589060875",,"5.3713696055106785","5.599852449734864","0.6843999547954118","24.52159967199169","33.12252959740706"
Manali Petrochemicals Ltd,MANALIPETC,"Specialty Chemicals","969.731653102",,"766.081653102",,"-80.17097150442707","0.5476351658737304","1.0402502151897104","3.3971619560814212","2.147340135276208","23.8500931581181","8.679241502747697"
